CRID,Witness_Gender,Witness_Age,Witness_Race,FOIA_Request_Number,Report_Produced_Date
1044633,F,41.91780821917808,WHITE,FOIA 14-5509,2015-08-03
1044634,F,28.715068493150685,BLACK,FOIA 14-5509,2015-08-03
1044636,F,30.106849315068494,BLACK,FOIA 14-5509,2015-08-03
1044637,M,63.561643835616444,WHITE,FOIA 14-5509,2015-08-03
1044638,F,55.057534246575344,BLACK,FOIA 14-5509,2015-08-03
1044641,F,42.69315068493151,BLACK,FOIA 14-5509,2015-08-03
1044648,M,52.367123287671234,BLACK,FOIA 14-5509,2015-08-03
1044649,M,26.178082191780824,BLACK,FOIA 14-5509,2015-08-03
1044650,M,28.03013698630137,BLACK,FOIA 14-5509,2015-08-03
1044651,F,42.56438356164384,HISPANIC,FOIA 14-5509,2015-08-03
1044652,F,56.5041095890411,BLACK,FOIA 14-5509,2015-08-03
1044654,M,61.81917808219178,WHITE,FOIA 14-5509,2015-08-03
1044655,F,39.369863013698634,BLACK,FOIA 14-5509,2015-08-03
1044658,F,41.15068493150685,WHITE,FOIA 14-5509,2015-08-03
1044659,M,31.627397260273973,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1044662,M,52.5013698630137,BLACK,FOIA 14-5509,2015-08-03
1044663,F,50.602739726027394,BLACK,FOIA 14-5509,2015-08-03
1044664,F,42.59726027397261,BLACK,FOIA 14-5509,2015-08-03
1044667,F,30.32054794520548,BLACK,FOIA 14-5509,2015-08-03
1044668,F,39.26575342465753,BLACK,FOIA 14-5509,2015-08-03
1044670,M,37.23835616438356,BLACK,FOIA 14-5509,2015-08-03
1044672,M,32.106849315068494,BLACK,FOIA 14-5509,2015-08-03
1044673,F,45.76712328767123,BLACK,FOIA 14-5509,2015-08-03
1044679,F,26.526027397260272,BLACK,FOIA 14-5509,2015-08-03
1044680,F,23.997260273972604,BLACK,FOIA 14-5509,2015-08-03
1044682,F,30.27123287671233,BLACK,FOIA 14-5509,2015-08-03
1044684,F,36.26575342465753,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1044686,F,,BLACK,FOIA 14-5509,2015-08-03
1044687,M,35.37534246575343,BLACK,FOIA 14-5509,2015-08-03
1044690,F,,BLACK,FOIA 14-5509,2015-08-03
1044691,M,,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1044694,M,56.6986301369863,BLACK,FOIA 14-5509,2015-08-03
1044695,F,29.94794520547945,UNKNOWN,FOIA 14-5509,2015-08-03
1044699,M,37.38356164383561,BLACK,FOIA 14-5509,2015-08-03
1044700,F,46.38630136986301,WHITE,FOIA 14-5509,2015-08-03
1044701,F,38.49589041095891,BLACK,FOIA 14-5509,2015-08-03
1044702,F,38.18356164383562,WHITE,FOIA 14-5509,2015-08-03
1044704,F,42.56438356164384,HISPANIC,FOIA 14-5509,2015-08-03
1044705,F,42.56438356164384,HISPANIC,FOIA 14-5509,2015-08-03
1044706,F,33.93698630136986,BLACK,FOIA 14-5509,2015-08-03
1044709,M,58.97534246575343,BLACK,FOIA 14-5509,2015-08-03
1044711,M,46.468493150684935,BLACK,FOIA 14-5509,2015-08-03
1044712,F,36.0986301369863,BLACK,FOIA 14-5509,2015-08-03
1044713,F,,BLACK,FOIA 14-5509,2015-08-03
1044714,M,31.183561643835617,BLACK,FOIA 14-5509,2015-08-03
1044715,M,41.7041095890411,WHITE,FOIA 14-5509,2015-08-03
1044717,M,49.12054794520548,WHITE,FOIA 14-5509,2015-08-03
1044720,M,30.47671232876712,BLACK,FOIA 14-5509,2015-08-03
1044722,F,45.11780821917808,BLACK,FOIA 14-5509,2015-08-03
1044726,F,37.65205479452055,BLACK,FOIA 14-5509,2015-08-03
1044727,M,63.013698630136986,WHITE,FOIA 14-5509,2015-08-03
1044728,M,25.506849315068493,BLACK,FOIA 14-5509,2015-08-03
1044729,M,30.865753424657534,BLACK,FOIA 14-5509,2015-08-03
1044731,F,42.68767123287671,BLACK,FOIA 14-5509,2015-08-03
1044732,M,32.18356164383562,BLACK,FOIA 14-5509,2015-08-03
1044733,M,32.81917808219178,BLACK,FOIA 14-5509,2015-08-03
1044734,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1044736,F,36.94794520547945,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1044737,M,,BLACK,FOIA 14-5509,2015-08-03
1044741,F,25.410958904109588,BLACK,FOIA 14-5509,2015-08-03
1044744,F,54,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1044744,M,33.087671232876716,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1044746,F,46.323287671232876,WHITE,FOIA 14-5509,2015-08-03
1044747,F,39.66027397260274,BLACK,FOIA 14-5509,2015-08-03
1044751,M,42.98904109589041,BLACK,FOIA 14-5509,2015-08-03
1044752,F,48.33150684931507,WHITE,FOIA 14-5509,2015-08-03
1044756,F,48.18356164383562,BLACK,FOIA 14-5509,2015-08-03
1044757,M,47.64109589041096,WHITE,FOIA 14-5509,2015-08-03
1044758,M,41.79178082191781,WHITE,FOIA 14-5509,2015-08-03
1044760,F,37.104109589041094,BLACK,FOIA 14-5509,2015-08-03
1044761,F,41.443835616438356,BLACK,FOIA 14-5509,2015-08-03
1044764,F,47.36164383561644,BLACK,FOIA 14-5509,2015-08-03
1044766,F,43.99452054794521,BLACK,FOIA 14-5509,2015-08-03
1044767,F,29.13972602739726,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1044768,M,35.76986301369863,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1044769,F,65.6027397260274,WHITE,FOIA 14-5509,2015-08-03
1044771,F,45.73698630136986,BLACK,FOIA 14-5509,2015-08-03
1044772,M,48.69041095890412,WHITE,FOIA 14-5509,2015-08-03
1044773,F,58.88493150684932,BLACK,FOIA 14-5509,2015-08-03
1044774,F,26.72054794520548,BLACK,FOIA 14-5509,2015-08-03
1044775,F,25.926027397260274,BLACK,FOIA 14-5509,2015-08-03
1044776,M,,BLACK,FOIA 14-5509,2015-08-03
1044777,M,39.983561643835614,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1044778,F,41.54246575342466,BLACK,FOIA 14-5509,2015-08-03
1044780,M,45.860273972602734,WHITE,FOIA 14-5509,2015-08-03
1044781,F,,UNKNOWN,FOIA 14-5509,2015-08-03
1044782,F,44.91780821917808,WHITE,FOIA 14-5509,2015-08-03
1044784,F,37.34794520547945,BLACK,FOIA 14-5509,2015-08-03
1044787,F,60.88493150684932,WHITE,FOIA 14-5509,2015-08-03
1044788,F,60.88493150684932,WHITE,FOIA 14-5509,2015-08-03
1044790,F,80.66027397260274,BLACK,FOIA 14-5509,2015-08-03
1044791,M,41.35068493150685,WHITE,FOIA 14-5509,2015-08-03
1044793,M,50.980821917808214,WHITE,FOIA 14-5509,2015-08-03
1044795,M,66.75616438356164,BLACK,FOIA 14-5509,2015-08-03
1044801,M,29.01095890410959,BLACK,FOIA 14-5509,2015-08-03
1044802,F,28.54794520547945,BLACK,FOIA 14-5509,2015-08-03
1044803,F,65.68219178082192,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1044806,F,27.336986301369862,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1044808,M,28.189041095890413,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1044810,M,22.369863013698634,BLACK,FOIA 14-5509,2015-08-03
1044811,F,67.11780821917807,BLACK,FOIA 14-5509,2015-08-03
1044812,F,28.117808219178084,BLACK,FOIA 14-5509,2015-08-03
1044813,M,42.01643835616438,BLACK,FOIA 14-5509,2015-08-03
1044814,M,52.39178082191781,WHITE,FOIA 14-5509,2015-08-03
1044815,M,52.39178082191781,WHITE,FOIA 14-5509,2015-08-03
1044824,F,38.18356164383562,WHITE,FOIA 14-5509,2015-08-03
1044827,M,55.26575342465753,BLACK,FOIA 14-5509,2015-08-03
1044830,M,34.4,BLACK,FOIA 14-5509,2015-08-03
1044831,F,36.827397260273976,BLACK,FOIA 14-5509,2015-08-03
1044835,M,28.33424657534247,BLACK,FOIA 14-5509,2015-08-03
1044837,M,48.8027397260274,BLACK,FOIA 14-5509,2015-08-03
1044838,M,40.106849315068494,BLACK,FOIA 14-5509,2015-08-03
1044839,M,43.019178082191786,BLACK,FOIA 14-5509,2015-08-03
1044843,M,50.19178082191781,WHITE,FOIA 14-5509,2015-08-03
1044846,M,41.7041095890411,UNKNOWN,FOIA 14-5509,2015-08-03
1044847,F,59.0986301369863,BLACK,FOIA 14-5509,2015-08-03
1044851,F,35.704109589041096,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1044852,M,43.134246575342466,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1044853,F,59.11506849315069,HISPANIC,FOIA 14-5509,2015-08-03
1044855,M,52.24109589041096,WHITE,FOIA 14-5509,2015-08-03
1044859,F,38.465753424657535,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1044860,F,70.92054794520548,BLACK,FOIA 14-5509,2015-08-03
1044863,M,35.33424657534247,BLACK,FOIA 14-5509,2015-08-03
1044864,F,58.676712328767124,BLACK,FOIA 14-5509,2015-08-03
1044865,M,50.536986301369865,BLACK,FOIA 14-5509,2015-08-03
1044866,F,46.58356164383562,BLACK,FOIA 14-5509,2015-08-03
1044867,F,,WHITE,FOIA 14-5509,2015-08-03
1044869,M,69.65479452054795,BLACK,FOIA 14-5509,2015-08-03
1044872,M,66.6,BLACK,FOIA 14-5509,2015-08-03
1044874,M,45.416438356164385,BLACK,FOIA 14-5509,2015-08-03
1044875,M,51.304109589041104,BLACK,FOIA 14-5509,2015-08-03
1044879,M,28.887671232876716,BLACK,FOIA 14-5509,2015-08-03
1044882,M,35.49863013698631,BLACK,FOIA 14-5509,2015-08-03
1044883,F,46.26849315068494,BLACK,FOIA 14-5509,2015-08-03
1044884,F,50.25205479452055,BLACK,FOIA 14-5509,2015-08-03
1044885,M,56.85205479452055,BLACK,FOIA 14-5509,2015-08-03
1044886,M,29.432876712328767,BLACK,FOIA 14-5509,2015-08-03
1044890,F,43.99726027397261,BLACK,FOIA 14-5509,2015-08-03
1044891,M,34.42465753424658,BLACK,FOIA 14-5509,2015-08-03
1044891,M,31.92876712328767,BLACK,FOIA 14-5509,2015-08-03
1044892,M,50.1013698630137,WHITE,FOIA 14-5509,2015-08-03
1044894,M,45.71780821917808,WHITE,FOIA 14-5509,2015-08-03
1044895,F,50.71506849315068,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1044896,M,54.92602739726028,BLACK,FOIA 14-5509,2015-08-03
1044897,F,36.060273972602744,BLACK,FOIA 14-5509,2015-08-03
1044898,M,42.66849315068494,BLACK,FOIA 14-5509,2015-08-03
1044902,M,25.40821917808219,BLACK,FOIA 14-5509,2015-08-03
1044904,F,36.95342465753425,WHITE,FOIA 14-5509,2015-08-03
1044905,M,32.178082191780824,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1044906,M,,WHITE,FOIA 14-5509,2015-08-03
1044914,M,27.59178082191781,BLACK,FOIA 14-5509,2015-08-03
1044916,M,47.66849315068494,BLACK,FOIA 14-5509,2015-08-03
1044917,F,35.794520547945204,BLACK,FOIA 14-5509,2015-08-03
1044919,F,56.95616438356165,UNKNOWN,FOIA 14-5509,2015-08-03
1044921,M,,BLACK,FOIA 14-5509,2015-08-03
1044922,F,24.832876712328765,BLACK,FOIA 14-5509,2015-08-03
1044923,M,34.13150684931507,BLACK,FOIA 14-5509,2015-08-03
1044925,M,42.035616438356165,BLACK,FOIA 14-5509,2015-08-03
1044926,F,41.68493150684932,BLACK,FOIA 14-5509,2015-08-03
1044928,F,38.09041095890411,BLACK,FOIA 14-5509,2015-08-03
1044936,M,38.0986301369863,BLACK,FOIA 14-5509,2015-08-03
1044937,M,36.50684931506849,BLACK,FOIA 14-5509,2015-08-03
1044939,M,41.11780821917808,BLACK,FOIA 14-5509,2015-08-03
1044942,F,48.942465753424656,BLACK,FOIA 14-5509,2015-08-03
1044943,M,55.942465753424656,WHITE,FOIA 14-5509,2015-08-03
1044945,F,54.84657534246576,WHITE,FOIA 14-5509,2015-08-03
1044946,M,,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1044947,F,40.36164383561644,BLACK,FOIA 14-5509,2015-08-03
1044948,M,35.78630136986301,BLACK,FOIA 14-5509,2015-08-03
1044949,F,22.71780821917808,BLACK,FOIA 14-5509,2015-08-03
1044950,M,55.95342465753424,BLACK,FOIA 14-5509,2015-08-03
1044951,M,32.66027397260274,WHITE,FOIA 14-5509,2015-08-03
1044953,F,91.48493150684932,WHITE,FOIA 14-5509,2015-08-03
1044955,M,32.87945205479452,BLACK,FOIA 14-5509,2015-08-03
1044956,M,,WHITE,FOIA 14-5509,2015-08-03
1044958,M,,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1044959,F,27.715068493150685,BLACK,FOIA 14-5509,2015-08-03
1044960,M,49.4958904109589,BLACK,FOIA 14-5509,2015-08-03
1044966,F,40.106849315068494,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1044975,M,47.76164383561644,WHITE,FOIA 14-5509,2015-08-03
1044978,M,64.14520547945206,WHITE,FOIA 14-5509,2015-08-03
1044979,M,32.18356164383562,BLACK,FOIA 14-5509,2015-08-03
1044981,M,51.28767123287671,BLACK,FOIA 14-5509,2015-08-03
1044982,M,39.16438356164384,BLACK,FOIA 14-5509,2015-08-03
1044985,F,30.887671232876716,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1044986,M,51.62191780821918,WHITE,FOIA 14-5509,2015-08-03
1044987,M,57.15068493150685,WHITE,FOIA 14-5509,2015-08-03
1044990,M,62.54246575342466,BLACK,FOIA 14-5509,2015-08-03
1044991,F,51.282191780821925,BLACK,FOIA 14-5509,2015-08-03
1044992,M,30,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1044994,M,59.536986301369865,BLACK,FOIA 14-5509,2015-08-03
1044995,M,48.2,WHITE,FOIA 14-5509,2015-08-03
1044997,M,29.227397260273975,BLACK,FOIA 14-5509,2015-08-03
1045000,F,42.657534246575345,WHITE,FOIA 14-5509,2015-08-03
1045002,F,29.835616438356166,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1045003,M,43.85753424657534,BLACK,FOIA 14-5509,2015-08-03
1045004,F,25.693150684931506,BLACK,FOIA 14-5509,2015-08-03
1045006,M,31.158904109589038,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1045007,M,32.778082191780825,BLACK,FOIA 14-5509,2015-08-03
1045011,M,-965.4,WHITE,FOIA 14-5509,2015-08-03
1045012,M,39.23561643835617,WHITE,FOIA 14-5509,2015-08-03
1045014,F,47.61369863013699,BLACK,FOIA 14-5509,2015-08-03
1045015,M,47.38630136986301,BLACK,FOIA 14-5509,2015-08-03
1045016,M,46.05479452054795,WHITE,FOIA 14-5509,2015-08-03
1045017,M,23.93972602739726,WHITE,FOIA 14-5509,2015-08-03
1045018,M,48.76986301369863,WHITE,FOIA 14-5509,2015-08-03
1045019,M,51.942465753424656,BLACK,FOIA 14-5509,2015-08-03
1045022,M,26.00821917808219,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1045023,M,59.134246575342466,WHITE,FOIA 14-5509,2015-08-03
1045024,F,55.78904109589041,WHITE,FOIA 14-5509,2015-08-03
1045028,M,43.172602739726024,BLACK,FOIA 14-5509,2015-08-03
1045029,F,28.589041095890412,BLACK,FOIA 14-5509,2015-08-03
1045031,F,53.6,BLACK,FOIA 14-5509,2015-08-03
1045033,M,,WHITE,FOIA 14-5509,2015-08-03
1045034,M,48.79178082191781,BLACK,FOIA 14-5509,2015-08-03
1045038,F,53.057534246575344,BLACK,FOIA 14-5509,2015-08-03
1045039,F,28.34246575342466,BLACK,FOIA 14-5509,2015-08-03
1045046,F,54.68493150684932,BLACK,FOIA 14-5509,2015-08-03
1045048,F,57.47397260273972,BLACK,FOIA 14-5509,2015-08-03
1045049,M,26.19178082191781,BLACK,FOIA 14-5509,2015-08-03
1045051,F,44.539726027397265,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1045052,F,50.9013698630137,BLACK,FOIA 14-5509,2015-08-03
1045053,F,44.397260273972606,BLACK,FOIA 14-5509,2015-08-03
1045053,F,43.210958904109596,BLACK,FOIA 14-5509,2015-08-03
1045055,M,55.57534246575343,BLACK,FOIA 14-5509,2015-08-03
1045056,M,64.93698630136986,WHITE,FOIA 14-5509,2015-08-03
1045058,M,98.32876712328768,BLACK,FOIA 14-5509,2015-08-03
1045060,M,36.95616438356165,BLACK,FOIA 14-5509,2015-08-03
1045062,M,24.60821917808219,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1045065,M,63.66849315068494,BLACK,FOIA 14-5509,2015-08-03
1045068,F,26.397260273972602,BLACK,FOIA 14-5509,2015-08-03
1045072,M,49.09315068493151,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1045074,F,,WHITE,FOIA 14-5509,2015-08-03
1045075,M,55.14794520547946,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1045076,F,37.630136986301366,BLACK,FOIA 14-5509,2015-08-03
1045079,X,,UNKNOWN,FOIA 14-5509,2015-08-03
1045080,F,39.39178082191781,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1045082,M,52.88219178082193,BLACK,FOIA 14-5509,2015-08-03
1045083,F,30.084931506849315,BLACK,FOIA 14-5509,2015-08-03
1045084,F,44.12328767123287,BLACK,FOIA 14-5509,2015-08-03
1045085,M,33.06301369863014,BLACK,FOIA 14-5509,2015-08-03
1045086,M,34.66027397260274,BLACK,FOIA 14-5509,2015-08-03
1045087,M,46.509589041095886,BLACK,FOIA 14-5509,2015-08-03
1045089,F,,WHITE,FOIA 14-5509,2015-08-03
1045091,M,34.035616438356165,WHITE,FOIA 14-5509,2015-08-03
1045094,M,30.158904109589038,BLACK,FOIA 14-5509,2015-08-03
1045095,F,37.487671232876714,BLACK,FOIA 14-5509,2015-08-03
1045097,F,53.6,BLACK,FOIA 14-5509,2015-08-03
1045099,F,34.78356164383562,WHITE,FOIA 14-5509,2015-08-03
1045102,F,36.18904109589041,BLACK,FOIA 14-5509,2015-08-03
1045104,M,23.073972602739726,BLACK,FOIA 14-5509,2015-08-03
1045105,F,44.66575342465753,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1045106,M,,WHITE,FOIA 14-5509,2015-08-03
1045108,M,49.95890410958904,BLACK,FOIA 14-5509,2015-08-03
1045111,F,51.08767123287671,WHITE,FOIA 14-5509,2015-08-03
1045112,F,45.6958904109589,HISPANIC,FOIA 14-5509,2015-08-03
1045113,M,53.96712328767123,WHITE,FOIA 14-5509,2015-08-03
1045116,F,26.704109589041096,WHITE,FOIA 14-5509,2015-08-03
1045117,F,55.10958904109589,BLACK,FOIA 14-5509,2015-08-03
1045120,M,51.96164383561644,WHITE,FOIA 14-5509,2015-08-03
1045121,M,31.87123287671233,BLACK,FOIA 14-5509,2015-08-03
1045123,M,27.53424657534247,BLACK,FOIA 14-5509,2015-08-03
1045126,F,41.80821917808219,BLACK,FOIA 14-5509,2015-08-03
1045127,M,39.45753424657534,BLACK,FOIA 14-5509,2015-08-03
1045128,F,28.427397260273974,BLACK,FOIA 14-5509,2015-08-03
1045130,M,31.068493150684933,WHITE,FOIA 14-5509,2015-08-03
1045132,M,49.05479452054795,BLACK,FOIA 14-5509,2015-08-03
1045135,M,,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1045139,F,55.73698630136986,BLACK,FOIA 14-5509,2015-08-03
1045140,F,59.11780821917808,WHITE,FOIA 14-5509,2015-08-03
1045141,M,46.139726027397266,WHITE,FOIA 14-5509,2015-08-03
1045143,M,35.035616438356165,WHITE,FOIA 14-5509,2015-08-03
1045144,M,,WHITE,FOIA 14-5509,2015-08-03
1045145,M,51.06301369863014,WHITE,FOIA 14-5509,2015-08-03
1045146,F,34.33698630136986,BLACK,FOIA 14-5509,2015-08-03
1045147,F,57.58356164383562,BLACK,FOIA 14-5509,2015-08-03
1045148,F,59.484931506849314,BLACK,FOIA 14-5509,2015-08-03
1045150,F,56.52054794520548,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1045154,M,26.15068493150685,BLACK,FOIA 14-5509,2015-08-03
1045155,M,52.61643835616438,BLACK,FOIA 14-5509,2015-08-03
1045161,F,37.76986301369863,BLACK,FOIA 14-5509,2015-08-03
1045163,M,27.35890410958904,BLACK,FOIA 14-5509,2015-08-03
1045166,F,29.506849315068493,BLACK,FOIA 14-5509,2015-08-03
1045167,F,53.62191780821918,BLACK,FOIA 14-5509,2015-08-03
1045169,M,66.71780821917808,WHITE,FOIA 14-5509,2015-08-03
1045171,F,28.07397260273973,WHITE,FOIA 14-5509,2015-08-03
1045173,M,,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1045175,M,56.90684931506849,BLACK,FOIA 14-5509,2015-08-03
1045177,M,34.23013698630137,BLACK,FOIA 14-5509,2015-08-03
1045178,F,41.89041095890411,BLACK,FOIA 14-5509,2015-08-03
1045180,F,25.484931506849318,BLACK,FOIA 14-5509,2015-08-03
1045181,M,55.273972602739725,BLACK,FOIA 14-5509,2015-08-03
1045182,F,44.52328767123287,BLACK,FOIA 14-5509,2015-08-03
1045183,M,27.0027397260274,BLACK,FOIA 14-5509,2015-08-03
1045184,F,55.78082191780822,WHITE,FOIA 14-5509,2015-08-03
1045189,M,35.367123287671234,BLACK,FOIA 14-5509,2015-08-03
1045192,F,56.794520547945204,WHITE,FOIA 14-5509,2015-08-03
1045202,F,36.224657534246575,BLACK,FOIA 14-5509,2015-08-03
1045203,F,25.317808219178083,BLACK,FOIA 14-5509,2015-08-03
1045204,M,28.545205479452058,BLACK,FOIA 14-5509,2015-08-03
1045205,F,55.35068493150685,BLACK,FOIA 14-5509,2015-08-03
1045206,F,43.12876712328767,BLACK,FOIA 14-5509,2015-08-03
1045208,F,30.09315068493151,WHITE,FOIA 14-5509,2015-08-03
1045209,M,39.21369863013699,BLACK,FOIA 14-5509,2015-08-03
1045213,M,34.654794520547945,BLACK,FOIA 14-5509,2015-08-03
1045214,M,56.210958904109596,WHITE,FOIA 14-5509,2015-08-03
1045215,F,58.827397260273976,WHITE,FOIA 14-5509,2015-08-03
1045216,M,22.695890410958906,BLACK,FOIA 14-5509,2015-08-03
1045217,M,45.27123287671233,WHITE,FOIA 14-5509,2015-08-03
1045218,M,40.3068493150685,BLACK,FOIA 14-5509,2015-08-03
1045221,F,40.86301369863014,BLACK,FOIA 14-5509,2015-08-03
1045224,F,56.87945205479452,WHITE,FOIA 14-5509,2015-08-03
1045228,F,,BLACK,FOIA 14-5509,2015-08-03
1045229,M,43.71780821917808,BLACK,FOIA 14-5509,2015-08-03
1045231,M,31.67945205479452,WHITE,FOIA 14-5509,2015-08-03
1045232,M,41.18904109589041,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1045233,M,,BLACK HISPANIC,FOIA 14-5509,2015-08-03
1045235,M,25.956164383561646,BLACK,FOIA 14-5509,2015-08-03
1045236,F,35.16712328767124,WHITE,FOIA 14-5509,2015-08-03
1045237,M,29.65753424657534,BLACK,FOIA 14-5509,2015-08-03
1045238,M,43.8109589041096,WHITE,FOIA 14-5509,2015-08-03
1045240,F,,BLACK,FOIA 14-5509,2015-08-03
1045242,M,29.986301369863014,BLACK,FOIA 14-5509,2015-08-03
1045243,F,25.936986301369863,BLACK,FOIA 14-5509,2015-08-03
1045247,M,40.16164383561644,BLACK,FOIA 14-5509,2015-08-03
1045248,F,42.73150684931507,BLACK,FOIA 14-5509,2015-08-03
1045249,F,30.72054794520548,WHITE,FOIA 14-5509,2015-08-03
1045250,F,45.14246575342466,BLACK,FOIA 14-5509,2015-08-03
1045251,M,28.372602739726027,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1045252,F,56.276712328767125,BLACK,FOIA 14-5509,2015-08-03
1045253,F,48.66301369863014,BLACK,FOIA 14-5509,2015-08-03
1045254,M,31.24109589041096,BLACK,FOIA 14-5509,2015-08-03
1045256,F,42.273972602739725,BLACK,FOIA 14-5509,2015-08-03
1045257,M,28.602739726027398,BLACK,FOIA 14-5509,2015-08-03
1045260,M,49.63287671232877,WHITE,FOIA 14-5509,2015-08-03
1045262,F,35.61643835616439,BLACK,FOIA 14-5509,2015-08-03
1045266,F,27.81917808219178,BLACK,FOIA 14-5509,2015-08-03
1045268,M,49.224657534246575,WHITE,FOIA 14-5509,2015-08-03
1045269,M,44.14246575342466,BLACK,FOIA 14-5509,2015-08-03
1045270,M,49.947945205479456,WHITE,FOIA 14-5509,2015-08-03
1045272,M,44.33972602739726,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1045273,M,,BLACK,FOIA 14-5509,2015-08-03
1045274,M,61.53424657534247,BLACK,FOIA 14-5509,2015-08-03
1045275,M,36.61095890410959,BLACK,FOIA 14-5509,2015-08-03
1045276,M,40.4027397260274,BLACK,FOIA 14-5509,2015-08-03
1045277,F,24.13972602739726,BLACK,FOIA 14-5509,2015-08-03
1045278,M,52.49863013698631,BLACK,FOIA 14-5509,2015-08-03
1045284,M,,WHITE,FOIA 14-5509,2015-08-03
1045285,F,44.85205479452055,BLACK,FOIA 14-5509,2015-08-03
1045286,F,50.47397260273972,BLACK,FOIA 14-5509,2015-08-03
1045287,F,58.33150684931507,WHITE,FOIA 14-5509,2015-08-03
1045288,M,37.9972602739726,WHITE,FOIA 14-5509,2015-08-03
1045289,M,30.873972602739727,BLACK,FOIA 14-5509,2015-08-03
1045290,M,57.76986301369863,BLACK,FOIA 14-5509,2015-08-03
1045291,F,31.865753424657534,BLACK,FOIA 14-5509,2015-08-03
1045292,M,58.14246575342466,WHITE,FOIA 14-5509,2015-08-03
1045293,F,60.23013698630137,WHITE,FOIA 14-5509,2015-08-03
1045295,M,44.0986301369863,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1045296,M,27.147945205479452,BLACK,FOIA 14-5509,2015-08-03
1045297,F,49.85479452054795,BLACK,FOIA 14-5509,2015-08-03
1045298,F,44.73698630136986,BLACK,FOIA 14-5509,2015-08-03
1045300,F,34.6027397260274,BLACK,FOIA 14-5509,2015-08-03
1045304,F,34.728767123287675,WHITE,FOIA 14-5509,2015-08-03
1045305,M,36.082191780821915,BLACK,FOIA 14-5509,2015-08-03
1045308,F,46.11506849315069,BLACK,FOIA 14-5509,2015-08-03
1045309,F,56.041095890410965,BLACK,FOIA 14-5509,2015-08-03
1045312,M,32.66027397260274,BLACK,FOIA 14-5509,2015-08-03
1045313,F,37.106849315068494,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1045315,M,54.367123287671234,BLACK,FOIA 14-5509,2015-08-03
1045316,M,45.72054794520548,WHITE,FOIA 14-5509,2015-08-03
1045318,M,58.01643835616438,BLACK,FOIA 14-5509,2015-08-03
1045320,M,29.53150684931507,BLACK,FOIA 14-5509,2015-08-03
1045325,M,,WHITE,FOIA 14-5509,2015-08-03
1045326,F,34.326027397260276,WHITE,FOIA 14-5509,2015-08-03
1045330,F,,UNKNOWN,FOIA 14-5509,2015-08-03
1045331,F,,UNKNOWN,FOIA 14-5509,2015-08-03
1045334,F,50.51780821917808,WHITE,FOIA 14-5509,2015-08-03
1045335,M,56.92602739726028,BLACK,FOIA 14-5509,2015-08-03
1045336,M,30.306849315068494,BLACK,FOIA 14-5509,2015-08-03
1045337,F,32.01917808219178,BLACK,FOIA 14-5509,2015-08-03
1045344,M,46.509589041095886,BLACK,FOIA 14-5509,2015-08-03
1045345,M,45.10958904109589,BLACK,FOIA 14-5509,2015-08-03
1045346,M,53.76712328767123,WHITE,FOIA 14-5509,2015-08-03
1045347,M,35.22191780821918,BLACK,FOIA 14-5509,2015-08-03
1045353,M,22.72876712328767,BLACK,FOIA 14-5509,2015-08-03
