,Complaint_Number,Complainant_Gender,Complainant_Age,Complainant_Race_Desc
6253,1057327,F,,UNKNOWN
6256,1057329,M,,BLACK
6259,1057330,F,69.1616438356165,BLACK
6262,1057332,M,54.2082191780822,BLACK
6265,1057333,M,41.7232876712329,WHITE HISPANIC
6268,1057337,M,21.7671232876712,BLACK
6271,1057340,M,,BLACK
6274,1057341,F,59.3671232876712,WHITE
6277,1057344,M,34.0164383561644,BLACK
6280,1057346,M,28.3561643835616,BLACK
6283,1057349,F,43.2356164383562,BLACK
6286,1057351,F,26.7013698630137,WHITE HISPANIC
6289,1057352,M,25.7945205479452,BLACK
6292,1057356,M,57.0794520547945,WHITE HISPANIC
6295,1057362,F,,BLACK
6298,1057363,F,40.6356164383562,WHITE
6301,1057365,M,,BLACK
6304,1057366,F,67.9041095890411,WHITE
6307,1057367,M,,UNKNOWN
6310,1057370,M,57.9671232876712,WHITE
6313,1057374,M,27.3397260273973,BLACK
6316,1057376,F,,WHITE HISPANIC
6319,1057378,F,51.4794520547945,BLACK
6322,1057379,F,33.7671232876712,BLACK
6325,1057380,M,34.5698630136986,BLACK
6328,1057381,F,,BLACK
6331,1057382,M,30.1452054794521,BLACK
6334,1057387,M,55.0438356164384,WHITE HISPANIC
6337,1057388,M,24.3506849315068,BLACK
6340,1057390,M,53.8,BLACK
6343,1057391,F,57.3013698630137,WHITE
6346,1057393,F,,BLACK
6349,1057394,M,36.558904109589,BLACK
6352,1057395,M,36.558904109589,BLACK
6355,1057396,M,41.6109589041096,WHITE
6358,1057397,M,,UNKNOWN
6361,1057398,F,32.3972602739726,BLACK
6364,1057400,M,44.0767123287671,BLACK
6367,1057403,M,26.3616438356164,WHITE
6370,1057404,F,37.1260273972603,BLACK
6373,1057411,M,32.0849315068493,BLACK
6376,1057412,F,42.0191780821918,BLACK
6379,1057415,F,47.5041095890411,BLACK
6382,1057417,F,27.3890410958904,BLACK
6385,1057419,M,36.572602739726,WHITE
6388,1057420,M,43.4027397260274,BLACK
6391,1057421,F,41.3232876712329,BLACK
6394,1057422,M,39.7452054794521,BLACK
6397,1057423,M,49.2164383561644,BLACK
6400,1057424,M,30.7835616438356,BLACK
6403,1057425,M,29.041095890411,WHITE
6406,1057426,M,63.9342465753425,BLACK
6409,1057427,M,35.4493150684931,WHITE
6412,1057428,F,78.9561643835616,BLACK
6415,1057429,M,24.5287671232877,BLACK
6418,1057430,M,23.2246575342466,BLACK
6421,1057432,F,,BLACK
6424,1057436,M,33.4054794520548,BLACK
6427,1057437,M,58.1123287671233,HISPANIC
6430,1057439,F,36.7972602739726,BLACK HISPANIC
6433,1057440,M,38.1698630136986,BLACK
6436,1057441,F,52.8657534246575,WHITE
6439,1057444,M,65.1534246575343,WHITE
6442,1057446,M,38.2849315068493,BLACK
6445,1057449,F,51.6465753424658,BLACK
6448,1057450,F,24.372602739726,BLACK
6451,1057457,F,42.8904109589041,BLACK
6454,1057458,M,24.4739726027397,ASIAN/PACIFIC ISLANDER
6457,1057460,M,58.7945205479452,BLACK
6460,1057461,F,36.0821917808219,BLACK
6463,1057462,F,49.772602739726,BLACK
6466,1057465,M,,WHITE HISPANIC
6469,1057466,M,31.6657534246575,BLACK
6472,1057469,F,,BLACK
6475,1057470,M,22.4438356164384,BLACK
6478,1057471,M,43.8438356164384,WHITE
6481,1057472,M,,UNKNOWN
6484,1057473,F,50.8383561643836,BLACK HISPANIC
6487,1057475,F,49.7561643835616,BLACK
6490,1057476,X,,UNKNOWN
6491,1057476,M,,UNKNOWN
6494,1057483,M,42.1945205479452,WHITE HISPANIC
6497,1057486,M,44.2191780821918,BLACK
6500,1057487,M,60.4,WHITE
6503,1057488,F,82.8630136986301,BLACK
6506,1057489,F,57.5315068493151,BLACK
6509,1057490,M,42.4301369863014,BLACK
6512,1057491,F,28.7671232876712,BLACK
6515,1057494,M,28.8876712328767,BLACK
6518,1057497,M,27.3150684931507,BLACK
6521,1057499,M,,WHITE
6524,1057500,M,50.8465753424658,UNKNOWN
6527,1057502,F,44.7013698630137,WHITE
6530,1057504,M,,BLACK
6533,1057505,M,49.4767123287671,BLACK
6536,1057514,F,33.027397260274,BLACK
6539,1057516,F,65.0520547945205,BLACK
6542,1057519,M,57.5643835616438,BLACK
6545,1057520,M,44.9890410958904,BLACK
6548,1057522,F,77.3808219178082,BLACK
6551,1057523,M,54.7068493150685,BLACK
6554,1057525,M,44.0958904109589,BLACK
6557,1057527,F,,UNKNOWN
6560,1057529,F,51.0931506849315,WHITE HISPANIC
6563,1057531,M,,UNKNOWN
6566,1057532,F,54.7205479452055,BLACK
6569,1057533,M,,BLACK
6572,1057535,F,26.0739726027397,WHITE
6575,1057536,F,43.9835616438356,BLACK
6578,1057538,F,,BLACK
6581,1057540,M,81.6301369863014,WHITE
6584,1057541,F,47.4575342465753,BLACK
6587,1057543,F,35.5698630136986,BLACK
6590,1057546,M,30.8602739726027,BLACK
6593,1057549,F,51.5698630136986,BLACK
6596,1057550,M,57.9835616438356,BLACK
6599,1057552,F,84.8,BLACK
6602,1057554,F,23.4986301369863,BLACK
6605,1057556,F,36.9232876712329,WHITE
6608,1057557,M,59.1178082191781,BLACK
6611,1057558,M,31.0,BLACK
6614,1057559,M,54.5698630136986,BLACK
6617,1057560,F,,UNKNOWN
6620,1057565,F,36.3780821917808,BLACK
6623,1057566,M,50.0328767123288,BLACK
6626,1057567,M,,UNKNOWN
6629,1057571,M,45.6575342465754,WHITE
6632,1057576,F,42.0849315068493,WHITE HISPANIC
6635,1057577,M,52.227397260274,WHITE
6638,1057578,M,,WHITE HISPANIC
6641,1057579,M,,UNKNOWN
6644,1057586,F,,WHITE
6647,1057588,M,34.7972602739726,WHITE HISPANIC
6650,1057589,M,44.4986301369863,WHITE
6653,1057590,M,37.0931506849315,WHITE HISPANIC
6656,1057600,M,67.2301369863014,WHITE
6659,1057601,M,30.6356164383562,BLACK
6662,1057602,F,31.9095890410959,BLACK
6665,1057603,F,21.5232876712329,WHITE HISPANIC
6668,1057607,M,,WHITE
6671,1057608,M,60.1178082191781,BLACK
6674,1057611,F,37.8602739726027,BLACK
6677,1057612,F,62.5232876712329,WHITE
6680,1057616,F,,UNKNOWN
6683,1057619,M,49.6356164383562,HISPANIC
6686,1057621,M,,WHITE
6689,1057622,M,33.7150684931507,BLACK
6692,1057625,M,37.027397260274,WHITE
6695,1057628,F,30.9917808219178,WHITE
6698,1057629,F,48.6547945205479,WHITE
6701,1057630,F,45.1342465753425,BLACK
6704,1057631,F,42.6821917808219,WHITE
6707,1057639,F,29.6931506849315,BLACK
6710,1057642,M,60.1095890410959,WHITE
6713,1057643,F,47.8301369863014,WHITE HISPANIC
6716,1057644,F,34.1041095890411,BLACK
6719,1057650,F,,BLACK
6722,1057652,F,34.1506849315068,WHITE
6725,1057653,M,,WHITE
6728,1057654,M,59.9315068493151,BLACK
6731,1057655,M,31.158904109589,WHITE
6734,1057657,M,42.5890410958904,UNKNOWN
6737,1057658,M,39.9095890410959,BLACK
6740,1057661,M,54.8383561643836,WHITE
6743,1057662,F,39.413698630137,BLACK
6746,1057665,F,32.8027397260274,BLACK
6749,1057666,F,32.9068493150685,BLACK
6752,1057671,F,60.2657534246575,WHITE
6753,1057671,F,49.3397260273973,BLACK
6756,1057672,M,64.7397260273973,BLACK
6759,1057675,M,,WHITE
6762,1057676,M,38.1452054794521,BLACK
6765,1057677,M,55.5479452054795,BLACK
6768,1057678,M,64.1369863013699,WHITE
6771,1057680,F,27.9315068493151,BLACK
6774,1057681,F,,BLACK
6777,1057683,M,52.9561643835616,BLACK
6780,1057685,M,47.0794520547945,BLACK
6783,1057688,F,61.654794520548,BLACK
6786,1057689,M,51.8767123287671,BLACK
6789,1057691,F,29.2164383561644,BLACK
6792,1057694,F,30.6931506849315,BLACK
6795,1057696,F,55.2575342465753,BLACK
6798,1057699,F,39.0767123287671,WHITE
6801,1057700,F,42.5342465753425,BLACK
6804,1057701,F,66.013698630137,WHITE
6807,1057703,M,61.3315068493151,BLACK
6810,1057704,M,53.186301369863,WHITE
6813,1057705,F,48.3835616438356,BLACK
6816,1057706,F,36.3780821917808,BLACK
6819,1057709,F,69.6575342465753,BLACK
6822,1057711,F,105.430136986301,WHITE HISPANIC
6825,1057712,M,25.2465753424658,BLACK
6828,1057714,F,38.6438356164384,BLACK
6831,1057716,M,58.8657534246575,BLACK
6834,1057719,M,43.3315068493151,HISPANIC
6837,1057720,F,44.2,WHITE
6840,1057721,M,35.9205479452055,WHITE
6843,1057723,M,,WHITE
6846,1057724,M,52.0191780821918,BLACK
6849,1057727,M,58.2739726027397,BLACK
6852,1057728,M,53.2328767123288,UNKNOWN
6855,1057730,F,21.1369863013699,BLACK
6858,1057733,M,44.0931506849315,BLACK
6861,1057735,M,53.4849315068493,BLACK
6864,1057736,F,46.613698630137,BLACK
6867,1057739,F,56.9835616438356,BLACK
6870,1057741,M,26.2657534246575,BLACK
6873,1057746,F,43.9068493150685,BLACK
6876,1057750,F,27.8465753424658,WHITE HISPANIC
6879,1057754,F,39.5808219178082,WHITE
6882,1057755,M,36.3315068493151,WHITE
6885,1057756,M,25.9178082191781,WHITE HISPANIC
6886,1057756,F,24.3205479452055,WHITE HISPANIC
6889,1057757,M,37.9232876712329,WHITE HISPANIC
6892,1057758,M,56.9205479452055,WHITE
6895,1057759,M,27.8849315068493,BLACK
6898,1057760,M,30.1041095890411,WHITE HISPANIC
6901,1057762,F,47.5397260273973,BLACK
6904,1057763,F,62.9506849315069,BLACK
6907,1057765,M,,BLACK
6910,1057766,M,45.6383561643836,WHITE
6913,1057769,M,25.9260273972603,WHITE
6916,1057771,M,41.0876712328767,BLACK
6919,1057775,M,32.1041095890411,WHITE HISPANIC
6922,1057776,F,40.5315068493151,BLACK
6925,1057777,F,49.0520547945205,HISPANIC
6928,1057778,M,34.2657534246575,WHITE
6931,1057779,F,,UNKNOWN
6934,1057780,M,27.5780821917808,WHITE
6937,1057782,M,45.8356164383562,BLACK
6940,1057783,F,27.158904109589,BLACK
6943,1057789,M,30.5890410958904,BLACK
6946,1057792,F,54.0054794520548,BLACK
6949,1057793,F,45.9506849315069,WHITE HISPANIC
6952,1057795,F,32.7643835616438,WHITE
6955,1057801,X,,UNKNOWN
6958,1057802,F,53.7041095890411,BLACK
6961,1057803,F,27.158904109589,BLACK
6964,1057804,F,40.1917808219178,BLACK
6967,1057806,M,30.0191780821918,BLACK
6970,1057808,F,38.6821917808219,BLACK
6973,1057810,M,21.758904109589,BLACK
6976,1057812,F,28.8986301369863,WHITE HISPANIC
6979,1057813,M,86.027397260274,BLACK
6982,1057814,F,33.2520547945205,WHITE HISPANIC
6985,1057815,F,45.986301369863,WHITE
6988,1057817,M,46.9945205479452,WHITE
6991,1057818,M,38.3753424657534,BLACK
6994,1057819,M,,BLACK
6997,1057820,M,25.3260273972603,WHITE HISPANIC
7000,1057821,M,28.9753424657534,BLACK
7003,1057822,M,65.8027397260274,BLACK
7006,1057823,F,35.5753424657534,BLACK
7009,1057825,M,,BLACK
7012,1057826,F,41.5643835616438,BLACK
7015,1057829,M,35.3917808219178,WHITE
7018,1057831,M,61.7780821917808,UNKNOWN
7021,1057838,M,54.9041095890411,WHITE
7024,1057839,M,29.6602739726027,WHITE
7027,1057840,M,42.9041095890411,WHITE
7030,1057841,M,32.841095890411,BLACK
7033,1057844,F,39.5835616438356,BLACK
7036,1057846,F,94.372602739726,BLACK
7039,1057848,M,27.0493150684932,WHITE HISPANIC
7042,1057849,F,,WHITE
7045,1057850,F,29.2246575342466,BLACK
7048,1057852,M,,BLACK
7051,1057853,F,51.254794520548,BLACK
7054,1057854,M,57.5698630136986,WHITE
7057,1057856,F,,WHITE
7060,1057858,F,46.9780821917808,BLACK
7063,1057862,M,57.4904109589041,BLACK
7066,1057864,M,40.7671232876712,BLACK
7069,1057865,F,62.9506849315069,BLACK
7072,1057866,F,41.5643835616438,BLACK
7075,1057870,F,,UNKNOWN
7078,1057875,M,62.3753424657534,BLACK
7081,1057876,F,54.6054794520548,BLACK
7084,1057879,F,32.3534246575342,BLACK
7087,1057880,M,50.4520547945205,BLACK
7090,1057881,F,39.158904109589,WHITE
7093,1057882,F,53.7068493150685,HISPANIC
7096,1057884,M,29.0657534246575,WHITE
7099,1057885,F,39.7205479452055,WHITE HISPANIC
7102,1057886,F,74.7150684931507,BLACK
7105,1057887,M,42.7315068493151,ASIAN/PACIFIC ISLANDER
7108,1057888,F,42.4493150684932,BLACK
7111,1057891,F,33.5835616438356,BLACK
7114,1057893,M,58.9780821917808,WHITE
7117,1057894,M,51.6904109589041,BLACK
7120,1057895,M,46.5698630136986,HISPANIC
7123,1057896,M,25.3369863013699,WHITE
7126,1057898,F,42.4794520547945,WHITE
7129,1057900,M,44.8,BLACK
7132,1057901,M,53.9342465753425,BLACK
7135,1057902,F,50.6301369863014,BLACK
7138,1057906,F,63.0712328767123,WHITE
7141,1057907,F,45.6356164383562,BLACK
7144,1057910,M,37.4164383561644,BLACK
7147,1057911,M,51.772602739726,BLACK
7150,1057920,F,,BLACK
7153,1057922,F,51.3616438356164,BLACK
7156,1057923,M,64.1369863013699,WHITE
7159,1057924,M,51.3123287671233,HISPANIC
7162,1057929,M,51.3123287671233,HISPANIC
7165,1057930,M,34.6849315068493,HISPANIC
7168,1057933,M,52.1506849315068,WHITE
7171,1057934,F,88.3260273972603,BLACK
7174,1057936,M,41.3397260273973,BLACK
7177,1057940,F,69.4931506849315,BLACK
7180,1057941,M,84.3479452054794,BLACK
7183,1057942,F,28.4712328767123,BLACK
7186,1057943,F,39.4931506849315,BLACK
7189,1057944,M,30.8027397260274,BLACK
7192,1057946,F,43.3643835616438,BLACK
7195,1057947,F,28.1232876712329,WHITE HISPANIC
7198,1057949,F,57.241095890411,WHITE HISPANIC
7201,1057950,F,47.5972602739726,WHITE
7204,1057953,M,24.9260273972603,BLACK
7207,1057957,F,64.8767123287671,BLACK
7210,1057958,F,51.4794520547945,BLACK
7213,1057959,F,27.7835616438356,WHITE
7216,1057960,F,40.0465753424658,BLACK
7219,1057961,F,67.7068493150685,BLACK
7222,1057962,F,54.8109589041096,WHITE
7225,1057963,F,46.0602739726027,WHITE
7228,1057966,M,47.8931506849315,WHITE HISPANIC
7231,1057967,F,60.3095890410959,WHITE HISPANIC
7234,1057969,M,46.0684931506849,WHITE HISPANIC
7237,1057970,F,59.3780821917808,BLACK
7240,1057971,M,56.3260273972603,BLACK
7243,1057973,M,49.5260273972603,HISPANIC
7246,1057974,M,64.1369863013699,WHITE
7249,1057975,F,60.2657534246575,WHITE
7252,1057978,F,49.8027397260274,BLACK
7255,1057980,M,41.641095890411,BLACK
7258,1057981,M,72.7095890410959,BLACK
7259,1057981,F,59.972602739726,UNKNOWN
7262,1057982,M,20.0904109589041,BLACK
7265,1057984,M,53.1397260273973,BLACK
7268,1057985,F,34.3616438356164,BLACK
7271,1057987,M,50.0958904109589,WHITE
7274,1057989,M,43.0904109589041,BLACK
7277,1057995,M,55.6109589041096,BLACK
7280,1058001,M,51.0438356164384,WHITE
7283,1058004,M,40.4876712328767,BLACK
7286,1058006,M,36.558904109589,BLACK
7289,1058007,M,35.4,BLACK
7292,1058011,M,48.8739726027397,WHITE
7295,1058022,F,41.2767123287671,WHITE HISPANIC
7298,1058024,F,52.2082191780822,WHITE
7301,1058025,F,59.5287671232877,BLACK
7304,1058026,M,47.4712328767123,BLACK
7307,1058027,M,,BLACK
7310,1058028,M,67.5506849315069,WHITE
7313,1058030,M,58.7945205479452,BLACK
7316,1058031,F,51.4794520547945,BLACK
7319,1058037,M,,WHITE
7322,1058038,F,39.4876712328767,BLACK
7325,1058039,M,39.4739726027397,WHITE HISPANIC
7328,1058042,F,45.3643835616438,HISPANIC
7331,1058043,M,35.6602739726027,BLACK
7334,1058046,M,68.7643835616438,BLACK
7337,1058047,F,28.0328767123288,BLACK
7340,1058049,F,62.9506849315069,BLACK
7343,1058050,M,36.9041095890411,WHITE
7346,1058051,M,36.4054794520548,WHITE HISPANIC
7349,1058052,M,36.972602739726,BLACK
7352,1058054,F,38.4164383561644,WHITE
7355,1058060,M,48.7150684931507,WHITE
7358,1058062,F,29.8246575342466,WHITE HISPANIC
7361,1058063,M,72.4575342465753,WHITE
7364,1058066,F,62.9506849315069,BLACK
7367,1058070,M,25.6438356164384,WHITE
7370,1058071,F,48.0712328767123,WHITE
7373,1058072,F,42.5424657534247,WHITE
7376,1058080,M,27.4438356164384,WHITE
7379,1058081,M,56.1698630136986,WHITE
7382,1058082,M,88.7808219178082,WHITE
7385,1058083,M,26.5753424657534,BLACK
7388,1058085,M,29.8739726027397,WHITE HISPANIC
7391,1058087,M,32.7506849315068,BLACK
7394,1058091,F,,BLACK
7397,1058093,F,55.1397260273973,WHITE HISPANIC
7400,1058095,M,27.5369863013699,BLACK
7403,1058097,F,32.8794520547945,WHITE
7406,1058098,F,50.4849315068493,BLACK
7409,1058099,M,53.827397260274,BLACK
7412,1058101,F,37.9808219178082,HISPANIC
7413,1058101,M,47.8191780821918,WHITE
7414,1058101,M,45.3397260273973,HISPANIC
7417,1058102,F,31.4301369863014,WHITE
7420,1058103,M,30.0191780821918,BLACK
7423,1058106,F,51.0520547945206,WHITE
7426,1058107,M,31.9369863013699,BLACK
7429,1058111,F,26.2602739726027,BLACK
7432,1058113,F,52.1424657534247,WHITE
7435,1058114,M,26.0465753424658,BLACK
7438,1058118,M,47.841095890411,BLACK
7441,1058119,F,28.2164383561644,BLACK
7444,1058121,M,43.1205479452055,WHITE
7447,1058122,M,53.5890410958904,WHITE
7450,1058123,F,39.2794520547945,WHITE
7453,1058125,M,32.7041095890411,BLACK
7456,1058126,M,31.2164383561644,UNKNOWN
7459,1058127,F,27.1260273972603,BLACK
7462,1058128,M,,BLACK
7465,1058129,M,,UNKNOWN
7468,1058130,X,,UNKNOWN
7471,1058131,X,,UNKNOWN
7474,1058133,M,24.5287671232877,BLACK
7477,1058134,F,37.8657534246575,BLACK
7480,1058135,F,27.8027397260274,BLACK
7483,1058136,F,40.5753424657534,WHITE
7486,1058137,F,34.2739726027397,BLACK
7489,1058138,F,,WHITE
7492,1058139,M,47.4383561643836,WHITE HISPANIC
7495,1058140,M,65.2,BLACK
7498,1058143,F,45.4027397260274,BLACK
7501,1058147,M,45.6301369863014,WHITE
7504,1058148,F,58.0,WHITE
7507,1058155,M,28.7945205479452,WHITE
7510,1058156,F,48.8547945205479,BLACK
7513,1058157,M,,BLACK
7516,1058158,M,38.1041095890411,BLACK
7519,1058159,F,,UNKNOWN
7522,1058160,M,53.6767123287671,BLACK
7525,1058162,M,52.4027397260274,BLACK
7528,1058163,F,,BLACK
7531,1058165,F,33.0575342465753,WHITE
7534,1058166,M,39.1095890410959,BLACK
7537,1058168,M,31.7835616438356,BLACK
7540,1058169,M,57.6520547945206,BLACK
7543,1058170,F,49.3287671232877,BLACK
7544,1058170,F,,BLACK
7547,1058171,M,27.6383561643836,BLACK
7550,1058172,M,45.5780821917808,BLACK
7553,1058173,F,31.8027397260274,BLACK
7556,1058174,M,52.2465753424658,BLACK
7557,1058174,F,37.2191780821918,BLACK
7560,1058175,F,51.0246575342466,BLACK
7561,1058175,M,52.2465753424658,BLACK
7564,1058177,M,43.1945205479452,BLACK
7567,1058179,M,51.8630136986301,BLACK
7570,1058181,M,48.372602739726,BLACK
7573,1058183,F,35.1753424657534,BLACK
7576,1058184,M,55.0191780821918,AMER IND/ALASKAN NATIVE
7579,1058189,M,35.9945205479452,BLACK
7582,1058194,F,39.3424657534247,BLACK
7585,1058195,F,46.5041095890411,BLACK
7588,1058196,F,41.5397260273973,BLACK
7591,1058197,F,53.9205479452055,BLACK
7594,1058202,F,31.3643835616438,BLACK
7597,1058206,F,,WHITE
7600,1058208,M,57.7369863013699,WHITE HISPANIC
7603,1058209,M,,BLACK
7606,1058210,M,31.4547945205479,WHITE
7609,1058211,F,38.9945205479452,WHITE HISPANIC
7612,1058212,F,55.8958904109589,BLACK
7615,1058213,F,37.9917808219178,BLACK
7618,1058215,F,51.8602739726027,BLACK
7621,1058216,F,42.9369863013699,BLACK
7624,1058218,F,40.7041095890411,BLACK
7627,1058219,F,,UNKNOWN
7628,1058219,M,,UNKNOWN
7631,1058220,M,58.2465753424658,WHITE
7634,1058221,M,47.2794520547945,WHITE
7637,1058225,F,,WHITE HISPANIC
7640,1058227,M,28.6684931506849,WHITE HISPANIC
7643,1058228,F,37.5917808219178,WHITE HISPANIC
7646,1058229,M,,WHITE
7649,1058230,M,39.5424657534247,BLACK
7652,1058232,M,39.5424657534247,BLACK
7655,1058233,F,44.772602739726,WHITE HISPANIC
7658,1058234,M,60.6876712328767,WHITE
7661,1058239,F,55.3041095890411,WHITE
7664,1058240,F,28.0356164383562,BLACK
7667,1058241,M,32.2849315068493,BLACK
7670,1058242,F,40.0657534246575,WHITE HISPANIC
7673,1058247,M,25.5479452054794,BLACK
7676,1058248,F,73.9753424657534,BLACK
7679,1058249,F,22.4767123287671,BLACK
7682,1058250,F,57.558904109589,WHITE HISPANIC
7685,1058251,M,34.7068493150685,BLACK
7688,1058253,M,60.9013698630137,WHITE
7691,1058255,F,,BLACK
7694,1058256,M,54.9260273972603,BLACK
7697,1058257,M,40.8054794520548,BLACK
7700,1058258,M,,BLACK
7703,1058259,F,40.7835616438356,WHITE HISPANIC
7706,1058261,M,41.2164383561644,BLACK
7709,1058263,M,33.0904109589041,BLACK
7712,1058268,M,27.0684931506849,BLACK
7715,1058269,M,40.386301369863,BLACK
7718,1058271,F,31.558904109589,BLACK
7721,1058273,F,41.0904109589041,BLACK
7724,1058276,M,,BLACK
7727,1058277,F,27.5260273972603,BLACK
7730,1058281,M,,BLACK
7733,1058283,M,44.041095890411,WHITE
7736,1058284,M,54.8849315068493,HISPANIC
7737,1058284,F,,BLACK
7740,1058285,M,25.6027397260274,BLACK
7743,1058287,F,57.9260273972603,BLACK
7746,1058288,M,42.6739726027397,WHITE HISPANIC
7749,1058289,M,56.7178082191781,WHITE HISPANIC
7752,1058293,F,45.7287671232877,BLACK
7755,1058294,F,40.9205479452055,BLACK
7758,1058297,F,21.8109589041096,BLACK
7761,1058298,M,,UNKNOWN
7764,1058301,M,,BLACK
7767,1058302,M,26.5835616438356,UNKNOWN
7770,1058308,F,38.5808219178082,BLACK
7773,1058310,F,49.1068493150685,BLACK
7776,1058311,F,35.9671232876712,BLACK
7779,1058314,F,45.9917808219178,WHITE HISPANIC
7782,1058315,F,39.2054794520548,WHITE HISPANIC
7785,1058317,F,52.2493150684932,BLACK
7788,1058323,F,33.027397260274,BLACK
7791,1058324,F,49.3287671232877,BLACK
7794,1058326,F,,BLACK
7797,1058327,F,26.7506849315069,WHITE
7800,1058329,F,54.8301369863014,BLACK
7803,1058330,M,46.8904109589041,WHITE
7806,1058332,F,42.2191780821918,WHITE
7809,1058333,M,38.4246575342466,BLACK
7812,1058336,M,40.2493150684932,WHITE
7815,1058340,M,54.9671232876712,WHITE
7818,1058342,M,36.1315068493151,BLACK
7821,1058346,F,46.4054794520548,WHITE HISPANIC
7824,1058347,M,48.7095890410959,WHITE
7827,1058348,M,21.8547945205479,WHITE
7830,1058349,F,47.7178082191781,BLACK
7833,1058350,M,,UNKNOWN
7836,1058351,M,48.7452054794521,WHITE
7839,1058353,F,45.986301369863,BLACK
7842,1058354,F,47.6493150684932,BLACK
7845,1058355,M,31.3150684931507,BLACK
7848,1058357,M,48.9041095890411,BLACK
7851,1058358,F,46.5561643835616,BLACK
7854,1058360,F,25.9287671232877,BLACK
7857,1058362,M,92.158904109589,WHITE
7860,1058366,M,25.3808219178082,BLACK
7863,1058369,M,54.3095890410959,BLACK
7866,1058371,M,55.441095890411,HISPANIC
7869,1058372,F,,WHITE
7872,1058374,M,49.1780821917808,WHITE
7875,1058378,F,34.4794520547945,BLACK
7878,1058383,M,45.4383561643836,WHITE
7881,1058387,M,,AMER IND/ALASKAN NATIVE
7884,1058389,M,46.572602739726,WHITE
7887,1058390,M,40.6602739726027,BLACK
7890,1058391,M,62.7287671232877,WHITE
7893,1058392,M,26.1890410958904,BLACK
7896,1058393,M,,WHITE
7899,1058396,F,45.3835616438356,ASIAN/PACIFIC ISLANDER
7902,1058397,M,,WHITE
7905,1058398,M,52.2712328767123,WHITE
7908,1058399,F,45.9068493150685,WHITE
7911,1058400,M,37.9123287671233,WHITE
7914,1058404,F,63.5835616438356,WHITE
7917,1058406,M,22.8657534246575,BLACK
7920,1058408,M,38.1260273972603,BLACK
7923,1058410,F,,BLACK
7926,1058417,M,27.3342465753425,WHITE HISPANIC
7929,1058418,F,35.8657534246575,BLACK
7932,1058419,F,,BLACK
7935,1058423,M,34.558904109589,BLACK
7938,1058424,M,45.5041095890411,WHITE
7941,1058426,F,49.7972602739726,BLACK
7944,1058428,M,37.5013698630137,BLACK
7947,1058429,F,73.5780821917808,BLACK
7950,1058433,F,52.3616438356164,BLACK
7953,1058436,F,66.5068493150685,BLACK
7956,1058437,F,34.9315068493151,BLACK
7959,1058438,F,40.2493150684932,BLACK
7962,1058439,M,23.8164383561644,BLACK
7965,1058440,M,63.0904109589041,WHITE
7968,1058441,M,48.8493150684932,BLACK
7971,1058445,M,54.8383561643836,WHITE
7974,1058446,M,,WHITE
7977,1058448,F,44.3178082191781,BLACK
7980,1058451,F,40.2383561643836,BLACK
7983,1058452,F,37.9890410958904,WHITE
7986,1058455,M,46.0712328767123,WHITE
7989,1058456,F,22.186301369863,BLACK
7992,1058457,M,66.5643835616438,WHITE
7995,1058460,F,63.7835616438356,WHITE HISPANIC
7998,1058464,M,30.8657534246575,UNKNOWN
8001,1058465,F,27.1698630136986,WHITE HISPANIC
8004,1058466,F,38.0547945205479,BLACK
8007,1058468,M,46.9506849315069,WHITE HISPANIC
8010,1058470,F,46.3205479452055,BLACK
8013,1058472,M,47.8438356164384,HISPANIC
8016,1058474,M,,UNKNOWN
8019,1058476,M,44.1616438356165,WHITE HISPANIC
8022,1058478,F,29.4547945205479,BLACK
8025,1058480,M,38.4931506849315,ASIAN/PACIFIC ISLANDER
8028,1058481,F,31.786301369863,BLACK
8031,1058484,M,30.7534246575342,BLACK
8034,1058486,F,26.7178082191781,BLACK
8037,1058487,M,26.3945205479452,BLACK
8040,1058488,M,33.9424657534247,WHITE
8043,1058489,M,27.1041095890411,BLACK
8046,1058498,M,,BLACK
8049,1058499,F,41.2438356164384,BLACK
8052,1058502,M,30.2520547945205,WHITE HISPANIC
8055,1058504,F,46.4054794520548,WHITE HISPANIC
8058,1058507,M,36.0301369863014,BLACK
8061,1058508,F,47.3561643835617,BLACK
8064,1058509,F,38.9890410958904,BLACK
8067,1058511,M,30.4054794520548,BLACK
8070,1058512,F,57.6082191780822,BLACK
8073,1058513,M,29.9917808219178,BLACK
8076,1058517,F,43.5698630136986,BLACK
8079,1058518,M,56.8657534246575,WHITE
8082,1058519,M,32.9972602739726,BLACK
8085,1058521,M,57.6520547945206,BLACK
8088,1058522,F,34.358904109589,BLACK
8091,1058523,M,44.7972602739726,WHITE HISPANIC
8094,1058525,F,,WHITE
8097,1058526,M,58.5561643835616,BLACK
8100,1058529,F,39.5369863013699,WHITE
8103,1058532,F,43.9013698630137,BLACK
8106,1058533,M,47.854794520548,UNKNOWN
8109,1058536,M,48.7534246575342,HISPANIC
8112,1058541,M,,WHITE
8115,1058542,F,29.5780821917808,WHITE HISPANIC
8118,1058543,F,60.6657534246575,WHITE HISPANIC
8121,1058545,F,61.0301369863014,BLACK
8124,1058546,F,37.5753424657534,BLACK
8127,1058547,M,46.1178082191781,BLACK
8130,1058549,M,35.4876712328767,WHITE
8133,1058550,M,,BLACK
8136,1058551,M,41.7698630136986,BLACK
8139,1058552,F,,WHITE
8142,1058555,M,34.9041095890411,BLACK
