,Complaint_Number,Complainant_Gender,Complainant_Age,Complainant_Race_Desc
16195,1063286,M,39.4575342465753,WHITE
16198,1063290,F,,WHITE HISPANIC
16201,1063291,F,,WHITE HISPANIC
16204,1063292,M,31.4301369863014,WHITE HISPANIC
16207,1063297,M,45.4602739726027,WHITE
16210,1063300,F,25.1260273972603,WHITE
16213,1063301,F,47.6602739726027,BLACK
16216,1063305,M,41.3369863013699,WHITE HISPANIC
16219,1063311,M,41.9205479452055,BLACK
16222,1063312,M,25.0739726027397,WHITE
16225,1063316,M,27.0876712328767,BLACK
16228,1063317,M,26.7041095890411,WHITE HISPANIC
16229,1063317,F,24.627397260274,WHITE HISPANIC
16232,1063319,M,82.1232876712329,WHITE
16235,1063320,M,40.5178082191781,BLACK
16238,1063322,M,25.2438356164384,BLACK
16241,1063324,F,37.8547945205479,WHITE
16244,1063327,F,26.4986301369863,WHITE
16247,1063328,F,,WHITE
16250,1063330,F,41.3397260273973,BLACK
16253,1063332,M,55.8849315068493,BLACK
16256,1063333,M,54.1698630136986,BLACK
16259,1063334,M,35.7753424657534,WHITE
16262,1063335,M,36.5972602739726,WHITE
16265,1063336,M,26.5917808219178,WHITE
16268,1063337,F,41.358904109589,BLACK
16271,1063339,M,50.1972602739726,WHITE
16274,1063340,M,32.358904109589,BLACK
16277,1063346,F,,BLACK
16280,1063349,M,31.6767123287671,BLACK
16283,1063350,F,34.6191780821918,BLACK
16286,1063354,M,48.7698630136986,ASIAN/PACIFIC ISLANDER
16289,1063355,M,22.0356164383562,BLACK
16292,1063356,M,40.2849315068493,BLACK
16295,1063358,F,55.9287671232877,BLACK
16298,1063359,M,48.0657534246575,BLACK
16301,1063360,M,25.813698630137,WHITE
16304,1063361,M,40.3205479452055,BLACK
16307,1063364,M,54.8520547945205,BLACK
16310,1063365,M,68.7643835616438,BLACK
16313,1063369,M,25.4739726027397,BLACK
16316,1063371,M,50.3315068493151,BLACK
16319,1063374,F,56.6684931506849,BLACK
16322,1063375,F,33.9698630136986,BLACK
16325,1063376,M,60.6520547945206,WHITE
16328,1063378,M,52.2712328767123,WHITE
16331,1063380,M,,UNKNOWN
16334,1063382,M,31.7397260273973,BLACK
16337,1063385,M,51.8547945205479,BLACK
16340,1063386,F,37.7123287671233,BLACK
16343,1063387,M,43.186301369863,HISPANIC
16346,1063389,F,37.3452054794521,BLACK
16349,1063390,M,26.5698630136986,BLACK
16352,1063397,M,,BLACK
16355,1063398,M,39.2082191780822,BLACK
16358,1063400,F,,UNKNOWN
16361,1063401,F,22.9534246575342,BLACK
16364,1063403,F,66.3095890410959,BLACK
16367,1063404,M,32.8520547945205,BLACK
16370,1063405,M,29.5479452054794,BLACK
16373,1063406,M,25.3506849315068,WHITE HISPANIC
16376,1063407,M,42.854794520548,WHITE
16379,1063409,M,54.5671232876712,WHITE
16382,1063410,F,61.8082191780822,BLACK
16385,1063411,M,57.4191780821918,BLACK
16388,1063412,M,51.9397260273973,WHITE
16391,1063413,M,38.4438356164384,BLACK
16394,1063414,M,54.7972602739726,BLACK
16397,1063415,M,33.5972602739726,BLACK
16400,1063417,F,36.3424657534247,BLACK
16403,1063421,F,37.1424657534247,BLACK
16406,1063423,F,47.427397260274,WHITE
16409,1063424,M,51.3671232876712,WHITE
16412,1063425,M,65.8082191780822,BLACK
16415,1063428,M,48.8767123287671,WHITE
16418,1063429,M,39.1671232876712,WHITE
16421,1063431,M,62.7808219178082,BLACK
16424,1063432,F,54.8383561643836,WHITE
16425,1063432,F,,WHITE
16428,1063433,F,33.5698630136986,BLACK
16431,1063437,M,,UNKNOWN
16434,1063438,F,32.5205479452055,BLACK
16437,1063439,M,56.8904109589041,BLACK
16440,1063440,M,50.9123287671233,WHITE
16443,1063441,M,50.9123287671233,WHITE
16446,1063444,M,39.7452054794521,BLACK
16449,1063448,M,48.8904109589041,WHITE
16452,1063453,F,,UNKNOWN
16455,1063454,M,,UNKNOWN
16458,1063456,M,59.3616438356164,BLACK
16461,1063457,M,51.6904109589041,WHITE
16464,1063458,M,46.5890410958904,WHITE
16467,1063460,M,56.4520547945205,WHITE
16468,1063460,M,46.5890410958904,WHITE
16471,1063461,M,46.5890410958904,WHITE
16474,1063462,M,46.5890410958904,WHITE
16477,1063463,M,46.5890410958904,WHITE
16480,1063465,M,46.5890410958904,WHITE
16483,1063466,M,46.5890410958904,WHITE
16486,1063467,M,46.986301369863,WHITE
16489,1063468,M,46.986301369863,WHITE
16492,1063469,M,46.986301369863,WHITE
16495,1063470,F,39.0958904109589,WHITE
16498,1063471,F,52.4602739726027,BLACK
16501,1063472,F,52.4602739726027,BLACK
16504,1063473,F,52.4602739726027,BLACK
16507,1063474,F,52.4602739726027,BLACK
16510,1063475,F,52.4602739726027,BLACK
16513,1063476,M,22.2191780821918,BLACK
16516,1063477,M,47.7808219178082,BLACK
16519,1063478,F,48.7452054794521,BLACK
16522,1063479,M,52.6027397260274,WHITE
16525,1063481,F,63.041095890411,BLACK
16528,1063482,M,53.7506849315068,WHITE
16531,1063483,M,32.158904109589,BLACK
16534,1063486,M,29.7452054794521,BLACK
16537,1063487,M,52.3260273972603,HISPANIC
16540,1063488,M,52.8027397260274,ASIAN/PACIFIC ISLANDER
16543,1063489,M,52.8027397260274,ASIAN/PACIFIC ISLANDER
16546,1063490,M,52.8027397260274,ASIAN/PACIFIC ISLANDER
16549,1063491,M,52.8027397260274,ASIAN/PACIFIC ISLANDER
16552,1063496,F,,BLACK
16555,1063498,F,26.2520547945206,BLACK
16558,1063499,F,37.7671232876712,BLACK
16561,1063502,M,56.4520547945205,WHITE
16562,1063502,M,49.1780821917808,WHITE
16565,1063505,M,25.972602739726,WHITE HISPANIC
16568,1063507,M,37.4219178082192,BLACK
16571,1063509,M,53.9945205479452,BLACK
16574,1063513,M,55.986301369863,ASIAN/PACIFIC ISLANDER
16577,1063514,M,27.6465753424658,BLACK
16580,1063516,M,,WHITE HISPANIC
16583,1063518,M,51.0630136986301,WHITE
16586,1063519,M,57.8602739726027,WHITE
16589,1063520,F,54.6328767123288,BLACK
16592,1063522,M,56.4520547945205,WHITE
16593,1063522,M,40.6630136986301,WHITE
16596,1063523,F,61.5890410958904,WHITE
16599,1063524,M,55.4246575342466,WHITE
16602,1063525,M,55.4246575342466,WHITE
16605,1063526,F,39.7671232876712,WHITE
16608,1063527,M,29.9013698630137,WHITE HISPANIC
16611,1063528,M,,WHITE
16614,1063529,M,56.572602739726,WHITE
16617,1063530,M,47.8602739726027,WHITE
16620,1063531,F,43.9150684931507,WHITE
16623,1063532,M,47.5780821917808,BLACK
16626,1063533,M,50.8986301369863,WHITE
16627,1063533,M,47.5780821917808,BLACK
16630,1063534,M,46.9945205479452,WHITE
16633,1063535,M,46.9945205479452,WHITE
16636,1063536,M,40.0931506849315,WHITE
16639,1063537,M,41.9671232876712,BLACK
16642,1063538,M,48.558904109589,HISPANIC
16645,1063539,M,43.186301369863,HISPANIC
16648,1063540,M,43.186301369863,HISPANIC
16651,1063541,F,64.5945205479452,HISPANIC
16652,1063541,M,43.186301369863,HISPANIC
16655,1063542,M,46.0794520547945,BLACK
16658,1063543,F,49.2904109589041,BLACK
16661,1063546,F,60.9890410958904,BLACK
16664,1063547,M,49.7452054794521,WHITE
16667,1063548,F,59.7095890410959,WHITE
16670,1063549,F,46.4164383561644,BLACK
16673,1063550,F,40.9945205479452,WHITE
16676,1063551,M,60.6876712328767,WHITE
16679,1063552,M,60.6876712328767,WHITE
16682,1063553,M,50.5232876712329,BLACK
16683,1063553,M,50.0684931506849,HISPANIC
16686,1063554,M,46.1342465753425,WHITE
16689,1063555,M,49.5616438356164,WHITE
16692,1063556,F,59.1287671232877,BLACK
16695,1063557,F,43.3452054794521,WHITE
16698,1063560,F,55.3479452054795,WHITE
16701,1063561,F,55.3479452054795,WHITE
16704,1063562,F,40.8465753424658,BLACK
16707,1063563,M,60.1095890410959,WHITE
16710,1063564,M,60.1095890410959,WHITE
16713,1063565,F,37.0520547945206,BLACK
16716,1063566,F,24.3397260273973,WHITE
16719,1063567,M,49.786301369863,WHITE
16722,1063568,M,25.0630136986301,BLACK
16725,1063569,M,35.827397260274,WHITE
16728,1063571,M,,WHITE
16731,1063572,F,53.7452054794521,BLACK
16734,1063573,M,50.4520547945205,HISPANIC
16737,1063574,M,50.4520547945205,HISPANIC
16740,1063575,M,,BLACK
16743,1063576,F,52.9753424657534,BLACK
16746,1063578,F,59.7068493150685,WHITE
16749,1063580,M,,WHITE
16752,1063581,F,58.1808219178082,BLACK
16755,1063582,M,50.5232876712329,BLACK
16756,1063582,M,45.3835616438356,WHITE
16759,1063583,M,48.3506849315068,BLACK
16762,1063584,M,45.3835616438356,WHITE
16765,1063585,F,59.1287671232877,BLACK
16768,1063586,M,48.3506849315068,BLACK
16771,1063589,M,53.5890410958904,WHITE
16774,1063590,M,53.5890410958904,WHITE
16777,1063591,M,53.5890410958904,WHITE
16780,1063592,M,53.5890410958904,WHITE
16781,1063592,M,56.4520547945205,WHITE
16784,1063593,M,53.5890410958904,WHITE
16785,1063593,M,56.4520547945205,WHITE
16788,1063594,M,53.5890410958904,WHITE
16791,1063595,M,53.5890410958904,WHITE
16794,1063596,M,36.4684931506849,BLACK
16797,1063598,M,31.5397260273973,WHITE HISPANIC
16800,1063610,F,41.4876712328767,BLACK
16803,1063617,M,31.6356164383562,BLACK
16806,1063618,F,,WHITE
16809,1063620,F,30.8219178082192,BLACK
16812,1063621,F,68.6630136986301,BLACK
16815,1063622,M,,UNKNOWN
16818,1063624,M,32.827397260274,BLACK
16821,1063626,M,27.2849315068493,BLACK
16824,1063628,F,27.4794520547945,BLACK
16827,1063631,M,46.5452054794521,BLACK
16830,1063633,M,57.8602739726027,WHITE
16833,1063634,M,51.7287671232877,BLACK
16836,1063637,M,43.4054794520548,UNKNOWN
16839,1063641,M,52.8054794520548,BLACK
16842,1063642,M,52.8054794520548,BLACK
16845,1063643,M,52.8054794520548,BLACK
16848,1063644,F,43.0465753424658,BLACK
16851,1063648,F,43.4356164383562,HISPANIC
16852,1063648,M,54.3150684931507,BLACK
16855,1063653,M,35.9452054794521,BLACK
16858,1063654,F,,WHITE HISPANIC
16861,1063655,M,41.7452054794521,WHITE
16864,1063660,F,,UNKNOWN
16867,1063662,M,52.4520547945205,BLACK
16870,1063663,M,23.7753424657534,WHITE
16873,1063664,M,48.9150684931507,WHITE
16876,1063666,F,45.9917808219178,WHITE HISPANIC
16879,1063667,M,31.558904109589,WHITE
16882,1063668,M,24.2164383561644,BLACK
16885,1063670,M,48.6739726027397,BLACK
16888,1063672,M,44.5835616438356,BLACK
16891,1063673,M,44.5835616438356,BLACK
16894,1063674,M,53.5972602739726,WHITE
16897,1063675,M,56.8547945205479,BLACK
16900,1063677,F,,BLACK
16903,1063678,M,38.8547945205479,BLACK
16906,1063679,M,60.1095890410959,WHITE
16909,1063680,M,60.1095890410959,WHITE
16912,1063681,M,60.1095890410959,WHITE
16915,1063682,M,31.986301369863,BLACK
16918,1063683,M,60.813698630137,BLACK
16921,1063684,M,47.586301369863,BLACK
16924,1063685,M,45.8739726027397,WHITE
16927,1063687,M,52.1123287671233,WHITE
16930,1063688,M,46.5671232876712,BLACK
16933,1063689,F,46.2,WHITE HISPANIC
16936,1063692,F,27.9342465753425,BLACK
16939,1063694,F,40.6493150684932,BLACK
16942,1063697,F,35.6904109589041,BLACK
16945,1063700,M,52.0,BLACK
16948,1063701,X,60.3287671232877,UNKNOWN
16951,1063702,F,20.9479452054794,BLACK
16954,1063703,M,23.9205479452055,WHITE HISPANIC
16957,1063705,F,37.172602739726,WHITE
16960,1063706,M,,BLACK
16963,1063708,M,,UNKNOWN
16966,1063709,M,44.8876712328767,BLACK
16969,1063711,M,52.3260273972603,HISPANIC
16972,1063712,F,42.1972602739726,BLACK
16975,1063713,F,43.0328767123288,BLACK
16978,1063716,F,39.9808219178082,BLACK
16981,1063717,M,59.6712328767123,WHITE
16984,1063720,M,59.386301369863,BLACK
16987,1063722,F,47.9698630136986,BLACK
16990,1063725,F,22.6931506849315,WHITE HISPANIC
16993,1063726,M,64.4054794520548,WHITE
16996,1063728,F,37.0109589041096,BLACK
16999,1063729,F,60.5534246575343,BLACK
17002,1063730,M,85.2602739726027,WHITE
17005,1063731,M,37.241095890411,BLACK
17008,1063732,F,29.9753424657534,BLACK
17011,1063735,F,42.9890410958904,BLACK
17014,1063736,F,35.7041095890411,BLACK
17017,1063737,F,,UNKNOWN
17020,1063739,F,38.1205479452055,BLACK
17023,1063740,F,,UNKNOWN
17026,1063741,F,61.2082191780822,BLACK
17029,1063746,F,42.1616438356165,WHITE HISPANIC
17032,1063747,F,52.7643835616438,BLACK
17035,1063751,F,61.572602739726,BLACK
17038,1063752,M,47.0219178082192,BLACK
17041,1063753,M,,BLACK
17044,1063754,M,28.5068493150685,BLACK
17047,1063755,F,55.4904109589041,BLACK
17050,1063756,F,33.9780821917808,BLACK
17053,1063758,M,51.3123287671233,HISPANIC
17056,1063764,F,54.6356164383562,WHITE
17057,1063764,F,38.958904109589,BLACK
17060,1063765,M,60.813698630137,BLACK
17063,1063769,F,47.7369863013699,BLACK
17066,1063770,M,25.386301369863,BLACK
17069,1063771,F,35.9534246575342,BLACK
17072,1063772,M,,BLACK
17075,1063773,F,,WHITE
17078,1063775,F,,BLACK
17081,1063777,M,29.2328767123288,BLACK
17084,1063778,F,39.7890410958904,BLACK
17087,1063781,M,54.572602739726,ASIAN/PACIFIC ISLANDER
17090,1063782,M,56.0383561643836,WHITE HISPANIC
17093,1063783,F,39.027397260274,BLACK
17096,1063785,F,,BLACK
17099,1063786,M,38.172602739726,ASIAN/PACIFIC ISLANDER
17102,1063788,F,32.7041095890411,BLACK
17105,1063790,F,,BLACK
17108,1063792,M,34.7205479452055,WHITE HISPANIC
17111,1063793,M,32.0493150684932,WHITE HISPANIC
17114,1063794,F,48.4904109589041,BLACK
17117,1063796,M,27.1260273972603,WHITE HISPANIC
17120,1063797,F,45.2849315068493,BLACK
17123,1063798,M,,WHITE
17126,1063799,M,33.9890410958904,BLACK
17129,1063802,M,34.5506849315068,BLACK
17132,1063803,M,58.4520547945205,BLACK
17135,1063804,F,39.3123287671233,BLACK
17138,1063807,F,51.9917808219178,HISPANIC
17141,1063808,F,51.9917808219178,HISPANIC
17144,1063809,F,51.9917808219178,HISPANIC
17147,1063811,F,53.7369863013699,BLACK
17150,1063812,M,29.3616438356164,BLACK
17153,1063813,F,23.3178082191781,BLACK
17156,1063814,F,,WHITE
17159,1063816,M,26.6054794520548,WHITE
17162,1063817,M,43.1068493150685,BLACK
17165,1063820,M,36.8,BLACK
17168,1063821,F,36.1260273972603,BLACK
17171,1063822,F,,WHITE HISPANIC
17174,1063823,F,52.9178082191781,BLACK
17177,1063824,M,34.2383561643836,BLACK
17180,1063825,M,56.3068493150685,WHITE
17183,1063826,F,40.0520547945206,BLACK
17186,1063828,F,25.5205479452055,WHITE
17189,1063831,F,37.5808219178082,BLACK
17192,1063833,M,53.0191780821918,BLACK
17195,1063834,F,45.1698630136986,WHITE
17198,1063836,M,34.0876712328767,BLACK
17201,1063837,F,,WHITE
17204,1063841,F,33.5945205479452,WHITE
17207,1063844,F,41.7506849315068,ASIAN/PACIFIC ISLANDER
17210,1063847,F,55.7506849315068,BLACK
17213,1063848,F,44.6191780821918,HISPANIC
17216,1063849,M,33.8219178082192,BLACK
17219,1063852,M,40.1123287671233,WHITE HISPANIC
17222,1063856,M,27.5945205479452,BLACK
17225,1063857,F,79.6438356164384,BLACK
17228,1063858,M,60.5452054794521,BLACK
17231,1063859,M,28.8438356164384,BLACK
17234,1063860,F,46.5671232876712,BLACK
17237,1063861,M,23.4465753424658,BLACK
17240,1063864,F,,BLACK
17243,1063866,M,45.6575342465754,WHITE
17244,1063866,M,57.6520547945206,BLACK
17247,1063867,M,51.5369863013699,BLACK
17250,1063868,M,28.8438356164384,BLACK
17253,1063869,F,45.5808219178082,BLACK
17256,1063870,M,49.4219178082192,WHITE HISPANIC
17259,1063871,F,43.3123287671233,ASIAN/PACIFIC ISLANDER
17262,1063872,F,34.2328767123288,BLACK
17265,1063873,F,30.6438356164384,BLACK HISPANIC
17268,1063874,F,30.9616438356164,BLACK
17271,1063877,X,,UNKNOWN
17274,1063878,M,50.0328767123288,BLACK
17277,1063880,F,35.1013698630137,BLACK
17280,1063881,F,,BLACK
17283,1063882,F,28.1972602739726,WHITE HISPANIC
17286,1063883,F,30.0109589041096,BLACK
17289,1063885,M,71.2794520547945,BLACK
17292,1063886,M,,BLACK
17295,1063887,F,35.2986301369863,BLACK
17298,1063890,M,46.0602739726027,WHITE
17301,1063892,F,60.8520547945206,BLACK
17304,1063893,M,56.7424657534247,WHITE
17307,1063895,M,51.5178082191781,BLACK
17310,1063896,F,35.9479452054794,WHITE HISPANIC
17313,1063898,F,54.5178082191781,WHITE HISPANIC
17316,1063901,M,43.2164383561644,BLACK
17319,1063904,M,21.3424657534247,BLACK
17322,1063905,M,28.1013698630137,BLACK
17325,1063906,F,,ASIAN/PACIFIC ISLANDER
17328,1063910,F,38.8821917808219,WHITE
17331,1063912,F,28.2191780821918,WHITE HISPANIC
17334,1063913,M,39.0219178082192,BLACK
17337,1063914,F,,WHITE
17340,1063915,M,31.4465753424658,BLACK
17343,1063918,F,33.6986301369863,WHITE
17346,1063921,M,27.8986301369863,BLACK
17349,1063923,F,27.2876712328767,BLACK
17352,1063925,M,32.7506849315068,BLACK
17355,1063927,M,46.8904109589041,BLACK
17358,1063928,M,54.158904109589,WHITE
17361,1063931,F,40.5342465753425,WHITE HISPANIC
17364,1063933,F,45.4164383561644,BLACK
17367,1063934,M,24.2630136986301,BLACK
17370,1063935,M,22.0958904109589,WHITE HISPANIC
17373,1063936,M,65.2383561643836,WHITE HISPANIC
17376,1063937,F,24.7287671232877,WHITE HISPANIC
17379,1063939,F,,UNKNOWN
17382,1063943,F,45.6520547945206,WHITE
17385,1063944,F,45.6520547945206,WHITE
17388,1063948,F,42.5671232876712,BLACK
17391,1063949,M,,UNKNOWN
17394,1063950,M,46.5972602739726,HISPANIC
17397,1063953,F,30.7178082191781,WHITE
17400,1063954,F,30.9698630136986,BLACK
17403,1063957,M,24.5616438356164,BLACK
17406,1063961,M,19.7342465753425,BLACK
17409,1063962,M,58.1095890410959,WHITE
17412,1063963,M,54.9123287671233,WHITE
17415,1063964,M,32.6219178082192,WHITE HISPANIC
17418,1063968,M,,UNKNOWN
17421,1063969,M,23.4465753424658,BLACK
17424,1063970,F,82.1369863013699,BLACK
17427,1063971,F,56.9232876712329,WHITE HISPANIC
17430,1063973,M,56.5698630136986,WHITE
17433,1063974,F,28.0821917808219,WHITE
17436,1063975,M,25.3808219178082,BLACK
17439,1063976,M,32.6219178082192,WHITE HISPANIC
17442,1063980,F,56.6684931506849,BLACK
17443,1063980,M,41.9808219178082,WHITE
17446,1063981,M,45.1534246575343,BLACK
17449,1063982,M,29.0657534246575,WHITE
17452,1063986,M,32.2739726027397,BLACK
17455,1063987,M,46.5972602739726,HISPANIC
17458,1063988,M,46.5972602739726,HISPANIC
17461,1063989,M,32.3808219178082,WHITE
17464,1063990,M,33.0328767123288,BLACK
17467,1063991,F,52.7068493150685,WHITE HISPANIC
17470,1063992,M,45.2657534246575,WHITE
17473,1063994,F,59.8301369863014,WHITE
17476,1063995,M,20.7150684931507,WHITE HISPANIC
17479,1063996,M,,WHITE
17482,1063997,M,28.1616438356164,WHITE HISPANIC
17485,1063999,M,30.5561643835616,BLACK
17488,1064001,M,62.0027397260274,WHITE
17491,1064002,F,21.0164383561644,BLACK
17494,1064003,M,49.854794520548,BLACK
17497,1064005,M,57.4986301369863,BLACK
17500,1064007,M,21.6602739726027,BLACK
17503,1064008,M,37.1095890410959,WHITE HISPANIC
17506,1064009,F,55.5808219178082,BLACK
17509,1064013,M,47.5315068493151,UNKNOWN
17512,1064014,M,42.2219178082192,BLACK
17515,1064015,M,52.3917808219178,BLACK
17518,1064018,M,58.3068493150685,BLACK
17521,1064020,M,28.0054794520548,WHITE HISPANIC
17524,1064021,M,34.813698630137,WHITE
17527,1064022,M,36.3780821917808,BLACK
17530,1064024,F,28.6630136986301,BLACK
17533,1064025,F,28.6630136986301,BLACK
17536,1064027,M,29.6027397260274,WHITE
17539,1064029,F,41.0767123287671,BLACK
17542,1064032,M,61.654794520548,BLACK
17545,1064033,F,30.9041095890411,BLACK
17548,1064034,M,31.9342465753425,BLACK
17551,1064036,M,29.1561643835616,WHITE
17554,1064037,M,39.0082191780822,BLACK
17557,1064039,M,29.7506849315068,WHITE HISPANIC
17560,1064042,F,33.9342465753425,BLACK
17563,1064043,M,32.4383561643836,WHITE HISPANIC
17566,1064044,M,23.9698630136986,BLACK
17569,1064045,M,29.4575342465753,BLACK
17572,1064046,F,65.345205479452,BLACK
17575,1064051,F,33.958904109589,BLACK
17578,1064052,F,44.1123287671233,BLACK
17581,1064054,F,23.8931506849315,BLACK
17584,1064055,F,40.241095890411,BLACK HISPANIC
17587,1064056,F,,UNKNOWN
17590,1064057,M,30.8465753424658,BLACK
17593,1064058,M,59.1479452054795,WHITE
17596,1064060,M,40.4301369863014,BLACK
17599,1064062,F,44.8684931506849,BLACK
17602,1064064,F,25.0082191780822,BLACK
17605,1064066,M,38.8438356164384,WHITE
17608,1064067,M,29.5917808219178,BLACK
17611,1064069,M,39.4821917808219,BLACK
17614,1064070,M,25.3013698630137,BLACK
17617,1064071,F,55.3479452054795,WHITE
17620,1064073,M,37.6602739726027,BLACK HISPANIC
17623,1064077,M,31.3835616438356,BLACK
17626,1064078,M,31.5315068493151,WHITE
17629,1064081,F,,WHITE
17632,1064084,M,,WHITE
17635,1064088,F,53.7205479452055,BLACK
17638,1064089,F,58.7205479452055,BLACK
17641,1064090,M,52.1150684931507,BLACK
17644,1064091,M,33.9369863013699,BLACK
17647,1064092,M,53.6849315068493,BLACK
17650,1064095,M,55.3123287671233,WHITE
17653,1064097,M,56.813698630137,WHITE
17656,1064098,M,56.813698630137,WHITE
17659,1064099,M,56.813698630137,WHITE
17662,1064100,M,56.813698630137,WHITE
17665,1064101,M,56.813698630137,WHITE
17666,1064101,M,50.5232876712329,BLACK
17669,1064102,F,53.6958904109589,WHITE HISPANIC
17672,1064103,M,60.1561643835616,HISPANIC
17675,1064110,M,68.3013698630137,BLACK
17678,1064111,M,63.7397260273973,WHITE HISPANIC
17681,1064112,M,53.7643835616438,BLACK
17684,1064113,F,37.1342465753425,WHITE
17687,1064114,M,38.9095890410959,BLACK
17690,1064116,M,,UNKNOWN
17693,1064117,F,,WHITE
17696,1064119,F,33.1095890410959,BLACK
17699,1064120,M,,BLACK
17702,1064123,F,39.4356164383562,BLACK
17705,1064124,M,44.7452054794521,WHITE HISPANIC
17708,1064125,F,37.4739726027397,BLACK
17711,1064128,M,63.6712328767123,BLACK
17714,1064129,F,44.1561643835617,WHITE
17717,1064130,F,54.027397260274,BLACK
17720,1064134,M,46.5397260273973,BLACK
17723,1064135,F,21.3013698630137,WHITE
17726,1064136,F,57.7561643835617,BLACK
17729,1064139,M,46.2958904109589,AMER IND/ALASKAN NATIVE
17732,1064140,M,46.2958904109589,AMER IND/ALASKAN NATIVE
17735,1064143,F,25.7698630136986,BLACK
17738,1064144,F,28.1506849315068,BLACK
17741,1064145,M,58.641095890411,BLACK
17744,1064146,F,41.2767123287671,WHITE HISPANIC
17747,1064147,M,46.3123287671233,WHITE
17750,1064148,F,65.9095890410959,BLACK
17753,1064149,M,29.8958904109589,BLACK
17756,1064150,M,44.7671232876712,WHITE
17759,1064153,M,24.6849315068493,BLACK
17762,1064155,M,,UNKNOWN
17765,1064156,M,32.1671232876712,WHITE
17768,1064160,M,35.6109589041096,WHITE HISPANIC
17771,1064163,F,47.1123287671233,BLACK
17774,1064164,M,21.3315068493151,WHITE HISPANIC
17777,1064165,F,35.0164383561644,BLACK
17780,1064167,F,58.6493150684932,BLACK
17783,1064170,F,22.8849315068493,BLACK
17786,1064171,M,24.1452054794521,WHITE HISPANIC
17789,1064175,M,40.013698630137,WHITE
17792,1064178,F,39.0164383561644,WHITE
17795,1064181,F,36.9479452054794,WHITE
17798,1064182,F,37.0849315068493,BLACK
17801,1064185,M,55.8630136986301,BLACK
17804,1064186,F,33.0219178082192,BLACK
17807,1064188,F,38.8082191780822,BLACK
17810,1064189,F,44.1506849315068,BLACK
17813,1064191,F,26.2438356164384,BLACK
17816,1064192,M,59.1753424657534,BLACK
17819,1064193,M,39.6109589041096,WHITE
17822,1064195,F,57.0027397260274,WHITE
17825,1064197,M,38.7479452054795,BLACK
17828,1064199,F,42.7287671232877,BLACK
17831,1064200,M,50.1917808219178,BLACK
17834,1064201,F,60.3287671232877,BLACK
17837,1064202,M,25.0109589041096,BLACK
17840,1064203,M,,BLACK
17843,1064204,F,32.8904109589041,BLACK
17846,1064206,M,21.6054794520548,BLACK
17849,1064208,F,37.7753424657534,BLACK
17852,1064209,M,30.5068493150685,WHITE HISPANIC
17855,1064211,M,52.2054794520548,WHITE
17858,1064212,M,25.841095890411,BLACK
17861,1064213,M,39.6575342465753,BLACK
17864,1064214,M,50.8630136986301,WHITE HISPANIC
17867,1064215,F,52.041095890411,BLACK
17870,1064216,F,22.9260273972603,WHITE HISPANIC
17873,1064217,M,49.2821917808219,BLACK
17876,1064218,F,57.5424657534247,BLACK
17879,1064220,F,43.3123287671233,ASIAN/PACIFIC ISLANDER
17882,1064221,F,47.1561643835616,BLACK
17885,1064222,M,54.2821917808219,WHITE
17888,1064223,M,67.2630136986301,BLACK
17891,1064225,F,24.4904109589041,BLACK HISPANIC
17894,1064226,F,43.041095890411,BLACK
17897,1064227,M,43.7808219178082,BLACK
17900,1064228,F,60.3287671232877,BLACK
17903,1064231,M,20.8657534246575,BLACK
17906,1064232,M,37.4493150684931,BLACK
17909,1064233,F,55.3479452054795,WHITE
17912,1064234,F,34.2739726027397,BLACK
17915,1064235,M,27.1643835616438,WHITE HISPANIC
17918,1064236,F,37.5917808219178,BLACK
17921,1064237,M,38.1260273972603,BLACK
17924,1064241,M,54.1287671232877,WHITE
17927,1064243,M,55.3479452054795,WHITE
17930,1064244,F,33.9205479452055,BLACK
17933,1064245,M,52.7150684931507,BLACK
17936,1064246,F,28.2602739726027,BLACK
17939,1064247,F,25.5890410958904,WHITE
17942,1064248,M,28.4438356164384,WHITE HISPANIC
17945,1064249,F,50.8767123287671,BLACK
17948,1064253,M,56.8904109589041,WHITE
17951,1064254,F,68.8191780821918,BLACK
17954,1064255,M,46.2,WHITE HISPANIC
17957,1064258,F,49.6712328767123,BLACK
17960,1064259,F,44.6191780821918,BLACK
17963,1064260,X,,UNKNOWN
17966,1064261,F,44.7835616438356,BLACK
17969,1064262,M,46.1890410958904,BLACK
17972,1064263,F,31.4958904109589,BLACK
17975,1064264,M,45.2027397260274,UNKNOWN
17978,1064265,F,46.6931506849315,BLACK
17981,1064268,M,55.6712328767123,WHITE
17984,1064270,F,21.9671232876712,BLACK
17987,1064271,M,64.2794520547945,WHITE HISPANIC
17990,1064272,M,38.9698630136986,WHITE HISPANIC
17993,1064273,F,57.7287671232877,UNKNOWN
17996,1064274,F,56.5369863013699,BLACK
17999,1064276,M,41.9315068493151,BLACK
18002,1064277,M,59.3013698630137,WHITE
18005,1064279,M,23.4684931506849,BLACK
18008,1064280,M,25.8465753424658,BLACK
18011,1064282,F,42.1643835616438,BLACK
18014,1064283,F,46.8794520547945,BLACK
18017,1064284,F,37.5698630136986,BLACK
18020,1064287,F,36.4657534246575,BLACK
18023,1064289,M,,BLACK
18026,1064290,F,27.0931506849315,BLACK
18029,1064291,M,47.2684931506849,HISPANIC
18032,1064292,F,29.627397260274,BLACK
18035,1064293,M,61.6904109589041,BLACK
