"","crid","gender","age","race"
"10478","1043830","M","31","WHITE"
"10479","1043845","M",NA,"WHITE HISPANIC"
"10480","1043849","M","89","BLACK"
"10481","1043851","F","47","BLACK"
"10482","1043855","M","61","WHITE"
"10483","1043871","F","25","BLACK"
"10484","1043874","M","42","BLACK"
"10485","1043883","M","31","BLACK"
"10486","1043889","M",NA,"BLACK"
"10487","1043891","F","12","BLACK"
"10488","1043892","F","66","WHITE HISPANIC"
"10489","1043892","M","67","WHITE HISPANIC"
"10490","1043905","M","62","BLACK"
"10491","1043908","M","54","BLACK"
"10492","1043909","M","28","BLACK"
"10493","1043916","M","31","WHITE"
"10494","1043916","M","31","WHITE"
"10495","1043921","M","25","WHITE"
"10496","1043922","M",NA,"WHITE"
"10497","1043931","M","28","BLACK"
"10498","1043940","F","60","BLACK"
"10499","1043940","F","51","BLACK"
"10500","1043941","M","38","BLACK"
"10501","1043959","F","59","BLACK"
"10502","1043964","M","39","BLACK"
"10503","1043966","M","47","BLACK"
"10504","1043969","X",NA,"UNKNOWN"
"10505","1043970","M","27","BLACK"
"10506","1043977","M","21","WHITE HISPANIC"
"10507","1043986","M","27","WHITE"
"10508","1043988","F","48","WHITE HISPANIC"
"10509","1043990","F",NA,"BLACK"
"10510","1043998","M","23","WHITE HISPANIC"
"10511","1044013","M",NA,"BLACK"
"10512","1044016","F","16","BLACK"
"10513","1044017","M","32","BLACK"
"10514","1044030","M","23","BLACK"
"10515","1044031","M","22","BLACK"
"10516","1044040","F","22","BLACK"
"10517","1044044","M","21","BLACK"
"10518","1044049","M","22","WHITE HISPANIC"
"10519","1044049","M","21","BLACK"
"10520","1044053","M",NA,"WHITE HISPANIC"
"10521","1044057","M","34","BLACK"
"10522","1044059","F",NA,"UNKNOWN"
"10523","1044061","M",NA,"UNKNOWN"
"10524","1044074","F","41","WHITE HISPANIC"
"10525","1044074","M","27","WHITE HISPANIC"
"10526","1044074","F","27","WHITE"
"10527","1044077","F",NA,"WHITE HISPANIC"
"10528","1044086","F",NA,"WHITE"
"10529","1044086","M","74","WHITE"
"10530","1044087","F","24","BLACK"
"10531","1044087","F","22","BLACK"
"10532","1044087","F","25","BLACK"
"10533","1044099","M","56","BLACK"
"10534","1044100","M","27","WHITE HISPANIC"
"10535","1044109","F","21","BLACK"
"10536","1044123","M",NA,"BLACK"
"10537","1044135","M","26","BLACK"
"10538","1044136","M",NA,"UNKNOWN"
"10539","1044136","M",NA,"UNKNOWN"
"10540","1044138","M","51","BLACK"
"10541","1044138","M","42","BLACK"
"10542","1044138","M","22","BLACK"
"10543","1044147","M","25","BLACK"
"10544","1044147","M","24","BLACK"
"10545","1044147","M","23","BLACK"
"10546","1044149","M",NA,"UNKNOWN"
"10547","1044151","F","28","WHITE HISPANIC"
"10548","1044155","F","19","BLACK"
"10549","1044161","M","45","ASIAN/PACIFIC ISLANDER"
"10550","1044161","F","46","WHITE"
"10551","1044165","M","59","BLACK"
"10552","1044171","F","37","WHITE HISPANIC"
"10553","1044177","M","67","BLACK"
"10554","1044179","M",NA,"UNKNOWN"
"10555","1044179","M",NA,"UNKNOWN"
"10556","1044179","M",NA,"UNKNOWN"
"10557","1044179","F",NA,"BLACK"
"10558","1044179","M","57","BLACK"
"10559","1044196","M","21","BLACK"
"10560","1044204","F","23","BLACK"
"10561","1044227","F","35","BLACK"
"10562","1044230","F","61","BLACK"
"10563","1044230","M","61","BLACK"
"10564","1044230","F","33","BLACK"
"10565","1044239","M","40","BLACK"
"10566","1044244","F","26","BLACK"
"10567","1044244","F","59","BLACK"
"10568","1044251","M","37","WHITE"
"10569","1044274","M","23","BLACK"
"10570","1044281","M","23","BLACK"
"10571","1044291","M","23","BLACK"
"10572","1044297","F","48","WHITE"
"10573","1044299","M","20","BLACK"
"10574","1044301","M",NA,"BLACK"
"10575","1044308","F","17","BLACK"
"10576","1044308","M",NA,"BLACK"
"10577","1044310","M","31","WHITE HISPANIC"
"10578","1044312","F","20","BLACK"
"10579","1044320","F","52","BLACK"
"10580","1044321","M","23","BLACK"
"10581","1044322","F","58","WHITE"
"10582","1044340","M","24","BLACK"
"10583","1044343","M","22","BLACK"
"10584","1044359","M","24","WHITE HISPANIC"
"10585","1044360","F","28","WHITE"
"10586","1044370","F","23","BLACK"
"10587","1044370","M","20","BLACK"
"10588","1044374","M","33","WHITE HISPANIC"
"10589","1044379","M","50","BLACK"
"10590","1044380","M","22","BLACK"
"10591","1044381","M","22","BLACK"
"10592","1044381","M","22","BLACK"
"10593","1044390","F","56","WHITE HISPANIC"
"10594","1044392","M","35","WHITE HISPANIC"
"10595","1044397","F",NA,"WHITE HISPANIC"
"10596","1044402","M","40","BLACK"
"10597","1044421","M","23","BLACK"
"10598","1044431","M","23","WHITE"
"10599","1044451","M","18","WHITE"
"10600","1044451","M","26","BLACK HISPANIC"
"10601","1044452","M",NA,"BLACK"
"10602","1044460","M","48","WHITE"
"10603","1044463","M","21","WHITE HISPANIC"
"10604","1044471","M","24","BLACK"
"10605","1044482","M","56","WHITE"
"10606","1044488","M","21","WHITE"
"10607","1044492","F","22","WHITE"
"10608","1044493","F","56","BLACK"
"10609","1044499","M","34","BLACK"
"10610","1044503","F","33","BLACK"
"10611","1044503","M","36","BLACK"
"10612","1044504","M","27","BLACK"
"10613","1044525","M","22","BLACK"
"10614","1044526","M","23","WHITE HISPANIC"
"10615","1044533","M","21","BLACK"
"10616","1044533","M",NA,"BLACK"
"10617","1044533","M",NA,"BLACK"
"10618","1044539","M","37","BLACK"
"10619","1044539","M","37","BLACK"
"10620","1044554","M","25","BLACK"
"10621","1044556","M",NA,"BLACK HISPANIC"
"10622","1044560","M","21","WHITE"
"10623","1044563","M","21","BLACK"
"10624","1044564","M","30","BLACK"
"10625","1044564","F",NA,"BLACK"
"10626","1044567","F",NA,"BLACK"
"10627","1044569","F","45","BLACK"
"10628","1044579","F","53","BLACK"
"10629","1044581","M","63","BLACK"
"10630","1044599","F","20","WHITE HISPANIC"
"10631","1044622","F","29","BLACK"
"10632","1044622","F","23","BLACK"
"10633","1044625","F","20","BLACK"
"10634","1044654","F","55","BLACK"
"10635","1044655","M","37","BLACK"
"10636","1044667","M","32","BLACK"
"10637","1044668","M","21","BLACK"
"10638","1044675","F",NA,"WHITE"
"10639","1044680","M","27","BLACK"
"10640","1044680","M","27","BLACK"
"10641","1044684","M","32","BLACK"
"10642","1044685","M","61","WHITE"
"10643","1044686","F","23","BLACK"
"10644","1044702","F","57","WHITE"
"10645","1044726","F","21","BLACK"
"10646","1044729","M","40","BLACK"
"10647","1044733","F","25","BLACK"
"10648","1044747","M","22","BLACK"
"10649","1044756","M","20","BLACK"
"10650","1044760","M","24","BLACK"
"10651","1044761","M","39","BLACK"
"10652","1044764","F","53","BLACK"
"10653","1044775","M","27","BLACK"
"10654","1044778","M","15","BLACK"
"10655","1044778","M","19","BLACK"
"10656","1044784","M","18","BLACK"
"10657","1044790","M","27","BLACK"
"10658","1044797","M",NA,"UNKNOWN"
"10659","1044802","F","51","BLACK"
"10660","1044811","M","52","BLACK"
"10661","1044811","M","28","BLACK"
"10662","1044846","M","19","BLACK"
"10663","1044860","F","52","WHITE"
"10664","1044864","M","19","BLACK"
"10665","1044866","M","26","BLACK"
"10666","1044872","M","28","BLACK"
"10667","1044883","M","30","BLACK"
"10668","1044895","M","18","WHITE HISPANIC"
"10669","1044895","F","21","WHITE HISPANIC"
"10670","1044895","F","70","WHITE HISPANIC"
"10671","1044896","M","26","WHITE HISPANIC"
"10672","1044896","F","46","WHITE HISPANIC"
"10673","1044897","M","32","BLACK"
"10674","1044897","F","52","BLACK"
"10675","1044897","M","15","BLACK"
"10676","1044898","M","24","BLACK"
"10677","1044898","M","18","BLACK"
"10678","1044906","M","30","BLACK"
"10679","1044906","M",NA,"WHITE"
"10680","1044908","F","43","BLACK"
"10681","1044908","M","35","BLACK"
"10682","1044917","M","18","BLACK"
"10683","1044917","F","22","BLACK"
"10684","1044922","F","28","BLACK"
"10685","1044926","M","26","BLACK"
"10686","1044928","M","23","BLACK"
"10687","1044942","F","30","BLACK"
"10688","1044942","F","27","BLACK"
"10689","1044946","M","26","WHITE HISPANIC"
"10690","1044947","M","23","BLACK"
"10691","1044947","F","43","BLACK"
"10692","1044951","F","32","WHITE"
"10693","1044955","M","40","BLACK"
"10694","1044956","M",NA,"UNKNOWN"
"10695","1044959","F","24","BLACK"
"10696","1044959","M","29","BLACK"
"10697","1044973","F","25","BLACK"
"10698","1044974","M","48","BLACK"
"10699","1044975","F","43","HISPANIC"
"10700","1045002","M","34","BLACK"
"10701","1045006","F","32","WHITE HISPANIC"
"10702","1045014","F","61","BLACK"
"10703","1045015","F","25","BLACK"
"10704","1045031","M","32","BLACK"
"10705","1045048","M",NA,"BLACK"
"10706","1045048","F","46","BLACK"
"10707","1045052","M","19","BLACK"
"10708","1045062","M",NA,"WHITE HISPANIC"
"10709","1045076","M","21","BLACK"
"10710","1045076","M","20","BLACK"
"10711","1045076","M","21","BLACK"
"10712","1045079","F","27","BLACK"
"10713","1045080","M",NA,"WHITE HISPANIC"
"10714","1045085","M",NA,"BLACK"
"10715","1045085","M",NA,"BLACK"
"10716","1045094","M","34","BLACK"
"10717","1045120","M","46","BLACK"
"10718","1045123","M","27","BLACK"
"10719","1045139","M","33","BLACK"
"10720","1045143","M","29","WHITE"
"10721","1045146","F","18","BLACK"
"10722","1045147","M","59","BLACK"
"10723","1045147","F","20","BLACK"
"10724","1045149","M","59","BLACK"
"10725","1045150","F","29","WHITE HISPANIC"
"10726","1045157","M",NA,"BLACK"
"10727","1045158","M","55","BLACK"
"10728","1045161","F","22","BLACK"
"10729","1045173","F","28","WHITE HISPANIC"
"10730","1045188","M","45","ASIAN/PACIFIC ISLANDER"
"10731","1045192","M","23","WHITE"
"10732","1045195","M","29","BLACK"
"10733","1045202","M","44","BLACK"
"10734","1045226","F","33","WHITE"
"10735","1045226","F","26","WHITE"
"10736","1045238","M","26","ASIAN/PACIFIC ISLANDER"
"10737","1045243","M","29","BLACK"
"10738","1045254","M",NA,"BLACK"
"10739","1045256","M","22","BLACK"
"10740","1045273","M","22","BLACK"
"10741","1045277","M","24","BLACK"
"10742","1045278","M","55","BLACK"
"10743","1045282","M",NA,"HISPANIC"
"10744","1045291","F","21","BLACK"
"10745","1045297","F",NA,"UNKNOWN"
"10746","1045304","F","31","BLACK"
"10747","1045313","F","22","WHITE HISPANIC"
"10748","1045330","M","19","WHITE"
"10749","1045330","M","17","WHITE"
"10750","1045331","M","19","WHITE"
"10751","1045342","M","44","BLACK"
"10752","1045342","F","45","BLACK"
"10753","1045346","F",NA,"BLACK"
"10754","1045359","M","26","BLACK"
"10755","1045359","M","27","BLACK"
"10756","1045361","M","24","BLACK"
"10757","1045362","F",NA,"BLACK"
"10758","1045363","M","34","BLACK"
"10759","1045366","F","34","AMER IND/ALASKAN NATIVE"
"10760","1045370","F","28","BLACK"
"10761","1045377","M",NA,"BLACK"
"10762","1045379","F","55","WHITE"
"10763","1045386","F","39","BLACK"
"10764","1045389","M","19","BLACK"
"10765","1045391","M","19","BLACK"
"10766","1045406","M","23","WHITE HISPANIC"
"10767","1045406","F","19","WHITE HISPANIC"
"10768","1045406","M","21","WHITE HISPANIC"
"10769","1045406","F",NA,"WHITE HISPANIC"
"10770","1045410","F","32","WHITE HISPANIC"
"10771","1045420","F",NA,"BLACK"
"10772","1045421","M",NA,"WHITE HISPANIC"
"10773","1045429","M","25","WHITE"
"10774","1045432","M","57","BLACK"
"10775","1045454","M","61","BLACK"
"10776","1045456","M","21","WHITE HISPANIC"
"10777","1045460","M",NA,"BLACK"
"10778","1045461","F","22","BLACK"
"10779","1045470","F","27","BLACK"
"10780","1045474","F","15","BLACK"
"10781","1045474","M","44","BLACK"
"10782","1045474","F","21","BLACK"
"10783","1045485","X","68","BLACK"
"10784","1045498","M","26","BLACK"
"10785","1045500","F","49","BLACK"
"10786","1045501","F","35","WHITE HISPANIC"
"10787","1045505","F","19","BLACK"
"10788","1045509","M","23","BLACK"
"10789","1045509","M","35","BLACK"
"10790","1045513","M","32","BLACK"
"10791","1045520","M",NA,"WHITE"
"10792","1045543","F","10","WHITE"
"10793","1045543","F",NA,"WHITE"
"10794","1045545","M","16","BLACK"
"10795","1045547","F","23","BLACK"
"10796","1045547","M","53","BLACK"
"10797","1045549","M","30","BLACK"
"10798","1045555","M","53","BLACK"
"10799","1045560","M","55","BLACK"
"10800","1045571","M","22","BLACK"
"10801","1045576","F",NA,"UNKNOWN"
"10802","1045578","F","52","BLACK"
"10803","1045581","M","38","UNKNOWN"
"10804","1045589","F","26","BLACK"
"10805","1045589","F","25","BLACK"
"10806","1045605","M","36","WHITE HISPANIC"
"10807","1045617","M","24","BLACK"
"10808","1045623","M","49","BLACK"
"10809","1045638","M","22","BLACK"
"10810","1045638","F","22","BLACK"
"10811","1045641","M","18","BLACK"
"10812","1045641","F","16","BLACK"
"10813","1045643","M","25","BLACK"
"10814","1045647","M","21","WHITE HISPANIC"
"10815","1045652","M","49","BLACK"
"10816","1045669","F","74","WHITE"
"10817","1045670","F","26","BLACK"
"10818","1045670","M","21","BLACK"
"10819","1045681","M","57","WHITE HISPANIC"
"10820","1045688","F","21","BLACK"
"10821","1045690","M","8","BLACK"
"10822","1045690","F","73","BLACK"
"10823","1045691","M","21","BLACK"
"10824","1045692","M","23","BLACK"
"10825","1045702","M",NA,"BLACK"
"10826","1045713","M","22","WHITE HISPANIC"
"10827","1045729","F","33","BLACK HISPANIC"
"10828","1045729","F","30","BLACK"
"10829","1045730","M","27","BLACK"
"10830","1045732","M","45","WHITE HISPANIC"
"10831","1045732","M","46","WHITE HISPANIC"
"10832","1045736","M",NA,"BLACK"
"10833","1045739","F","44","BLACK"
"10834","1045739","M","25","BLACK"
"10835","1045740","M","46","BLACK"
"10836","1045743","M","35","WHITE"
"10837","1045748","M","21","BLACK"
"10838","1045756","F","44","BLACK"
"10839","1045764","M","53","WHITE"
"10840","1045765","M",NA,"BLACK"
"10841","1045772","F","23","BLACK"
"10842","1045774","M","23","BLACK"
"10843","1045777","M","46","WHITE HISPANIC"
"10844","1045781","F","11","BLACK"
"10845","1045801","F","41","BLACK"
"10846","1045812","M","54","BLACK"
"10847","1045812","M",NA,"BLACK"
"10848","1045812","M","32","BLACK"
"10849","1045812","M","26","BLACK"
"10850","1045821","F","24","BLACK"
"10851","1045847","F","22","WHITE"
"10852","1045852","M",NA,"BLACK"
"10853","1045854","M","20","BLACK"
"10854","1045854","F","20","BLACK"
"10855","1045861","M","25","BLACK"
"10856","1045861","F","25","BLACK"
"10857","1045877","F","75","BLACK"
"10858","1045877","M","28","BLACK"
"10859","1045885","M","33","BLACK"
"10860","1045885","M","30","BLACK"
"10861","1045893","F","13","WHITE HISPANIC"
"10862","1045894","F","29","WHITE HISPANIC"
"10863","1045894","M",NA,"WHITE HISPANIC"
"10864","1045896","M","40","BLACK"
"10865","1045899","M","26","BLACK"
"10866","1045902","F","22","BLACK"
"10867","1045913","M",NA,"BLACK"
"10868","1045915","M","25","WHITE"
"10869","1045929","M","22","WHITE HISPANIC"
"10870","1045937","M","31","BLACK"
"10871","1045937","M","24","BLACK"
"10872","1045937","M","30","BLACK"
"10873","1045941","F",NA,"WHITE HISPANIC"
"10874","1045941","M",NA,"WHITE HISPANIC"
"10875","1045941","M",NA,"WHITE HISPANIC"
"10876","1045946","F",NA,"BLACK"
"10877","1045950","M","35","BLACK"
"10878","1045959","M","19","WHITE"
"10879","1045959","M","17","WHITE"
"10880","1045960","F","48","BLACK"
"10881","1045981","M","19","BLACK"
"10882","1045981","M","17","BLACK"
"10883","1045988","F","19","BLACK"
"10884","1045991","M","31","BLACK"
"10885","1045997","M","39","BLACK"
"10886","1046004","M","20","BLACK"
"10887","1046011","M",NA,"UNKNOWN"
"10888","1046011","F",NA,"UNKNOWN"
"10889","1046040","M","23","WHITE HISPANIC"
"10890","1046042","M","23","BLACK"
"10891","1046058","M","22","BLACK"
"10892","1046063","M","29","BLACK"
"10893","1046066","M","19","BLACK"
"10894","1046071","M","18","BLACK"
"10895","1046073","M","47","WHITE"
"10896","1046083","F","21","BLACK"
"10897","1046085","M","20","WHITE HISPANIC"
"10898","1046089","M","20","BLACK"
"10899","1046089","M",NA,"BLACK"
"10900","1046089","M","21","BLACK"
"10901","1046098","M","39","WHITE"
"10902","1046100","M","27","BLACK"
"10903","1046105","F","39","BLACK"
"10904","1046107","M","24","BLACK"
"10905","1046121","M","32","BLACK"
"10906","1046123","M",NA,"BLACK"
"10907","1046124","F","28","BLACK"
"10908","1046124","M","31","BLACK"
"10909","1046127","M","30","WHITE"
"10910","1046137","M","40","BLACK"
"10911","1046140","M","22","WHITE HISPANIC"
"10912","1046144","F","51","BLACK"
"10913","1046148","M","54","BLACK"
"10914","1046150","F",NA,"BLACK"
"10915","1046157","F","41","BLACK"
"10916","1046167","F",NA,"BLACK"
"10917","1046172","M","22","BLACK"
"10918","1046172","M","23","BLACK"
"10919","1046173","F","24","BLACK"
"10920","1046175","M","23","BLACK"
"10921","1046178","M","20","BLACK"
"10922","1046178","M","24","BLACK"
"10923","1046184","F",NA,"BLACK"
"10924","1046185","F","20","BLACK"
"10925","1046207","M","21","BLACK"
"10926","1046221","M",NA,"BLACK"
"10927","1046228","M","22","BLACK"
"10928","1046230","M","57","WHITE"
"10929","1046237","F","37","BLACK"
"10930","1046239","M","20","BLACK"
"10931","1046239","M","17","BLACK"
"10932","1046248","M","36","BLACK"
"10933","1046260","F","20","UNKNOWN"
"10934","1046262","M","28","WHITE HISPANIC"
"10935","1046280","F",NA,"WHITE"
"10936","1046285","M","59","BLACK"
"10937","1046291","M","29","BLACK"
"10938","1046293","M","24","WHITE"
"10939","1046295","M","31","BLACK"
"10940","1046295","M","37","BLACK"
"10941","1046295","M",NA,"BLACK"
"10942","1046308","M","23","WHITE HISPANIC"
"10943","1046311","F",NA,"WHITE"
"10944","1046313","F","13","BLACK"
"10945","1046317","M","17","BLACK"
"10946","1046317","M","19","BLACK"
"10947","1046320","M","29","WHITE HISPANIC"
"10948","1046339","F","21","BLACK"
"10949","1046341","M",NA,"BLACK"
"10950","1046347","M","48","BLACK"
"10951","1046349","M","45","BLACK"
"10952","1046375","M",NA,"WHITE"
"10953","1046377","M","30","WHITE"
"10954","1046383","F","36","BLACK"
"10955","1046385","M","37","BLACK"
"10956","1046385","M",NA,"BLACK"
"10957","1046390","M","46","BLACK"
"10958","1046401","M","23","WHITE"
"10959","1046401","M","25","BLACK"
"10960","1046407","M","26","BLACK"
"10961","1046416","F","29","WHITE HISPANIC"
"10962","1046439","M","22","BLACK"
"10963","1046444","M","32","BLACK"
"10964","1046455","M","27","WHITE HISPANIC"
"10965","1046459","F","34","WHITE HISPANIC"
"10966","1046459","F","13","WHITE HISPANIC"
"10967","1046459","M","10","WHITE HISPANIC"
"10968","1046459","M","36","WHITE HISPANIC"
"10969","1046459","F","35","WHITE HISPANIC"
"10970","1046459","M","36","WHITE HISPANIC"
"10971","1046459","M","18","WHITE HISPANIC"
"10972","1046459","F","62","WHITE HISPANIC"
"10973","1046459","M","29","WHITE HISPANIC"
"10974","1046459","M","35","WHITE HISPANIC"
"10975","1046463","F","28","WHITE"
"10976","1046464","F",NA,"WHITE"
"10977","1046477","M","32","BLACK"
"10978","1046479","F","44","BLACK"
"10979","1046479","M","29","BLACK"
"10980","1046482","M","22","BLACK"
"10981","1046484","F","65","BLACK"
"10982","1046484","M","27","BLACK"
"10983","1046494","F","21","BLACK"
"10984","1046494","M","27","BLACK"
"10985","1046519","M","28","BLACK"
"10986","1046520","M","58","BLACK"
"10987","1046521","M","37","BLACK"
"10988","1046521","M","25","BLACK"
"10989","1046521","M","26","BLACK"
"10990","1046522","M","24","BLACK"
"10991","1046524","M","47","BLACK"
"10992","1046527","M","35","BLACK"
"10993","1046536","M","24","BLACK"
"10994","1046543","M","21","WHITE HISPANIC"
"10995","1046547","M","23","WHITE HISPANIC"
"10996","1046551","M","41","BLACK"
"10997","1046553","M","25","BLACK"
"10998","1046554","M","36","ASIAN/PACIFIC ISLANDER"
"10999","1046556","F",NA,"WHITE HISPANIC"
"11000","1046562","F",NA,"BLACK"
"11001","1046571","F","20","WHITE"
"11002","1046574","F",NA,"BLACK"
"11003","1046578","M","30","BLACK"
"11004","1046587","F","32","WHITE"
"11005","1046588","F","23","BLACK"
"11006","1046610","F","55","BLACK"
"11007","1046611","F","23","BLACK"
"11008","1046614","M","55","WHITE"
"11009","1046624","M","30","WHITE"
"11010","1046629","M","39","WHITE HISPANIC"
"11011","1046629","F","58","WHITE"
"11012","1046638","M","21","BLACK"
"11013","1046644","F","26","BLACK"
"11014","1046660","M","23","WHITE HISPANIC"
"11015","1046660","M","21","WHITE HISPANIC"
"11016","1046666","F","45","BLACK"
"11017","1046673","M","23","BLACK"
"11018","1046695","F","27","BLACK"
"11019","1046696","F","78","BLACK"
"11020","1046704","F","51","BLACK"
"11021","1046711","F","33","BLACK"
"11022","1046711","F","25","BLACK"
"11023","1046716","M","44","BLACK"
"11024","1046722","M","25","BLACK"
"11025","1046727","M","47","BLACK"
"11026","1046735","F","56","WHITE"
"11027","1046736","M","29","ASIAN/PACIFIC ISLANDER"
"11028","1046736","M","31","ASIAN/PACIFIC ISLANDER"
"11029","1046739","F","43","BLACK"
"11030","1046739","M","27","BLACK"
"11031","1046742","M",NA,"BLACK"
"11032","1046742","F",NA,"BLACK HISPANIC"
"11033","1046748","M",NA,"BLACK HISPANIC"
"11034","1046751","M",NA,"BLACK"
"11035","1046757","M","21","BLACK"
"11036","1046764","M","33","WHITE"
"11037","1046772","F","18","BLACK"
"11038","1046772","M","17","BLACK"
"11039","1046774","F","23","AMER IND/ALASKAN NATIVE"
"11040","1046777","M","21","BLACK"
"11041","1046785","M","24","BLACK"
"11042","1046788","M","20","BLACK"
"11043","1046794","F","55","BLACK"
"11044","1046805","M","24","BLACK"
"11045","1046809","M",NA,"BLACK"
"11046","1046810","M",NA,"WHITE"
"11047","1046811","F","50","BLACK"
"11048","1046813","M","44","BLACK"
"11049","1046813","M","45","BLACK"
"11050","1046815","M","25","BLACK"
"11051","1046840","F","20","WHITE HISPANIC"
"11052","1046849","F",NA,"BLACK"
"11053","1046856","M","36","BLACK"
"11054","1046862","M","22","BLACK"
"11055","1046880","M",NA,"WHITE"
"11056","1046887","M","24","BLACK"
"11057","1046899","F","69","BLACK"
"11058","1046907","M","56","BLACK"
"11059","1046922","M","31","BLACK"
"11060","1046927","M","46","BLACK"
"11061","1046928","M",NA,"BLACK"
"11062","1046928","F",NA,"BLACK"
"11063","1046929","M","24","WHITE"
"11064","1046940","F","22","BLACK"
"11065","1046940","F","37","BLACK"
"11066","1046950","F","36","BLACK"
"11067","1046972","F",NA,"WHITE"
"11068","1046980","F","52","BLACK"
"11069","1046980","M","9","BLACK"
"11070","1046980","M","13","BLACK"
"11071","1046982","M","29","BLACK"
"11072","1046987","M","23","UNKNOWN"
"11073","1046989","M","21","BLACK"
"11074","1047004","M",NA,"BLACK"
"11075","1047010","M","26","BLACK"
"11076","1047011","M","31","WHITE HISPANIC"
"11077","1047030","F","29","BLACK"
"11078","1047032","F","51","BLACK"
"11079","1047032","M","58","BLACK"
"11080","1047034","M","22","WHITE HISPANIC"
"11081","1047034","M",NA,"WHITE HISPANIC"
"11082","1047034","M","27","WHITE HISPANIC"
"11083","1047042","M",NA,"WHITE"
"11084","1047045","M",NA,"BLACK"
"11085","1047064","F","24","BLACK"
"11086","1047064","M","27","BLACK"
"11087","1047069","M","19","BLACK"
"11088","1047071","F",NA,"BLACK"
"11089","1047071","F","41","BLACK"
"11090","1047074","M","26","BLACK"
"11091","1047075","M",NA,"UNKNOWN"
"11092","1047079","M","27","BLACK"
"11093","1047088","F","23","BLACK"
"11094","1047093","M","17","BLACK"
"11095","1047096","F",NA,"WHITE HISPANIC"
"11096","1047096","M","42","WHITE HISPANIC"
"11097","1047098","M","21","BLACK"
"11098","1047101","M","32","BLACK"
"11099","1047104","M",NA,"WHITE HISPANIC"
"11100","1047106","F","34","WHITE HISPANIC"
"11101","1047114","F","23","BLACK"
"11102","1047152","M","32","BLACK"
"11103","1047159","F","66","BLACK"
"11104","1047163","M","32","BLACK"
"11105","1047165","M",NA,"BLACK"
"11106","1047169","M","23","BLACK"
"11107","1047174","M","33","BLACK"
"11108","1047180","M","33","WHITE HISPANIC"
"11109","1047183","M","27","WHITE"
"11110","1047188","M",NA,"BLACK"
"11111","1047193","M","24","BLACK"
"11112","1047201","F","34","WHITE"
"11113","1047216","M","20","BLACK"
"11114","1047217","M","22","BLACK"
"11115","1047220","M","24","BLACK"
"11116","1047229","F","25","BLACK"
"11117","1047237","M","41","BLACK"
"11118","1047240","M","26","BLACK"
"11119","1047240","M","26","BLACK"
"11120","1047240","M","28","BLACK"
"11121","1047240","F","21","BLACK"
"11122","1047241","F",NA,"BLACK"
"11123","1047244","M","29","BLACK"
"11124","1047253","M","36","BLACK"
"11125","1047253","M","49","BLACK"
"11126","1047264","M","23","BLACK"
"11127","1047265","M","19","BLACK"
"11128","1047266","M","37","BLACK"
"11129","1047279","M","21","BLACK"
"11130","1047293","M","65","BLACK"
"11131","1047299","M",NA,"WHITE"
"11132","1047303","M","52","BLACK"
"11133","1047313","M","23","WHITE HISPANIC"
"11134","1047316","M","49","BLACK"
"11135","1047316","M","46","BLACK"
"11136","1047325","M","23","BLACK"
"11137","1047327","M",NA,"BLACK"
"11138","1047327","M",NA,"BLACK"
"11139","1047331","M","38","BLACK"
"11140","1047332","M","39","WHITE HISPANIC"
"11141","1047352","M","28","BLACK"
"11142","1047356","F",NA,"BLACK"
"11143","1047358","M",NA,"BLACK"
"11144","1047366","F","36","BLACK"
"11145","1047369","F","27","BLACK"
"11146","1047369","M","26","BLACK"
"11147","1047380","M","26","BLACK"
"11148","1047391","M","21","BLACK"
"11149","1047391","M","23","BLACK"
"11150","1047402","F","50","BLACK"
"11151","1047411","M",NA,"WHITE HISPANIC"
"11152","1047412","F","14","WHITE"
"11153","1047417","M","27","BLACK"
"11154","1047418","M","59","BLACK"
"11155","1047427","F",NA,"BLACK"
"11156","1047428","M","54","BLACK"
"11157","1047432","M",NA,"WHITE HISPANIC"
"11158","1047433","F",NA,"BLACK"
"11159","1047464","M",NA,"WHITE HISPANIC"
"11160","1047464","M",NA,"WHITE HISPANIC"
"11161","1047467","M","28","BLACK"
"11162","1047471","M",NA,"WHITE HISPANIC"
"11163","1047472","F",NA,"WHITE HISPANIC"
"11164","1047481","F","34","WHITE"
"11165","1047482","M","23","WHITE"
"11166","1047484","M",NA,"WHITE HISPANIC"
"11167","1047505","F","23","BLACK"
"11168","1047507","M","21","BLACK"
"11169","1047509","M","27","BLACK"
"11170","1047511","M","30","BLACK"
"11171","1047520","X",NA,"UNKNOWN"
"11172","1047525","M",NA,"BLACK"
"11173","1047525","M","16","BLACK"
"11174","1047525","M",NA,"BLACK"
"11175","1047525","M","23","BLACK"
"11176","1047528","M","46","BLACK"
"11177","1047529","M",NA,"UNKNOWN"
"11178","1047531","M","22","WHITE"
"11179","1047533","X","24","BLACK"
"11180","1047534","M","29","BLACK"
"11181","1047534","M",NA,"BLACK"
"11182","1047534","M","27","BLACK"
"11183","1047534","M",NA,"BLACK"
"11184","1047534","M",NA,"BLACK"
"11185","1047536","M","37","BLACK"
"11186","1047538","M","35","WHITE HISPANIC"
"11187","1047538","F","30","WHITE"
"11188","1047557","F","40","WHITE"
"11189","1047560","F","21","BLACK"
"11190","1047562","M","52","BLACK"
"11191","1047565","M","20","BLACK"
"11192","1047578","F","30","BLACK"
"11193","1047578","M","22","BLACK"
"11194","1047583","M","22","BLACK"
"11195","1047586","F","20","BLACK"
