"","crid","gender","age","race"
"1","1000009","F","37","WHITE HISPANIC"
"2","1000015","F","35","BLACK"
"3","1000015","F","24","BLACK"
"4","1000020","M","28","BLACK"
"5","1000021","M","26","BLACK"
"6","1000027","F",NA,"BLACK"
"7","1000034","M","27","BLACK"
"8","1000034","M","28","BLACK"
"9","1000043","M","29","BLACK"
"10","1000043","M","36","BLACK"
"11","1000054","F","25","BLACK"
"12","1000055","M","25","BLACK"
"13","1000055","M","26","BLACK"
"14","1000058","M","26","WHITE HISPANIC"
"15","1000067","M",NA,"BLACK"
"16","1000083","M","38","BLACK"
"17","1000085","M","82","WHITE HISPANIC"
"18","1000087","F","26","BLACK"
"19","1000093","M","26","BLACK"
"20","1000098","F","25","BLACK"
"21","1000101","M","27","BLACK"
"22","1000102","M","28","WHITE HISPANIC"
"23","1000104","F","26","BLACK"
"24","1000105","M","27","BLACK HISPANIC"
"25","1000121","F","73","BLACK"
"26","1000128","F","52","BLACK"
"27","1000130","M","38","BLACK"
"28","1000131","F","25","BLACK"
"29","1000134","M","64","BLACK"
"30","1000152","M",NA,"BLACK"
"31","1000172","F","25","WHITE HISPANIC"
"32","1000172","F","27","WHITE HISPANIC"
"33","1000181","M","40","BLACK"
"34","1000182","M","26","BLACK"
"35","1000183","F","30","BLACK"
"36","1000193","F",NA,"WHITE HISPANIC"
"37","1000202","F","22","BLACK"
"38","1000207","M",NA,"WHITE HISPANIC"
"39","1000207","M","27","WHITE HISPANIC"
"40","1000216","M",NA,"BLACK"
"41","1000217","F","37","BLACK"
"42","1000224","M","46","BLACK"
"43","1000235","M","25","BLACK"
"44","1000237","M",NA,"BLACK"
"45","1000242","F","28","BLACK"
"46","1000248","M","33","BLACK"
"47","1000254","F","63","BLACK"
"48","1000254","M",NA,"BLACK"
"49","1000256","M",NA,"WHITE HISPANIC"
"50","1000263","F","31","BLACK"
"51","1000268","M","31","BLACK"
"52","1000270","M","52","BLACK"
"53","1000278","M","29","WHITE HISPANIC"
"54","1000281","F","38","BLACK"
"55","1000291","M",NA,"WHITE HISPANIC"
"56","1000298","M","28","BLACK"
"57","1000301","M","43","BLACK"
"58","1000302","M","26","WHITE"
"59","1000303","M","25","BLACK"
"60","1000305","M",NA,"WHITE HISPANIC"
"61","1000316","M",NA,"WHITE HISPANIC"
"62","1000321","M",NA,"WHITE HISPANIC"
"63","1000322","M","24","BLACK"
"64","1000326","M","41","WHITE HISPANIC"
"65","1000329","M","29","BLACK"
"66","1000356","M","24","BLACK"
"67","1000365","M","30","BLACK"
"68","1000370","F","26","BLACK"
"69","1000370","M","27","BLACK"
"70","1000377","M","36","WHITE"
"71","1000380","M","24","BLACK"
"72","1000381","M","27","BLACK"
"73","1000382","F","24","BLACK"
"74","1000386","M",NA,"UNKNOWN"
"75","1000387","M","27","BLACK"
"76","1000394","M","26","BLACK"
"77","1000402","F","24","BLACK"
"78","1000440","F","26","BLACK"
"79","1000458","F","28","BLACK"
"80","1000468","F","30","BLACK"
"81","1000468","M","30","BLACK"
"82","1000468","F","26","BLACK"
"83","1000468","F","30","BLACK"
"84","1000468","F",NA,"BLACK"
"85","1000472","M","27","BLACK"
"86","1000477","M",NA,"BLACK"
"87","1000477","M","39","BLACK"
"88","1000485","M","29","WHITE HISPANIC"
"89","1000487","M","24","BLACK"
"90","1000489","F","26","WHITE HISPANIC"
"91","1000491","M","25","WHITE HISPANIC"
"92","1000518","M","25","BLACK"
"93","1000520","M",NA,"BLACK"
"94","1000521","M","26","BLACK"
"95","1000524","M","27","WHITE HISPANIC"
"96","1000525","M","61","BLACK"
"97","1000528","M","34","WHITE"
"98","1000542","M","26","BLACK"
"99","1000548","M","30","BLACK"
"100","1000551","M","24","BLACK"
"101","1000552","F","24","BLACK"
"102","1000555","M","40","BLACK"
"103","1000562","M","56","BLACK"
"104","1000563","M",NA,"WHITE"
"105","1000563","M","26","WHITE"
"106","1000576","F","54","WHITE HISPANIC"
"107","1000577","M","27","BLACK"
"108","1000593","M","31","BLACK"
"109","1000598","M","24","BLACK"
"110","1000601","M","33","BLACK"
"111","1000603","F","26","BLACK"
"112","1000607","M","30","BLACK"
"113","1000609","M","25","BLACK"
"114","1000613","M","26","ASIAN/PACIFIC ISLANDER"
"115","1000617","F","26","BLACK"
"116","1000619","M",NA,"AMER IND/ALASKAN NATIVE"
"117","1000620","M","44","BLACK"
"118","1000621","F","53","BLACK"
"119","1000629","M","29","BLACK"
"120","1000635","F","26","BLACK"
"121","1000637","M",NA,"UNKNOWN"
"122","1000641","M","26","AMER IND/ALASKAN NATIVE"
"123","1000646","M","26","BLACK"
"124","1000656","M",NA,"WHITE"
"125","1000682","M","38","BLACK"
"126","1000691","M","41","WHITE HISPANIC"
"127","1000696","M",NA,"BLACK"
"128","1000704","M","40","BLACK"
"129","1000706","M",NA,"WHITE HISPANIC"
"130","1000707","M",NA,"UNKNOWN"
"131","1000708","F","31","BLACK"
"132","1000708","F","33","BLACK"
"133","1000709","F",NA,"BLACK"
"134","1000710","M","30","BLACK"
"135","1000711","M","21","BLACK"
"136","1000717","M","26","BLACK"
"137","1000718","M","48","BLACK"
"138","1000728","F",NA,"BLACK"
"139","1000730","M","25","BLACK"
"140","1000730","M","24","BLACK"
"141","1000733","F",NA,"BLACK"
"142","1000733","F","25","BLACK"
"143","1000751","M",NA,"BLACK"
"144","1000754","F","60","WHITE"
"145","1000755","F","58","BLACK"
"146","1000773","M","22","BLACK"
"147","1000783","F","25","BLACK"
"148","1000792","M",NA,"BLACK"
"149","1000800","F","24","BLACK"
"150","1000802","M","24","BLACK"
"151","1000808","F","45","BLACK"
"152","1000820","M","45","BLACK"
"153","1000821","M","33","BLACK"
"154","1000821","F","33","BLACK"
"155","1000821","F","30","BLACK"
"156","1000826","M","67","WHITE HISPANIC"
"157","1000832","M","24","BLACK"
"158","1000841","M","43","WHITE"
"159","1000845","M","67","BLACK"
"160","1000847","M","38","WHITE"
"161","1000849","M",NA,"BLACK"
"162","1000850","M","43","WHITE HISPANIC"
"163","1000856","M","64","BLACK"
"164","1000857","M","28","BLACK"
"165","1000860","M","35","WHITE"
"166","1000861","F","51","BLACK"
"167","1000872","M","25","BLACK"
"168","1000873","M","55","WHITE HISPANIC"
"169","1000886","M","45","BLACK"
"170","1000890","F","26","BLACK"
"171","1000891","M","39","BLACK"
"172","1000896","M","30","WHITE HISPANIC"
"173","1000898","M","32","BLACK"
"174","1000899","M","26","WHITE HISPANIC"
"175","1000900","M","35","WHITE"
"176","1000908","M",NA,"WHITE"
"177","1000924","M","33","BLACK"
"178","1000927","F","29","BLACK"
"179","1000929","M",NA,"BLACK"
"180","1000929","M",NA,"BLACK"
"181","1000933","M","15","BLACK"
"182","1000933","F","17","BLACK"
"183","1000933","F","17","BLACK"
"184","1000933","F","19","BLACK"
"185","1000933","F","43","BLACK"
"186","1000933","F","23","BLACK"
"187","1000949","M","32","BLACK"
"188","1000951","M","28","WHITE HISPANIC"
"189","1000956","M","38","BLACK"
"190","1000960","M","27","BLACK"
"191","1000961","M","33","BLACK"
"192","1000962","M","29","BLACK"
"193","1000968","M","25","BLACK"
"194","1000976","F","63","BLACK"
"195","1000978","M",NA,"BLACK"
"196","1000984","F","25","BLACK"
"197","1000986","M","37","BLACK"
"198","1000995","M","50","WHITE HISPANIC"
"199","1001001","M",NA,"BLACK"
"200","1001002","F","45","WHITE HISPANIC"
"201","1001024","M","28","BLACK"
"202","1001025","M","29","WHITE HISPANIC"
"203","1001031","M","25","BLACK"
"204","1001031","M","23","BLACK"
"205","1001035","M","23","BLACK"
"206","1001035","M","30","BLACK"
"207","1001044","M","29","BLACK"
"208","1001047","M","34","BLACK"
"209","1001050","M","31","WHITE"
"210","1001054","M","27","WHITE HISPANIC"
"211","1001055","M",NA,"BLACK"
"212","1001082","M","47","BLACK"
"213","1001095","M","36","UNKNOWN"
"214","1001096","F",NA,"BLACK"
"215","1001099","M","45","BLACK"
"216","1001117","F","54","ASIAN/PACIFIC ISLANDER"
"217","1001123","M","26","BLACK"
"218","1001127","F",NA,"BLACK"
"219","1001127","F",NA,"BLACK"
"220","1001141","M",NA,"BLACK"
"221","1001147","M","40","BLACK"
"222","1001166","M","26","BLACK"
"223","1001166","M","36","BLACK"
"224","1001177","F","25","BLACK"
"225","1001202","M",NA,"BLACK"
"226","1001205","M","40","BLACK"
"227","1001207","M","27","WHITE HISPANIC"
"228","1001208","M","36","WHITE"
"229","1001219","M",NA,"BLACK"
"230","1001220","M","31","BLACK"
"231","1001222","M","60","BLACK"
"232","1001223","M","33","BLACK"
"233","1001224","M","31","BLACK"
"234","1001229","M","37","BLACK"
"235","1001232","M","26","BLACK"
"236","1001235","M","28","BLACK"
"237","1001235","M","24","BLACK"
"238","1001235","M","25","BLACK"
"239","1001235","M","26","BLACK"
"240","1001248","M","34","BLACK"
"241","1001278","F","38","WHITE"
"242","1001280","M","38","BLACK"
"243","1001282","M","47","WHITE HISPANIC"
"244","1001283","M","27","BLACK"
"245","1001285","M","59","BLACK"
"246","1001285","M","50","BLACK"
"247","1001288","M","41","WHITE HISPANIC"
"248","1001297","F","33","BLACK"
"249","1001297","M","38","BLACK"
"250","1001301","M","38","BLACK"
"251","1001301","F","15","BLACK"
"252","1001304","F","26","BLACK"
"253","1001312","F","26","BLACK"
"254","1001314","M","27","BLACK"
"255","1001332","M","25","BLACK"
"256","1001338","M","28","WHITE HISPANIC"
"257","1001339","M",NA,"UNKNOWN"
"258","1001341","F",NA,"BLACK"
"259","1001343","M","33","BLACK"
"260","1001348","M","25","BLACK"
"261","1001367","M","24","BLACK"
"262","1001375","M","26","BLACK"
"263","1001382","F","39","BLACK"
"264","1001382","M","40","BLACK"
"265","1001385","M","26","BLACK"
"266","1001395","F","39","BLACK"
"267","1001395","F","49","BLACK"
"268","1001395","F","69","BLACK"
"269","1001395","M","26","BLACK"
"270","1001402","M","26","WHITE HISPANIC"
"271","1001404","M","44","BLACK"
"272","1001406","M",NA,"WHITE"
"273","1001412","M","30","WHITE HISPANIC"
"274","1001419","M","37","WHITE"
"275","1001421","M","37","HISPANIC"
"276","1001449","M",NA,"BLACK"
"277","1001454","M","68","WHITE"
"278","1001456","M",NA,"UNKNOWN"
"279","1001456","F",NA,"UNKNOWN"
"280","1001457","F","60","BLACK"
"281","1001458","F","33","BLACK"
"282","1001458","M","38","BLACK"
"283","1001466","F","24","BLACK"
"284","1001467","F","25","WHITE HISPANIC"
"285","1001467","M","31","WHITE HISPANIC"
"286","1001469","M","28","BLACK"
"287","1001471","M","27","BLACK"
"288","1001476","M","27","BLACK"
"289","1001480","M",NA,"BLACK"
"290","1001492","M","30","ASIAN/PACIFIC ISLANDER"
"291","1001494","M","52","BLACK"
"292","1001499","F","36","WHITE"
"293","1001499","M","37","HISPANIC"
"294","1001509","M",NA,"WHITE"
"295","1001515","M","34","BLACK"
"296","1001517","F","61","BLACK"
"297","1001525","F","27","WHITE"
"298","1001527","M","25","BLACK"
"299","1001539","F","52","BLACK"
"300","1001544","M","26","WHITE HISPANIC"
"301","1001547","M","24","BLACK"
"302","1001550","M","28","BLACK"
"303","1001554","M","24","BLACK"
"304","1001555","M","25","BLACK"
"305","1001556","M","40","WHITE"
"306","1001558","M","29","BLACK"
"307","1001574","M","36","BLACK"
"308","1001576","M","32","BLACK"
"309","1001578","M","35","BLACK"
"310","1001578","M","27","BLACK"
"311","1001581","F",NA,"UNKNOWN"
"312","1001588","M","40","BLACK"
"313","1001596","M","24","ASIAN/PACIFIC ISLANDER"
"314","1001605","M","27","BLACK"
"315","1001607","M","35","BLACK"
"316","1001608","M","26","WHITE"
"317","1001609","F","29","BLACK"
"318","1001610","M","56","WHITE"
"319","1001628","M","23","BLACK"
"320","1001628","M",NA,"BLACK"
"321","1001628","M",NA,"BLACK"
"322","1001639","M","25","BLACK"
"323","1001642","M","90","BLACK"
"324","1001649","M","41","BLACK"
"325","1001657","M","26","BLACK"
"326","1001659","M",NA,"BLACK"
"327","1001668","M","25","BLACK"
"328","1001670","M","47","BLACK"
"329","1001680","M","28","BLACK"
"330","1001701","M","26","BLACK"
"331","1001716","M","39","BLACK"
"332","1001724","F","81","WHITE"
"333","1001732","F","53","BLACK"
"334","1001743","M",NA,"BLACK"
"335","1001745","F","47","BLACK"
"336","1001751","F","34","BLACK"
"337","1001753","M","40","BLACK"
"338","1001758","M","26","BLACK"
"339","1001761","M","49","BLACK"
"340","1001766","M","49","BLACK"
"341","1001768","F","52","WHITE"
"342","1001769","M","26","BLACK"
"343","1001785","F",NA,"BLACK"
"344","1001789","M","25","BLACK"
"345","1001790","F","36","WHITE"
"346","1001791","F","22","BLACK"
"347","1001791","M","29","BLACK"
"348","1001791","M","30","BLACK"
"349","1001794","M","27","BLACK"
"350","1001811","M","37","BLACK"
"351","1001812","M","38","WHITE HISPANIC"
"352","1001813","M","49","BLACK"
"353","1001815","M","25","BLACK HISPANIC"
"354","1001817","M","33","BLACK"
"355","1001821","M","30","BLACK"
"356","1001829","M","25","BLACK"
"357","1001830","M","44","BLACK"
"358","1001832","M","32","BLACK"
"359","1001832","M","35","BLACK"
"360","1001840","F","24","BLACK"
"361","1001843","M","22","BLACK"
"362","1001844","M","23","BLACK"
"363","1001847","M","28","WHITE"
"364","1001866","M","25","BLACK"
"365","1001870","M","55","BLACK"
"366","1001870","M",NA,"BLACK"
"367","1001871","F","26","BLACK"
"368","1001871","F","26","BLACK"
"369","1001880","F",NA,"BLACK"
"370","1001897","M","34","WHITE HISPANIC"
"371","1001898","F","33","WHITE HISPANIC"
"372","1001903","M","40","BLACK"
"373","1001909","M","36","WHITE"
"374","1001910","M","32","BLACK"
"375","1001925","M","20","BLACK"
"376","1001925","M","17","BLACK"
"377","1001927","F","59","BLACK"
"378","1001928","F","47","BLACK"
"379","1001929","F","25","BLACK"
"380","1001930","M","28","BLACK"
"381","1001932","F",NA,"UNKNOWN"
"382","1001932","M",NA,"UNKNOWN"
"383","1001933","M","31","BLACK HISPANIC"
"384","1001938","M",NA,"BLACK"
"385","1001941","F","48","BLACK"
"386","1001990","F","25","BLACK"
"387","1002001","M","25","BLACK"
"388","1002004","M","24","BLACK"
"389","1002007","F","59","BLACK"
"390","1002009","M","26","BLACK"
"391","1002012","M","29","WHITE"
"392","1002013","M","31","BLACK"
"393","1002014","M","27","BLACK"
"394","1002017","F","28","BLACK"
"395","1002019","M","45","WHITE HISPANIC"
"396","1002022","M","23","BLACK"
"397","1002025","M","40","BLACK"
"398","1002029","M",NA,"WHITE"
"399","1002029","M",NA,"WHITE"
"400","1002031","F",NA,"BLACK"
"401","1002052","M",NA,"BLACK"
"402","1002053","M","26","BLACK"
"403","1002054","M","27","BLACK"
"404","1002057","F","34","BLACK"
"405","1002058","F","53","BLACK"
"406","1002061","F",NA,"BLACK"
"407","1002062","M",NA,"WHITE"
"408","1002072","M","34","BLACK"
"409","1002082","M",NA,"BLACK"
"410","1002085","M","75","WHITE"
"411","1002088","M",NA,"WHITE"
"412","1002090","M",NA,"BLACK"
"413","1002091","M",NA,"BLACK"
"414","1002099","F","77","WHITE"
"415","1002104","M","44","HISPANIC"
"416","1002115","M","44","BLACK"
"417","1002119","M","26","WHITE HISPANIC"
"418","1002122","M","26","BLACK"
"419","1002129","F","24","BLACK"
"420","1002140","M",NA,"BLACK"
"421","1002144","M","38","WHITE HISPANIC"
"422","1002145","M",NA,"BLACK"
"423","1002145","M",NA,"BLACK"
"424","1002149","M","31","WHITE"
"425","1002155","F","27","BLACK"
"426","1002159","M","60","BLACK"
"427","1002160","M","29","BLACK"
"428","1002164","M",NA,"BLACK"
"429","1002165","M","25","WHITE HISPANIC"
"430","1002169","M","49","BLACK"
"431","1002171","M",NA,"WHITE HISPANIC"
"432","1002171","M","28","WHITE HISPANIC"
"433","1002173","F","61","BLACK"
"434","1002180","M","28","BLACK"
"435","1002180","M","52","UNKNOWN"
"436","1002182","M","25","BLACK"
"437","1002189","M","25","WHITE HISPANIC"
"438","1002190","F","26","BLACK"
"439","1002194","M","43","BLACK"
"440","1002196","M","27","BLACK"
"441","1002197","F","89","WHITE"
"442","1002197","F","89","WHITE"
"443","1002202","M","28","BLACK"
"444","1002207","M","30","BLACK"
"445","1002208","M","24","BLACK"
"446","1002220","F","43","BLACK"
"447","1002221","M","28","BLACK"
"448","1002225","F",NA,"BLACK"
"449","1002227","F",NA,"BLACK"
"450","1002239","F","46","BLACK"
"451","1002244","M","27","BLACK"
"452","1002251","M","53","WHITE"
"453","1002269","M",NA,"UNKNOWN"
"454","1002269","M",NA,"UNKNOWN"
"455","1002280","M","21","WHITE"
"456","1002280","M","21","WHITE"
"457","1002287","M",NA,"BLACK"
"458","1002300","M","52","BLACK"
"459","1002323","M",NA,"WHITE HISPANIC"
"460","1002326","F","31","BLACK"
"461","1002337","M","33","BLACK"
"462","1002337","M","40","BLACK"
"463","1002338","M","24","BLACK"
"464","1002341","M","26","BLACK"
"465","1002341","M",NA,"BLACK"
"466","1002351","M","44","BLACK"
"467","1002354","M",NA,"BLACK"
"468","1002362","M","35","BLACK"
"469","1002364","M","41","BLACK"
"470","1002365","M","27","BLACK"
"471","1002371","M","62","BLACK"
"472","1002371","M",NA,"BLACK"
"473","1002373","F","42","BLACK"
"474","1002374","M","25","BLACK"
"475","1002374","M","25","BLACK"
"476","1002374","M","26","BLACK"
"477","1002374","M","24","BLACK"
"478","1002374","M","29","BLACK"
"479","1002374","M","23","BLACK"
"480","1002390","M",NA,"WHITE HISPANIC"
"481","1002405","F",NA,"WHITE"
"482","1002413","M","25","BLACK"
"483","1002413","M","24","WHITE"
"484","1002418","M",NA,"UNKNOWN"
"485","1002419","M",NA,"UNKNOWN"
"486","1002420","F",NA,"BLACK"
"487","1002421","F","60","BLACK"
"488","1002432","M","27","BLACK"
"489","1002432","M","30","BLACK"
"490","1002440","F","51","BLACK"
"491","1002442","M",NA,"UNKNOWN"
"492","1002443","M",NA,"UNKNOWN"
"493","1002444","M",NA,"UNKNOWN"
"494","1002445","F",NA,"UNKNOWN"
"495","1002450","F",NA,"BLACK"
"496","1002459","M","26","ASIAN/PACIFIC ISLANDER"
"497","1002462","F",NA,"UNKNOWN"
"498","1002466","M",NA,"UNKNOWN"
"499","1002467","M","37","BLACK"
"500","1002468","M","26","BLACK"
"501","1002473","F","48","WHITE"
"502","1002473","F","42","WHITE"
"503","1002475","M","33","BLACK"
"504","1002490","F","28","WHITE HISPANIC"
"505","1002503","F","30","BLACK"
"506","1002513","M","25","BLACK"
"507","1002515","M","42","WHITE HISPANIC"
"508","1002521","F","35","BLACK"
"509","1002523","M","24","BLACK"
"510","1002540","X",NA,"UNKNOWN"
"511","1002541","X",NA,"UNKNOWN"
"512","1002542","F",NA,"BLACK"
"513","1002550","F","29","BLACK"
"514","1002552","M","25","BLACK"
"515","1002554","M","26","BLACK"
"516","1002554","M","26","BLACK"
"517","1002556","F","39","WHITE"
"518","1002559","M","30","WHITE HISPANIC"
"519","1002561","F","23","BLACK"
"520","1002566","F","26","BLACK"
"521","1002567","M",NA,"UNKNOWN"
"522","1002568","M","38","BLACK"
"523","1002569","M","45","BLACK"
"524","1002573","M","29","BLACK"
"525","1002584","F","30","BLACK"
"526","1002585","M",NA,"WHITE"
"527","1002597","M","40","BLACK"
"528","1002616","M",NA,"WHITE"
"529","1002616","M",NA,"WHITE"
"530","1002617","F","26","BLACK"
"531","1002617","F","43","BLACK"
"532","1002618","M",NA,"BLACK"
"533","1002626","F","30","BLACK"
"534","1002633","M","31","BLACK"
"535","1002637","M","28","BLACK"
"536","1002638","M","27","BLACK"
"537","1002642","M","27","BLACK"
"538","1002654","M","35","WHITE HISPANIC"
"539","1002654","M","26","WHITE HISPANIC"
"540","1002662","M","29","BLACK"
"541","1002663","F","26","BLACK"
"542","1002665","M","45","BLACK"
"543","1002666","M","72","BLACK"
"544","1002667","M","47","BLACK"
"545","1002668","M","35","BLACK"
"546","1002681","M",NA,"BLACK"
"547","1002682","M",NA,"WHITE HISPANIC"
"548","1002686","F",NA,"BLACK"
"549","1002693","M","22","BLACK"
"550","1002694","M","28","BLACK"
"551","1002698","M","47","WHITE"
"552","1002699","F","26","BLACK"
"553","1002707","M","37","BLACK"
"554","1002716","M","51","WHITE"
"555","1002716","M","54","WHITE"
"556","1002719","M","26","BLACK"
"557","1002725","M",NA,"UNKNOWN"
"558","1002726","M",NA,"UNKNOWN"
"559","1002731","M","26","WHITE HISPANIC"
"560","1002735","M","34","BLACK"
"561","1002735","M","25","BLACK"
"562","1002736","F","36","BLACK"
"563","1002737","M","26","BLACK"
"564","1002752","F",NA,"BLACK"
"565","1002761","M","29","BLACK"
"566","1002762","M","44","BLACK"
"567","1002795","M","40","BLACK"
"568","1002801","F","26","BLACK"
"569","1002802","M","26","BLACK"
"570","1002806","M","26","BLACK"
"571","1002811","M","23","BLACK"
"572","1002813","F","42","BLACK"
"573","1002815","F","22","BLACK"
"574","1002823","M","56","BLACK"
"575","1002824","M","50","BLACK"
"576","1002825","M","36","BLACK"
"577","1002825","M",NA,"BLACK"
"578","1002825","M","37","BLACK"
"579","1002826","F","52","WHITE HISPANIC"
"580","1002826","M","52","WHITE HISPANIC"
"581","1002829","M","26","BLACK"
"582","1002837","M","45","BLACK"
"583","1002848","M","30","BLACK"
"584","1002853","M","25","BLACK"
"585","1002856","M","33","BLACK"
"586","1002871","M","44","BLACK"
"587","1002872","M","33","WHITE HISPANIC"
"588","1002873","F","26","BLACK"
"589","1002879","M",NA,"UNKNOWN"
"590","1002887","M","62","BLACK"
"591","1002890","M","47","BLACK"
"592","1002891","M",NA,"BLACK"
"593","1002893","M","39","BLACK"
"594","1002895","M",NA,"UNKNOWN"
"595","1002895","M",NA,"UNKNOWN"
"596","1002895","M",NA,"UNKNOWN"
"597","1002895","M",NA,"UNKNOWN"
"598","1002903","M","29","BLACK"
"599","1002903","M","30","BLACK"
"600","1002911","M",NA,"WHITE HISPANIC"
"601","1002912","M",NA,"BLACK"
"602","1002918","M","44","WHITE HISPANIC"
"603","1002928","F","28","UNKNOWN"
"604","1002929","M","25","BLACK"
"605","1002929","F","23","BLACK"
"606","1002933","M","26","BLACK"
"607","1002951","M","25","BLACK"
"608","1002952","M","36","BLACK"
"609","1002967","M","31","BLACK"
"610","1002969","M","26","BLACK"
"611","1002976","F","28","BLACK"
"612","1002992","M","27","BLACK"
"613","1002993","F","24","BLACK"
"614","1003016","M",NA,"BLACK"
"615","1003025","M","59","BLACK"
"616","1003032","M","42","BLACK"
"617","1003033","M","35","UNKNOWN"
"618","1003040","M",NA,"WHITE"
"619","1003040","M",NA,"WHITE"
"620","1003046","M","94","BLACK"
"621","1003051","M",NA,"WHITE HISPANIC"
"622","1003054","M","36","BLACK HISPANIC"
"623","1003060","M","25","BLACK"
"624","1003066","M","43","BLACK"
"625","1003071","F","38","WHITE"
"626","1003073","M",NA,"WHITE HISPANIC"
"627","1003073","F",NA,"WHITE HISPANIC"
"628","1003077","F","103","WHITE"
"629","1003093","M","26","BLACK"
"630","1003102","M","40","WHITE HISPANIC"
"631","1003102","F",NA,"WHITE HISPANIC"
"632","1003106","F","50","BLACK"
"633","1003107","M","38","BLACK"
"634","1003125","M",NA,"BLACK"
"635","1003135","M","26","BLACK"
"636","1003136","F","32","BLACK"
"637","1003146","F","41","BLACK"
"638","1003156","F",NA,"BLACK"
"639","1003160","M","26","BLACK"
"640","1003162","F",NA,"WHITE"
"641","1003165","F",NA,"UNKNOWN"
"642","1003166","F",NA,"ASIAN/PACIFIC ISLANDER"
"643","1003168","M",NA,"BLACK"
"644","1003168","F","50","BLACK"
"645","1003169","M","47","WHITE"
"646","1003170","F","47","BLACK"
"647","1003171","M","41","BLACK"
"648","1003178","F","27","BLACK"
"649","1003185","M","31","BLACK"
"650","1003188","M","22","BLACK"
"651","1003193","M",NA,"BLACK"
"652","1003193","M",NA,"BLACK"
"653","1003207","M","23","BLACK"
"654","1003212","X",NA,"UNKNOWN"
"655","1003225","M","72","WHITE"
"656","1003227","M","26","BLACK"
"657","1003227","M","24","BLACK"
"658","1003229","F",NA,"WHITE"
"659","1003230","F","26","WHITE HISPANIC"
"660","1003233","M","28","BLACK"
"661","1003235","F","28","BLACK"
"662","1003235","F","29","BLACK"
"663","1003242","M","42","UNKNOWN"
"664","1003245","F",NA,"BLACK"
"665","1003246","M",NA,"WHITE HISPANIC"
"666","1003246","M",NA,"WHITE"
"667","1003251","M","62","BLACK"
"668","1003253","M","41","BLACK"
"669","1003259","M",NA,"BLACK"
"670","1003278","F","78","WHITE"
"671","1003291","M","26","BLACK"
"672","1003301","F","25","BLACK"
"673","1003309","M",NA,"WHITE HISPANIC"
"674","1003312","M","30","WHITE HISPANIC"
"675","1003312","M","35","WHITE HISPANIC"
"676","1003315","M",NA,"UNKNOWN"
"677","1003316","M","49","BLACK"
"678","1003317","F",NA,"BLACK"
"679","1003317","M","50","BLACK"
"680","1003320","F","26","BLACK"
"681","1003323","M","25","BLACK"
"682","1003325","M",NA,"BLACK"
"683","1003325","M","23","BLACK"
"684","1003325","M","24","BLACK"
"685","1003331","M",NA,"WHITE"
"686","1003346","M","25","BLACK"
"687","1003363","F",NA,"WHITE"
"688","1003368","M",NA,"BLACK HISPANIC"
"689","1003370","M","36","WHITE"
"690","1003373","M","25","WHITE HISPANIC"
"691","1003374","M","31","BLACK"
"692","1003379","M","37","BLACK"
"693","1003391","M","49","BLACK"
"694","1003392","M","28","BLACK"
"695","1003406","F","50","WHITE"
"696","1003418","F",NA,"BLACK"
"697","1003434","M",NA,"BLACK"
"698","1003439","M","44","HISPANIC"
"699","1003445","M","41","BLACK"
"700","1003447","M",NA,"BLACK"
"701","1003452","M","36","BLACK"
"702","1003470","M","26","BLACK"
"703","1003472","M","42","BLACK"
"704","1003472","F",NA,"BLACK"
"705","1003478","M","51","BLACK"
"706","1003479","M","26","BLACK"
"707","1003488","F","24","BLACK"
"708","1003489","F","36","WHITE"
"709","1003490","F","26","BLACK"
"710","1003494","F",NA,"BLACK"
"711","1003497","M","24","BLACK"
"712","1003507","F","25","BLACK"
"713","1003530","F","24","WHITE"
"714","1003531","F","22","BLACK"
"715","1003542","M",NA,"BLACK"
"716","1003542","M","25","BLACK"
"717","1003542","M","25","BLACK"
"718","1003543","F","22","BLACK"
"719","1003544","M","37","BLACK"
"720","1003566","M",NA,"WHITE"
"721","1003571","M",NA,"WHITE HISPANIC"
"722","1003585","M","34","BLACK"
"723","1003587","M",NA,"UNKNOWN"
"724","1003595","M","24","BLACK"
"725","1003595","M","72","BLACK"
"726","1003595","M","24","BLACK"
"727","1003605","M","23","BLACK"
"728","1003618","M","59","WHITE"
"729","1003619","M",NA,"BLACK"
"730","1003619","M","44","BLACK"
"731","1003627","M","26","WHITE HISPANIC"
"732","1003627","F","26","WHITE HISPANIC"
"733","1003631","F","27","BLACK"
"734","1003641","F","27","WHITE HISPANIC"
"735","1003642","M","44","BLACK"
"736","1003646","F","52","BLACK"
"737","1003647","M","25","BLACK"
"738","1003648","F",NA,"BLACK"
"739","1003651","M","34","BLACK"
"740","1003652","M","36","WHITE HISPANIC"
"741","1003654","F","55","BLACK"
"742","1003655","M","38","BLACK"
"743","1003658","M","22","BLACK"
"744","1003659","M","50","BLACK"
"745","1003672","M","24","BLACK"
"746","1003675","F","21","BLACK"
"747","1003681","F",NA,"WHITE HISPANIC"
"748","1003681","F",NA,"WHITE HISPANIC"
"749","1003685","F",NA,"BLACK"
"750","1003688","F",NA,"WHITE"
"751","1003691","M","58","BLACK"
"752","1003701","M","39","BLACK"
"753","1003713","M","34","BLACK"
"754","1003717","F",NA,"BLACK"
"755","1003730","M","27","BLACK"
"756","1003734","M","56","WHITE HISPANIC"
"757","1003735","M","26","BLACK"
