crid,gender,age,race
1008045,M,NA,BLACK
1008046,F,57,BLACK
1008047,M,NA,WHITE
1008048,M,43,BLACK
1008049,F,29,WHITE HISPANIC
1008050,F,46,BLACK
1008051,M,33,BLACK
1008052,F,39,BLACK
1008054,F,48,WHITE
1008056,M,NA,UNKNOWN
1008057,M,29,WHITE HISPANIC
1008058,M,71,BLACK
1008060,F,52,BLACK
1008061,M,32,WHITE
1008062,F,35,WHITE
1008063,M,68,WHITE
1008068,F,51,BLACK
1008069,M,45,BLACK
1008071,F,53,BLACK
1008074,M,NA,BLACK
1008075,F,59,WHITE
1008076,F,NA,BLACK
1008077,M,NA,BLACK
1008078,F,28,BLACK
1008079,M,59,BLACK
1008080,M,42,UNKNOWN
1008081,M,NA,BLACK
1008083,F,34,WHITE
1008084,M,55,BLACK
1008085,M,30,BLACK
1008086,F,48,BLACK
1008087,F,44,BLACK
1008088,M,63,WHITE
1008090,F,52,BLACK
1008091,F,28,WHITE
1008092,F,37,BLACK
1008093,F,58,BLACK
1008094,M,46,BLACK
1008095,M,43,BLACK
1008096,M,NA,WHITE HISPANIC
1008096,F,48,WHITE
1008096,M,48,WHITE
1008097,F,57,BLACK
1008098,F,51,BLACK
1008099,F,53,WHITE
1008100,F,49,WHITE
1008102,M,NA,WHITE
1008102,F,49,WHITE
1008103,M,38,BLACK
1008104,M,44,BLACK
1008105,M,42,BLACK
1008106,F,33,BLACK
1008107,F,39,BLACK
1008108,M,34,BLACK
1008109,M,32,BLACK
1008110,M,49,WHITE
1008112,F,47,BLACK
1008113,M,37,BLACK
1008115,M,40,WHITE
1008116,M,36,BLACK
1008117,F,31,WHITE
1008118,M,32,BLACK
1008119,F,68,BLACK
1008121,M,67,BLACK
1008123,M,41,WHITE
1008124,M,68,BLACK
1008125,F,33,BLACK
1008126,F,83,BLACK
1008126,F,59,BLACK
1008127,F,46,BLACK
1008128,M,64,WHITE
1008129,F,NA,BLACK
1008130,F,68,BLACK
1008131,M,33,UNKNOWN
1008132,F,NA,BLACK
1008133,M,NA,UNKNOWN
1008134,M,52,WHITE
1008135,M,NA,BLACK
1008136,M,34,WHITE HISPANIC
1008137,F,NA,WHITE
1008138,F,58,WHITE
1008140,M,NA,BLACK
1008141,F,34,WHITE
1008142,M,57,BLACK
1008143,F,NA,BLACK
1008144,M,36,WHITE HISPANIC
1008145,M,58,WHITE
1008146,M,NA,BLACK
1008146,M,38,BLACK
1008148,M,39,BLACK
1008148,M,56,BLACK
1008149,F,43,BLACK
1008151,M,30,BLACK
1008152,M,36,BLACK
1008154,F,28,BLACK
1008155,M,28,BLACK
1008157,F,38,BLACK
1008158,M,39,BLACK
1008159,F,68,WHITE HISPANIC
1008161,F,49,BLACK
1008161,M,26,BLACK
1008162,M,52,BLACK
1008163,F,NA,BLACK
1008164,M,46,BLACK
1008165,M,61,BLACK
1008166,M,39,WHITE
1008166,F,47,WHITE
1008166,F,49,WHITE
1008167,M,32,BLACK
1008168,M,39,BLACK
1008169,M,28,WHITE HISPANIC
1008170,F,67,BLACK
1008171,M,61,WHITE
1008171,M,NA,BLACK
1008172,M,50,BLACK
1008173,M,33,BLACK
1008174,M,NA,BLACK
1008175,F,54,WHITE
1008176,M,45,BLACK
1008177,F,NA,BLACK
1008178,M,45,WHITE
1008179,F,NA,BLACK
1008180,M,NA,UNKNOWN
1008181,F,NA,UNKNOWN
1008181,M,32,WHITE HISPANIC
1008182,M,NA,UNKNOWN
1008184,M,71,BLACK
1008185,F,48,WHITE HISPANIC
1008186,M,40,BLACK
1008187,F,67,BLACK HISPANIC
1008188,M,37,BLACK
1008189,M,63,BLACK
1008193,F,41,BLACK
1008194,M,47,BLACK
1008195,M,29,WHITE HISPANIC
1008197,F,54,WHITE
1008198,F,NA,BLACK
1008199,M,37,WHITE
1008200,F,NA,WHITE
1008201,F,33,BLACK
1008202,M,57,WHITE
1008203,F,42,BLACK
1008204,M,47,BLACK
1008205,F,66,WHITE
1008206,M,NA,WHITE
1008207,F,65,WHITE
1008208,M,NA,BLACK
1008209,F,64,WHITE
1008211,M,34,WHITE HISPANIC
1008212,M,32,ASIAN/PACIFIC ISLANDER
1008213,M,30,WHITE HISPANIC
1008214,F,42,WHITE HISPANIC
1008215,M,37,BLACK
1008216,M,57,WHITE
1008216,M,67,BLACK
1008217,M,33,WHITE HISPANIC
1008219,F,48,WHITE
1008220,M,31,BLACK
1008221,F,69,WHITE
1008222,F,NA,BLACK
1008223,M,33,BLACK
1008224,M,NA,WHITE
1008224,M,NA,UNKNOWN
1008225,M,64,WHITE
1008226,M,NA,UNKNOWN
1008227,M,NA,WHITE
1008228,M,65,WHITE
1008230,F,54,BLACK
1008232,M,42,BLACK
1008233,M,30,BLACK
1008234,M,NA,WHITE
1008235,F,NA,BLACK
1008237,M,31,BLACK
1008238,F,41,HISPANIC
1008238,M,68,UNKNOWN
1008240,F,33,WHITE HISPANIC
1008241,F,52,BLACK
1008242,F,39,BLACK
1008243,M,36,HISPANIC
1008245,F,25,WHITE
1008245,M,45,WHITE HISPANIC
1008247,M,NA,WHITE
1008248,M,68,WHITE
1008249,F,29,BLACK
1008250,M,43,WHITE
1008251,M,75,WHITE HISPANIC
1008252,F,46,BLACK
1008253,F,NA,BLACK
1008258,F,39,BLACK
1008259,F,33,BLACK
1008260,M,38,BLACK
1008262,M,69,WHITE
1008264,M,52,BLACK
1008267,F,61,BLACK
1008269,F,47,BLACK
1008271,M,34,BLACK
1008272,F,60,WHITE
1008273,F,42,UNKNOWN
1008274,F,43,BLACK HISPANIC
1008275,F,43,WHITE HISPANIC
1008277,M,44,BLACK
1008278,M,48,BLACK
1008279,M,52,WHITE
1008280,M,48,BLACK
1008281,M,47,BLACK
1008282,M,44,BLACK
1008283,F,37,BLACK
1008284,F,45,BLACK
1008285,M,56,WHITE HISPANIC
1008287,F,NA,BLACK
1008288,F,48,WHITE HISPANIC
1008290,M,52,WHITE
1008291,M,46,BLACK
1008293,M,NA,BLACK
1008294,F,NA,WHITE HISPANIC
1008295,M,48,BLACK
1008296,F,44,BLACK
1008297,M,36,WHITE HISPANIC
1008299,M,62,BLACK
1008300,M,40,WHITE HISPANIC
1008301,F,35,BLACK
1008302,F,39,BLACK
1008303,M,28,BLACK
1008304,M,46,BLACK
1008305,M,45,WHITE
1008306,F,46,BLACK
1008307,M,50,BLACK
1008308,F,55,WHITE HISPANIC
1008309,M,25,BLACK
1008310,F,32,BLACK
1008311,M,60,WHITE
1008312,F,39,BLACK
1008314,F,44,WHITE HISPANIC
1008315,M,38,BLACK
1008316,M,40,WHITE HISPANIC
1008318,M,39,BLACK
1008320,M,46,BLACK
1008320,F,40,BLACK
1008322,M,34,BLACK
1008323,F,65,WHITE
1008324,M,46,BLACK
1008325,M,32,BLACK
1008326,M,33,BLACK
1008328,F,30,BLACK
1008330,M,66,WHITE
1008331,F,44,BLACK
1008332,M,NA,BLACK
1008332,M,66,WHITE
1008333,F,31,BLACK
1008334,M,57,WHITE
1008336,M,32,WHITE HISPANIC
1008337,F,36,WHITE
1008338,M,41,WHITE HISPANIC
1008339,F,51,BLACK
1008342,M,57,WHITE
1008344,M,57,WHITE
1008346,M,31,WHITE
1008346,M,43,WHITE
1008347,F,34,BLACK
1008349,M,NA,BLACK
1008352,F,37,BLACK
1008353,F,43,WHITE
1008354,M,33,BLACK
1008355,M,48,BLACK
1008357,M,NA,BLACK
1008358,F,45,BLACK
1008359,M,60,BLACK
1008360,M,45,BLACK
1008361,M,27,BLACK
1008362,F,NA,BLACK
1008364,M,54,BLACK
1008366,M,58,BLACK
1008367,M,NA,WHITE
1008368,M,33,BLACK
1008371,M,61,WHITE
1008374,F,NA,WHITE
1008376,F,NA,WHITE
1008379,F,39,BLACK
1008381,F,37,BLACK
1008382,F,28,BLACK
1008383,M,49,BLACK
1008384,M,34,WHITE HISPANIC
1008385,M,44,WHITE HISPANIC
1008386,M,32,BLACK
1008387,M,NA,BLACK
1008388,M,27,BLACK
1008389,M,34,BLACK
1008390,M,33,BLACK
1008391,M,47,BLACK
1008392,M,40,WHITE
1008393,F,61,WHITE
1008395,M,52,BLACK
1008396,M,32,BLACK
1008397,M,38,BLACK
1008398,F,NA,BLACK
1008402,F,44,BLACK
1008403,M,73,BLACK
1008404,M,70,WHITE
1008406,F,39,BLACK
1008407,F,44,BLACK
1008408,M,40,BLACK
1008409,F,31,BLACK
1008411,M,29,BLACK
1008413,M,42,BLACK
1008414,M,29,BLACK
1008415,M,37,BLACK
1008417,M,28,WHITE HISPANIC
1008418,F,39,BLACK
1008419,M,55,BLACK
1008420,F,31,WHITE
1008421,M,NA,BLACK
1008421,F,NA,BLACK
1008422,M,38,BLACK
1008423,F,71,BLACK
1008424,M,75,BLACK
1008425,M,55,BLACK
1008426,M,55,BLACK
1008427,F,NA,BLACK
1008428,F,47,BLACK
1008430,F,149,WHITE HISPANIC
1008431,F,42,WHITE
1008432,F,31,WHITE HISPANIC
1008434,M,68,BLACK
1008435,M,51,BLACK
1008439,F,30,BLACK
1008440,M,20,BLACK
1008441,F,43,BLACK
1008442,F,45,BLACK HISPANIC
1008444,M,41,BLACK
1008445,M,NA,UNKNOWN
1008446,M,52,BLACK
1008448,F,43,BLACK
1008451,M,59,BLACK
1008452,M,43,BLACK
1008454,F,61,BLACK
1008455,F,47,BLACK
1008457,M,33,BLACK
1008458,M,64,BLACK
1008459,F,NA,BLACK
1008460,M,62,BLACK
1008461,F,NA,UNKNOWN
1008461,F,65,HISPANIC
1008462,F,82,BLACK
1008463,F,46,WHITE HISPANIC
1008464,F,52,UNKNOWN
1008465,M,59,WHITE
1008466,F,NA,BLACK
1008467,F,60,BLACK
1008468,M,54,BLACK
1008469,F,NA,UNKNOWN
1008470,F,51,BLACK
1008471,F,36,WHITE
1008473,M,60,BLACK
1008474,F,52,BLACK
1008476,M,44,BLACK
1008478,M,59,WHITE
1008480,M,NA,BLACK
1008481,F,41,BLACK
1008482,M,41,BLACK
1008483,F,29,BLACK
1008485,M,41,BLACK
1008486,M,30,WHITE HISPANIC
1008487,M,62,WHITE
1008488,M,51,WHITE
1008489,M,54,WHITE
1008491,M,46,BLACK
1008492,F,50,WHITE
1008493,M,33,BLACK
1008494,M,48,BLACK
1008496,M,44,WHITE
1008497,M,39,BLACK
1008498,F,59,WHITE
1008499,M,39,BLACK
1008500,F,NA,BLACK
1008501,M,32,BLACK
1008502,F,34,BLACK
1008503,M,33,BLACK
1008504,M,46,BLACK
1008505,M,40,BLACK
1008506,M,50,BLACK
1008508,M,54,WHITE
1008509,M,54,WHITE
1008510,F,54,BLACK
1008511,F,73,WHITE
1008511,F,75,WHITE
1008513,M,35,BLACK
1008514,F,49,BLACK
1008515,F,50,WHITE HISPANIC
1008516,M,63,WHITE
1008518,F,54,HISPANIC
1008518,M,66,WHITE
1008519,F,55,BLACK
1008521,M,28,WHITE HISPANIC
1008522,M,68,WHITE
1008523,M,37,BLACK
1008524,F,54,BLACK
1008526,M,35,BLACK
1008527,M,38,WHITE HISPANIC
1008528,F,47,BLACK
1008529,F,39,WHITE
1008530,F,32,WHITE
1008531,M,52,BLACK
1008532,M,71,WHITE
1008534,F,36,BLACK
1008535,M,29,BLACK
1008537,F,33,BLACK
1008538,F,57,BLACK
1008539,M,49,BLACK
1008540,F,39,BLACK
1008541,M,38,WHITE
1008542,F,40,BLACK
1008543,F,31,WHITE
1008544,M,54,BLACK
1008546,M,34,WHITE HISPANIC
1008549,F,NA,WHITE HISPANIC
1008550,M,NA,BLACK
1008550,F,47,BLACK
1008551,F,40,BLACK
1008553,M,66,WHITE
1008554,M,31,BLACK
1008555,M,NA,BLACK
1008556,M,52,BLACK
1008557,F,NA,BLACK
1008558,F,53,HISPANIC
1008559,F,44,WHITE HISPANIC
1008560,F,36,WHITE
1008561,F,46,BLACK
1008562,F,36,BLACK
1008563,F,61,BLACK
1008564,M,57,BLACK
1008565,F,59,BLACK
1008566,M,47,WHITE
1008566,M,NA,BLACK
1008566,M,57,WHITE
1008572,F,44,BLACK
1008573,F,61,BLACK
1008574,M,33,BLACK
1008575,M,NA,WHITE
1008576,F,52,BLACK
1008579,F,55,BLACK
1008580,M,28,BLACK
1008581,F,NA,BLACK
1008583,F,60,BLACK
1008584,M,38,BLACK
1008585,M,57,BLACK
1008587,F,NA,BLACK
1008588,M,57,BLACK
1008589,M,NA,UNKNOWN
1008590,F,NA,UNKNOWN
1008591,M,42,WHITE HISPANIC
1008592,M,47,BLACK
1008593,F,42,BLACK
1008595,M,56,WHITE HISPANIC
1008596,F,57,BLACK
1008597,F,54,WHITE
1008598,F,51,BLACK
1008603,M,41,BLACK
1008604,M,27,WHITE HISPANIC
1008607,M,44,BLACK
1008608,F,72,BLACK
1008609,F,56,WHITE
1008611,M,49,WHITE
1008612,M,51,BLACK
1008613,F,NA,BLACK
1008614,M,37,WHITE
1008615,M,30,WHITE HISPANIC
1008616,M,63,BLACK
1008618,F,32,WHITE HISPANIC
1008619,M,57,BLACK
1008622,M,NA,UNKNOWN
1008623,F,30,BLACK
1008624,M,51,AMER IND/ALASKAN NATIVE
1008625,M,38,BLACK
1008626,M,NA,BLACK
1008627,M,61,HISPANIC
1008628,F,NA,BLACK
1008629,M,48,BLACK
1008631,F,62,WHITE
1008632,M,NA,BLACK
1008633,M,60,BLACK
1008634,F,50,BLACK
1008635,F,62,WHITE
1008636,M,52,BLACK
1008637,M,46,BLACK
1008638,F,44,BLACK
1008639,F,45,BLACK
1008640,F,51,WHITE
1008641,F,62,WHITE
1008643,F,32,BLACK
1008644,M,28,WHITE HISPANIC
1008645,F,53,BLACK
1008646,F,53,BLACK
1008647,F,60,BLACK
1008648,M,44,BLACK
1008649,F,40,BLACK
1008650,M,NA,WHITE HISPANIC
1008654,F,32,BLACK
1008655,M,NA,BLACK
1008656,M,48,BLACK
1008656,F,53,BLACK
1008657,M,70,WHITE
1008658,M,57,WHITE
1008659,M,NA,BLACK
1008662,M,70,BLACK
1008663,M,49,WHITE
1008667,M,69,BLACK
1008668,M,69,BLACK
1008669,M,NA,BLACK
1008670,M,51,BLACK
1008671,F,57,WHITE
1008673,F,NA,BLACK
1008674,M,43,WHITE HISPANIC
1008677,M,27,BLACK
1008678,F,43,BLACK
1008681,M,55,BLACK
1008682,M,63,BLACK
1008683,M,NA,BLACK
1008684,F,NA,UNKNOWN
1008685,M,36,BLACK
1008686,M,39,WHITE HISPANIC
1008687,M,33,BLACK
1008688,F,NA,BLACK
1008689,F,NA,WHITE HISPANIC
1008691,F,47,BLACK
1008692,M,35,BLACK
1008693,F,51,BLACK
1008694,F,40,WHITE HISPANIC
1008694,M,44,WHITE HISPANIC
1008695,M,62,WHITE
1008697,F,53,BLACK
1008698,F,45,BLACK
1008699,M,45,WHITE HISPANIC
1008701,M,32,BLACK
1008703,M,27,BLACK
1008704,M,48,WHITE
1008705,F,54,BLACK HISPANIC
1008706,F,41,WHITE HISPANIC
1008707,M,41,BLACK
1008708,F,38,BLACK
1008709,M,46,BLACK
1008710,M,61,WHITE HISPANIC
1008711,M,47,BLACK
1008712,F,39,BLACK
1008712,M,55,WHITE
1008714,M,57,BLACK
1008715,M,39,WHITE
1008717,M,49,BLACK
1008718,M,40,BLACK
1008719,M,36,BLACK
1008720,F,67,BLACK
1008721,F,37,BLACK
1008722,M,52,WHITE
1008722,F,82,WHITE
1008723,F,NA,BLACK
1008723,F,62,BLACK
1008724,M,25,BLACK
1008725,M,47,WHITE
1008727,M,50,WHITE
1008727,M,NA,WHITE
1008732,F,39,BLACK
1008733,M,54,BLACK
1008734,F,49,BLACK
1008735,M,60,BLACK
1008736,M,35,WHITE
1008737,F,38,BLACK
1008738,F,NA,BLACK
1008740,M,39,ASIAN/PACIFIC ISLANDER
1008741,F,42,WHITE HISPANIC
1008743,M,40,BLACK
1008744,M,NA,BLACK
1008745,M,34,WHITE HISPANIC
1008746,F,NA,BLACK
1008747,F,43,BLACK
1008749,M,NA,UNKNOWN
1008750,M,NA,UNKNOWN
1008751,M,NA,BLACK
1008752,M,30,BLACK
1008753,M,NA,BLACK
1008754,M,31,WHITE
1008755,M,140,WHITE HISPANIC
1008756,M,NA,BLACK
1008757,F,33,BLACK
1008758,X,NA,UNKNOWN
1008759,M,27,BLACK
1008760,F,18,WHITE HISPANIC
1008761,F,60,BLACK
1008762,F,48,WHITE HISPANIC
1008764,M,NA,WHITE HISPANIC
1008765,M,NA,WHITE HISPANIC
1008766,F,54,BLACK
1008766,F,32,BLACK
1008767,M,55,HISPANIC
1008768,M,NA,UNKNOWN
1008769,M,NA,BLACK
1008770,M,NA,UNKNOWN
1008771,M,58,BLACK
1008772,M,35,BLACK
1008773,M,52,WHITE
1008774,M,53,BLACK
1008775,M,NA,BLACK
1008776,M,43,BLACK
1008777,F,NA,BLACK
1008778,F,37,BLACK
1008779,M,43,BLACK
1008782,F,63,BLACK
1008783,F,36,WHITE
1008784,F,42,WHITE HISPANIC
1008785,M,46,WHITE
1008785,F,61,BLACK
1008786,M,57,BLACK
1008787,M,38,WHITE
1008788,F,NA,BLACK
1008789,F,44,BLACK
1008791,M,30,WHITE HISPANIC
1008792,M,65,UNKNOWN
1008793,M,44,WHITE
1008795,M,43,BLACK
1008796,M,36,BLACK
1008797,M,NA,WHITE
1008798,M,NA,WHITE HISPANIC
1008799,F,45,BLACK
1008800,M,64,WHITE
1008801,M,NA,UNKNOWN
1008801,M,NA,UNKNOWN
1008802,M,54,BLACK
1008803,M,NA,UNKNOWN
1008804,M,NA,UNKNOWN
1008805,F,NA,WHITE
1008809,F,58,WHITE
1008810,M,62,BLACK
1008811,M,53,BLACK
1008812,F,52,BLACK
1008813,F,34,BLACK
1008814,M,NA,WHITE
1008816,M,NA,BLACK
1008817,M,40,BLACK
1008818,M,53,WHITE HISPANIC
1008820,F,38,BLACK
1008821,M,45,BLACK
1008822,M,29,BLACK
1008824,F,36,BLACK
1008825,M,NA,BLACK
1008826,M,54,BLACK
1008828,F,60,BLACK
1008829,M,63,WHITE
1008829,M,47,ASIAN/PACIFIC ISLANDER
1008831,F,29,AMER IND/ALASKAN NATIVE
1008832,F,60,BLACK
1008833,F,49,BLACK
1008834,F,62,BLACK
1008835,F,57,BLACK
1008837,F,35,BLACK
1008838,F,64,BLACK
1008839,F,64,BLACK
1008840,M,62,WHITE
1008841,F,47,BLACK
1008842,M,41,BLACK
1008844,M,59,WHITE
1008845,M,NA,WHITE HISPANIC
1008847,M,50,BLACK
1008848,F,NA,WHITE
1008849,M,NA,BLACK
1008850,M,54,BLACK
1008851,F,46,BLACK
1008853,M,37,BLACK
1008854,F,32,BLACK
1008855,M,57,BLACK
1008856,F,35,BLACK
1008857,F,32,BLACK
1008858,M,42,WHITE
1008860,F,32,BLACK
1008862,M,NA,BLACK
1008863,F,49,BLACK
1008866,F,64,WHITE
1008868,M,49,BLACK
1008869,M,32,BLACK
1008870,M,32,BLACK
1008871,F,48,WHITE
1008872,F,49,BLACK
1008873,F,48,WHITE
1008874,M,37,BLACK
1008876,M,44,WHITE
1008877,M,NA,UNKNOWN
1008878,M,NA,UNKNOWN
1008879,F,53,BLACK
1008881,M,47,WHITE HISPANIC
1008882,F,34,BLACK
1008883,M,30,WHITE HISPANIC
1008884,M,64,HISPANIC
1008886,F,NA,BLACK
1008887,M,47,UNKNOWN
1008888,F,56,BLACK
1008889,M,33,BLACK
1008891,F,43,WHITE HISPANIC
1008892,M,43,BLACK
1008893,F,46,BLACK
1008894,F,43,WHITE
1008895,M,35,WHITE
1008896,M,48,WHITE
1008897,M,59,BLACK
1008899,M,44,WHITE HISPANIC
1008900,M,NA,WHITE HISPANIC
1008901,F,32,BLACK
1008904,M,58,BLACK
1008906,M,61,BLACK
1008907,M,41,BLACK
1008908,M,54,BLACK
1008910,M,32,BLACK
1008911,M,63,HISPANIC
1008912,F,59,BLACK
1008912,M,28,BLACK
1008913,F,29,WHITE
1008914,F,47,BLACK
1008915,F,68,BLACK
1008918,M,57,BLACK
1008919,F,60,WHITE HISPANIC
1008920,M,36,WHITE
1008921,F,48,BLACK
1008922,F,NA,WHITE
1008923,M,36,WHITE HISPANIC
1008924,F,29,BLACK
1008926,F,57,BLACK
1008927,F,29,BLACK
1008928,F,63,BLACK
1008929,M,38,WHITE HISPANIC
1008934,M,57,WHITE
1008936,M,40,BLACK
1008937,F,64,BLACK
1008938,M,37,BLACK
1008939,F,48,BLACK
1008941,M,43,WHITE HISPANIC
1008942,M,33,WHITE HISPANIC
1008943,M,44,WHITE
1008945,M,NA,BLACK
1008946,M,34,BLACK
1008947,F,41,BLACK
1008948,F,59,WHITE
1008950,M,46,BLACK
1008951,F,47,BLACK
1008952,F,38,BLACK
1008953,F,32,BLACK
1008955,M,35,BLACK
1008957,M,30,BLACK
1008958,F,NA,BLACK
1008959,M,48,WHITE HISPANIC
1008959,F,NA,WHITE HISPANIC
1008960,M,34,WHITE HISPANIC
1008961,M,41,WHITE
1008963,F,NA,BLACK
1008964,M,NA,WHITE HISPANIC
1008965,M,26,BLACK
1008967,F,55,WHITE HISPANIC
1008968,M,62,BLACK
1008970,M,38,BLACK
1008971,M,28,BLACK
1008972,F,NA,WHITE HISPANIC
1008973,M,55,BLACK
1008974,F,44,BLACK
1008975,F,56,BLACK
1008976,F,54,BLACK
1008977,M,38,WHITE
1008978,M,42,BLACK
1008979,F,29,BLACK
1008980,M,32,BLACK
1008981,F,61,BLACK
1008983,F,NA,BLACK
1008984,M,46,WHITE HISPANIC
1008987,M,32,WHITE
1008988,M,33,BLACK
1008989,F,48,BLACK
1008990,M,40,BLACK
1008991,M,NA,BLACK
1008992,M,49,BLACK
1008993,M,38,BLACK
1008997,M,29,BLACK
1008998,M,NA,BLACK
1008999,M,54,WHITE
1009002,F,34,BLACK
1009004,F,44,WHITE HISPANIC
1009005,F,38,BLACK
1009007,M,40,WHITE HISPANIC
1009009,M,78,BLACK
1009011,F,50,BLACK
1009012,F,28,WHITE HISPANIC
1009013,M,41,WHITE
1009015,M,NA,BLACK
1009016,M,53,WHITE
1009017,F,NA,WHITE
1009017,F,NA,BLACK
1009019,M,65,BLACK
1009020,F,56,WHITE
1009021,M,37,BLACK
1009022,F,43,WHITE
1009023,M,32,BLACK
1009024,F,44,WHITE
1009026,F,46,BLACK HISPANIC
1009027,F,69,BLACK
1009029,M,42,BLACK
1009031,M,NA,BLACK
1009032,M,NA,BLACK
1009033,M,NA,BLACK
1009034,M,48,WHITE
1009035,F,32,WHITE
1009038,M,54,WHITE
1009039,M,NA,UNKNOWN
1009040,M,59,BLACK
1009040,F,NA,UNKNOWN
1009041,M,60,BLACK
1009044,F,34,WHITE HISPANIC
1009046,F,59,WHITE
1009047,F,34,BLACK
1009048,F,42,BLACK
1009051,F,41,BLACK
1009052,M,52,UNKNOWN
1009053,M,46,BLACK
1009054,M,41,WHITE
1009055,M,41,BLACK
1009056,M,44,WHITE
1009057,M,NA,BLACK
1009058,M,35,WHITE HISPANIC
1009059,M,61,HISPANIC
1009061,M,47,BLACK
1009062,M,35,BLACK
1009063,M,65,BLACK
1009065,M,60,BLACK
1009066,M,49,HISPANIC
1009066,M,47,WHITE
1009068,M,NA,WHITE HISPANIC
1009069,M,NA,UNKNOWN
1009070,M,47,BLACK HISPANIC
1009073,F,28,BLACK
1009075,F,60,WHITE
1009076,M,36,WHITE
1009079,F,40,WHITE HISPANIC
1009080,F,61,BLACK
1009082,F,55,BLACK
1009083,M,45,BLACK
1009087,M,52,BLACK
1009088,F,41,WHITE
1009089,F,48,BLACK
1009090,M,51,WHITE
1009091,M,49,BLACK
1009094,F,NA,BLACK
1009096,F,50,BLACK
1009099,F,48,BLACK
1009100,F,34,BLACK
1009101,F,NA,BLACK
1009101,M,39,BLACK
1009102,M,36,BLACK
1009103,M,54,WHITE
1009104,M,NA,BLACK
1009105,M,56,BLACK
1009107,M,35,BLACK
1009108,F,50,BLACK
1009109,F,58,BLACK
1009110,M,50,BLACK
1009111,F,36,BLACK
1009113,M,32,WHITE
1009115,M,44,BLACK
1009116,M,44,BLACK
1009117,M,47,WHITE
1009118,F,60,BLACK
1009119,F,57,BLACK
1009120,M,36,BLACK
1009122,M,41,BLACK
1009123,M,53,WHITE HISPANIC
1009124,F,43,BLACK
1009125,M,89,BLACK
1009126,F,42,BLACK
1009127,F,43,BLACK
1009128,M,34,WHITE HISPANIC
1009130,F,35,BLACK
1009131,F,39,BLACK
1009132,F,55,BLACK
1009133,F,63,WHITE
1009134,F,41,BLACK
1009135,F,47,BLACK
1009136,M,29,WHITE
1009137,F,49,BLACK
1009139,F,NA,WHITE
1009140,F,74,WHITE HISPANIC
1009141,F,44,BLACK
1009142,M,49,WHITE
1009143,F,34,BLACK
1009144,F,62,BLACK
1009145,F,56,BLACK
1009146,M,NA,BLACK
1009147,F,NA,WHITE
1009148,F,58,BLACK
1009149,F,36,BLACK
1009150,M,43,BLACK
1009151,M,34,WHITE
1009152,M,35,BLACK
1009153,F,43,BLACK
1009154,M,NA,BLACK
1009157,M,50,WHITE
1009158,M,40,BLACK
1009160,M,42,BLACK
1009161,F,43,WHITE
1009162,M,NA,BLACK
1009164,F,53,WHITE
1009165,M,50,BLACK
1009166,F,40,BLACK
1009167,F,62,BLACK
1009167,F,79,BLACK
1009168,F,NA,BLACK
1009170,M,NA,WHITE
1009173,F,NA,BLACK
1009174,M,60,WHITE
1009175,M,79,WHITE
1009176,F,57,WHITE
1009177,F,60,BLACK
1009181,F,65,BLACK
1009182,M,43,WHITE HISPANIC
1009183,M,42,BLACK
1009184,M,33,BLACK
1009185,M,55,BLACK
1009186,F,52,WHITE
1009187,M,30,BLACK
1009188,M,47,BLACK
1009189,F,40,BLACK
1009190,F,NA,WHITE HISPANIC
1009191,F,59,BLACK
1009192,F,44,BLACK
1009193,M,58,WHITE
1009195,M,45,HISPANIC
1009196,F,NA,BLACK
1009197,F,33,WHITE HISPANIC
1009198,M,53,WHITE
1009199,M,NA,BLACK
1009200,M,38,BLACK
1009201,M,41,WHITE HISPANIC
1009203,M,55,BLACK
1009204,F,35,WHITE HISPANIC
1009205,F,33,BLACK
1009206,M,54,WHITE HISPANIC
1009208,M,46,BLACK
1009210,M,72,BLACK
1009211,M,76,BLACK
1009212,F,89,BLACK
1009214,F,NA,WHITE
1009215,M,46,WHITE HISPANIC
1009218,M,36,BLACK
1009219,M,58,WHITE
1009221,F,NA,UNKNOWN
1009222,M,52,BLACK
1009223,M,57,BLACK
1009224,M,NA,UNKNOWN
1009225,X,42,UNKNOWN
1009226,M,38,WHITE
1009227,F,60,WHITE HISPANIC
1009228,F,34,BLACK
1009228,F,28,BLACK
1009230,F,40,WHITE HISPANIC
1009231,M,37,WHITE HISPANIC
1009233,F,33,BLACK
1009235,M,27,WHITE
1009236,M,27,BLACK
1009237,F,54,BLACK
1009238,M,26,BLACK
1009242,F,60,BLACK
1009243,M,38,BLACK
1009244,F,47,BLACK
1009245,F,38,BLACK
1009246,M,NA,UNKNOWN
1009247,M,43,WHITE
1009249,M,50,WHITE HISPANIC
1009250,M,34,BLACK
1009251,M,65,WHITE
1009252,M,57,BLACK
1009254,M,33,BLACK
1009255,F,56,BLACK
1009258,M,53,BLACK
1009259,M,50,BLACK
1009260,F,42,BLACK
1009261,F,NA,BLACK
1009262,M,37,BLACK HISPANIC
1009264,F,26,WHITE HISPANIC
1009265,M,43,BLACK
1009266,M,42,BLACK
1009268,M,37,BLACK
1009269,F,41,BLACK
1009270,F,44,WHITE HISPANIC
1009271,M,48,WHITE HISPANIC
1009272,M,44,BLACK
1009274,F,36,WHITE HISPANIC
1009275,M,NA,BLACK
1009276,F,NA,WHITE HISPANIC
1009277,F,48,BLACK
1009278,M,50,BLACK
1009279,M,64,BLACK
1009280,F,55,BLACK
