Original_Dataset,Column_Name,Non_Null_Count,Unique_Count,Object_Type
p046957 - report 3 - police officer witness data xi.xls,CRID,27922,12606,int64
p046957 - report 3 - police officer witness data xi.xls,Officer_Witness,27914,11636,object
p046957 - report 3 - police officer witness data xi.xls,Officer_Witness_Gender,27922,3,object
p046957 - report 3 - police officer witness data xi.xls,Officer_Witness_Race,27922,8,object
p046957 - report 3 - police officer witness data xi.xls,Officer_Witness_Star,20032,7826,object
p046957 - report 3 - police officer witness data xi.xls,Officer_Witness_Birth_Year,27150,71,float64
p046957 - report 3 - police officer witness data xi.xls,Officer_Witness_Date_Appointed,27149,408,datetime64[ns]
p046957 - report 3 - police officer witness data xi.xls,FOIA_Request_Number,27922,1,object
p046957 - report 3 - police officer witness data xi.xls,Report_Produced_Date,27922,1,object
