CRID,Gender,Age,Race
1000976,F,62.893150684931506,BLACK
1000984,F,24.972602739726025,BLACK
1000986,M,37.010958904109586,BLACK
1000995,M,50.11780821917808,WHITE HISPANIC
1001002,F,45.221917808219175,WHITE HISPANIC
1001024,M,27.75068493150685,BLACK
1001025,M,29.232876712328768,WHITE HISPANIC
1001031,M,24.67945205479452,BLACK
1001031,M,23.295890410958904,BLACK
1001035,M,23.44109589041096,BLACK
1001035,M,30.284931506849315,BLACK
1001044,M,29.12876712328767,BLACK
1001047,M,34.484931506849314,BLACK
1001050,M,31.432876712328767,WHITE
1001054,M,27.295890410958904,WHITE HISPANIC
1001082,M,46.55068493150685,BLACK
1001095,M,36.13698630136986,UNKNOWN
1001099,M,44.96164383561644,BLACK
1001117,F,54.347945205479455,ASIAN/PACIFIC ISLANDER
1001123,M,26.04109589041096,BLACK
1001147,M,39.55890410958904,BLACK
1001166,M,26.186301369863013,BLACK
1001166,M,36.15890410958904,BLACK
1001177,F,24.975342465753425,BLACK
1001205,M,39.9945205479452,BLACK
1001207,M,26.66027397260274,WHITE HISPANIC
1001208,M,36.45479452054794,WHITE
1001220,M,30.80821917808219,BLACK
1001222,M,59.9041095890411,BLACK
1001223,M,33.3041095890411,BLACK
1001224,M,30.80821917808219,BLACK
1001229,M,37.273972602739725,BLACK
1001232,M,26.054794520547944,BLACK
1001235,M,28.18904109589041,BLACK
1001235,M,23.8,BLACK
1001235,M,25.20821917808219,BLACK
1001235,M,26.2,BLACK
1001248,M,33.68493150684932,BLACK
1001278,F,38.25753424657534,WHITE
1001280,M,38.33698630136986,BLACK
1001282,M,47.4,WHITE HISPANIC
1001283,M,27.230136986301368,BLACK
1001285,M,59.0054794520548,BLACK
1001285,M,50.14794520547945,BLACK
1001288,M,41.0054794520548,WHITE HISPANIC
1001297,F,33.4,BLACK
1001297,M,37.73972602739726,BLACK
1001301,M,38.13972602739726,BLACK
1001301,F,15.389041095890411,BLACK
1001304,F,25.504109589041096,BLACK
1001312,F,26.353424657534248,BLACK
1001314,M,27.15068493150685,BLACK
1001332,M,24.627397260273973,BLACK
1001338,M,28.33972602739726,WHITE HISPANIC
1001343,M,32.84109589041096,BLACK
1001348,M,24.687671232876713,BLACK
1001367,M,24.19178082191781,BLACK
1001375,M,26.0,BLACK
1001382,F,39.14246575342466,BLACK
1001382,M,39.64657534246575,BLACK
1001385,M,26.076712328767123,BLACK
1001395,F,39.0054794520548,BLACK
1001395,F,49.26849315068493,BLACK
1001395,F,69.4876712328767,BLACK
1001395,M,26.358904109589037,BLACK
1001402,M,25.71780821917808,WHITE HISPANIC
1001404,M,43.72054794520548,BLACK
1001412,M,30.27397260273973,WHITE HISPANIC
1001419,M,37.47123287671233,WHITE
1001421,M,37.0958904109589,HISPANIC
1001454,M,67.76164383561644,WHITE
1001457,F,59.72054794520548,BLACK
1001458,F,32.827397260273976,BLACK
1001458,M,37.83287671232877,BLACK
1001466,F,24.224657534246575,BLACK
1001467,F,24.86849315068493,WHITE HISPANIC
1001467,M,31.405479452054795,WHITE HISPANIC
1001469,M,27.517808219178082,BLACK
1001471,M,27.482191780821918,BLACK
1001476,M,27.104109589041094,BLACK
1001492,M,30.076712328767123,ASIAN/PACIFIC ISLANDER
1001494,M,51.75890410958904,BLACK
1001499,F,36.413698630136984,WHITE
1001499,M,37.0958904109589,HISPANIC
1001515,M,33.93424657534247,BLACK
1001517,F,61.397260273972606,BLACK
1001525,F,27.427397260273974,WHITE
1001527,M,24.953424657534246,BLACK
1001539,F,52.057534246575344,BLACK
1001544,M,25.780821917808222,WHITE HISPANIC
1001547,M,24.134246575342466,BLACK
1001550,M,28.087671232876716,BLACK
1001554,M,24.4,BLACK
1001555,M,25.268493150684932,BLACK
1001556,M,40.13972602739726,WHITE
1001558,M,28.854794520547944,BLACK
1001574,M,35.68219178082192,BLACK
1001576,M,31.93150684931507,BLACK
1001578,M,35.24383561643835,BLACK
1001578,M,27.18082191780822,BLACK
1001588,M,40.361643835616434,BLACK
1001596,M,23.79178082191781,ASIAN/PACIFIC ISLANDER
1001605,M,26.5972602739726,BLACK
1001607,M,35.24383561643835,BLACK
1001608,M,25.824657534246576,WHITE
1001609,F,29.315068493150683,BLACK
1001610,M,56.26575342465753,WHITE
1001628,M,23.34794520547945,BLACK
1001639,M,24.761643835616436,BLACK
1001642,M,90.14794520547945,BLACK
1001649,M,40.85479452054794,BLACK
1001657,M,26.413698630136988,BLACK
1001668,M,24.953424657534246,BLACK
1001670,M,47.12602739726028,BLACK
1001680,M,27.926027397260274,BLACK
1001701,M,25.553424657534247,BLACK
1001716,M,38.827397260273976,BLACK
1001724,F,81.14520547945204,WHITE
1001732,F,53.221917808219175,BLACK
1001745,F,47.323287671232876,BLACK
1001751,F,33.654794520547945,BLACK
1001753,M,40.178082191780824,BLACK
1001758,M,26.221917808219178,BLACK
1001761,M,48.83287671232877,BLACK
1001766,M,49.36164383561644,BLACK
1001768,F,52.443835616438356,WHITE
1001769,M,26.419178082191777,BLACK
1001789,M,24.561643835616437,BLACK
1001790,F,35.57808219178082,WHITE
1001791,F,21.816438356164387,BLACK
1001791,M,28.561643835616437,BLACK
1001791,M,30.02191780821918,BLACK
1001794,M,26.55890410958904,BLACK
1001811,M,37.30684931506849,BLACK
1001812,M,37.9041095890411,WHITE HISPANIC
1001813,M,49.32876712328767,BLACK
1001815,M,24.630136986301366,BLACK HISPANIC
1001817,M,33.00821917808219,BLACK
1001821,M,30.449315068493153,BLACK
1001829,M,25.39178082191781,BLACK
1001830,M,44.08219178082192,BLACK
1001832,M,32.33972602739726,BLACK
1001832,M,34.843835616438355,BLACK
1001840,F,23.816438356164387,BLACK
1001843,M,21.745205479452057,BLACK
1001844,M,22.569863013698633,BLACK
1001847,M,27.673972602739727,WHITE
1001866,M,25.435616438356163,BLACK
1001870,M,55.317808219178076,BLACK
1001871,F,25.53698630136986,BLACK
1001871,F,25.53698630136986,BLACK
1001897,M,33.961643835616435,WHITE HISPANIC
1001898,F,33.221917808219175,WHITE HISPANIC
1001903,M,40.48219178082192,BLACK
1001909,M,36.35068493150685,WHITE
1001910,M,32.04109589041096,BLACK
1001925,M,19.96164383561644,BLACK
1001925,M,17.284931506849315,BLACK
1001927,F,58.69041095890411,BLACK
1001928,F,47.326027397260276,BLACK
1001929,F,25.265753424657532,BLACK
1001930,M,28.394520547945202,BLACK
1001933,M,30.67671232876712,BLACK HISPANIC
1001941,F,47.73698630136986,BLACK
1001990,F,25.358904109589037,BLACK
1002001,M,24.78630136986301,BLACK
1002004,M,23.616438356164384,BLACK
1002007,F,59.090410958904116,BLACK
1002009,M,25.761643835616436,BLACK
1002012,M,29.438356164383563,WHITE
1002013,M,31.410958904109588,BLACK
1002014,M,27.490410958904107,BLACK
1002017,F,27.967123287671235,BLACK
1002019,M,45.468493150684935,WHITE HISPANIC
1002022,M,22.893150684931506,BLACK
1002025,M,39.85753424657534,BLACK
1002053,M,26.216438356164385,BLACK
1002054,M,27.27123287671233,BLACK
1002057,F,33.989041095890414,BLACK
1002058,F,52.657534246575345,BLACK
1002072,M,34.446575342465756,BLACK
1002085,M,74.68767123287671,WHITE
1002099,F,76.70958904109588,WHITE
1002104,M,44.14246575342466,HISPANIC
1002115,M,43.865753424657534,BLACK
1002119,M,26.345205479452055,WHITE HISPANIC
1002122,M,25.93150684931507,BLACK
1002129,F,24.47671232876712,BLACK
1002144,M,38.12328767123288,WHITE HISPANIC
1002149,M,30.802739726027397,WHITE
1002155,F,27.46575342465753,BLACK
1002159,M,59.630136986301366,BLACK
1002160,M,29.364383561643834,BLACK
1002165,M,24.704109589041096,WHITE HISPANIC
1002169,M,48.602739726027394,BLACK
1002171,M,28.413698630136988,WHITE HISPANIC
1002173,F,61.40273972602739,BLACK
1002180,M,27.893150684931506,BLACK
1002180,M,52.11780821917808,UNKNOWN
1002182,M,25.197260273972603,BLACK
1002189,M,24.96164383561644,WHITE HISPANIC
1002190,F,25.66027397260274,BLACK
1002194,M,42.73150684931507,BLACK
1002196,M,26.9972602739726,BLACK
1002197,F,88.64657534246575,WHITE
1002197,F,88.92328767123288,WHITE
1002202,M,27.616438356164384,BLACK
1002207,M,30.054794520547944,BLACK
1002208,M,23.778082191780822,BLACK
1002220,F,43.32054794520548,BLACK
1002221,M,28.369863013698634,BLACK
1002239,F,46.30958904109589,BLACK
1002244,M,26.756164383561647,BLACK
1002251,M,53.16712328767123,WHITE
1002280,M,21.350684931506848,WHITE
1002280,M,21.350684931506848,WHITE
1002300,M,51.69315068493151,BLACK
1002326,F,30.641095890410963,BLACK
1002337,M,33.33150684931507,BLACK
1002337,M,40.227397260273975,BLACK
1002338,M,24.057534246575344,BLACK
1002341,M,25.84931506849315,BLACK
1002351,M,44.342465753424655,BLACK
1002362,M,34.775342465753425,BLACK
1002364,M,40.890410958904106,BLACK
1002365,M,26.813698630136987,BLACK
1002371,M,62.11780821917808,BLACK
1002373,F,41.88219178082192,BLACK
1002374,M,24.74794520547945,BLACK
1002374,M,24.74794520547945,BLACK
1002374,M,25.975342465753425,BLACK
1002374,M,24.04931506849315,BLACK
1002374,M,28.97808219178082,BLACK
1002374,M,23.19178082191781,BLACK
1002413,M,24.816438356164387,BLACK
1002413,M,24.27397260273973,WHITE
1002421,F,59.99726027397261,BLACK
1002432,M,26.60821917808219,BLACK
1002432,M,30.416438356164385,BLACK
1002440,F,50.99726027397261,BLACK
1002459,M,26.167123287671235,ASIAN/PACIFIC ISLANDER
1002467,M,36.78630136986301,BLACK
1002468,M,25.835616438356166,BLACK
1002473,F,47.909589041095884,WHITE
1002473,F,41.909589041095884,WHITE
1002475,M,32.97808219178082,BLACK
1002490,F,27.509589041095893,WHITE HISPANIC
1002503,F,29.972602739726025,BLACK
1002513,M,25.350684931506848,BLACK
1002515,M,42.08767123287671,WHITE HISPANIC
1002521,F,34.6027397260274,BLACK
1002523,M,24.328767123287673,BLACK
1002550,F,28.8,BLACK
1002552,M,25.487671232876714,BLACK
1002554,M,25.813698630136987,BLACK
1002554,M,25.898630136986302,BLACK
1002556,F,38.69315068493151,WHITE
1002559,M,30.246575342465754,WHITE HISPANIC
1002561,F,22.71780821917808,BLACK
1002566,F,25.93698630136986,BLACK
1002568,M,38.41917808219178,BLACK
1002569,M,44.85205479452055,BLACK
1002573,M,29.197260273972603,BLACK
1002584,F,30.33424657534247,BLACK
1002597,M,39.83561643835616,BLACK
1002617,F,25.767123287671232,BLACK
1002617,F,43.37260273972603,BLACK
1002626,F,30.306849315068494,BLACK
1002633,M,30.863013698630137,BLACK
1002637,M,27.84931506849315,BLACK
1002638,M,26.509589041095893,BLACK
1002642,M,26.52328767123288,BLACK
1002654,M,34.64109589041096,WHITE HISPANIC
1002654,M,26.172602739726027,WHITE HISPANIC
1002662,M,29.24931506849315,BLACK
1002663,F,25.715068493150685,BLACK
1002665,M,45.139726027397266,BLACK
1002666,M,72.03561643835616,BLACK
1002667,M,47.3013698630137,BLACK
1002668,M,35.3972602739726,BLACK
1002693,M,21.98082191780822,BLACK
1002694,M,28.32054794520548,BLACK
1002698,M,46.865753424657534,WHITE
1002699,F,25.87123287671233,BLACK
1002707,M,37.43013698630137,BLACK
1002716,M,50.673972602739724,WHITE
1002716,M,54.484931506849314,WHITE
1002719,M,25.994520547945204,BLACK
1002731,M,26.257534246575343,WHITE HISPANIC
1002735,M,34.15890410958904,BLACK
1002735,M,25.216438356164385,BLACK
1002736,F,36.45753424657534,BLACK
1002737,M,26.14246575342466,BLACK
1002761,M,29.043835616438354,BLACK
1002762,M,44.45753424657534,BLACK
1002795,M,40.21095890410959,BLACK
1002801,F,26.183561643835613,BLACK
1002802,M,26.383561643835616,BLACK
1002806,M,26.34794520547945,BLACK
1002811,M,23.446575342465753,BLACK
1002813,F,42.030136986301365,BLACK
1002815,F,21.687671232876713,BLACK
1002823,M,55.846575342465755,BLACK
1002824,M,50.210958904109596,BLACK
1002825,M,36.298630136986304,BLACK
1002825,M,37.14246575342466,BLACK
1002826,F,52.035616438356165,WHITE HISPANIC
1002826,M,52.12054794520548,WHITE HISPANIC
1002829,M,25.74794520547945,BLACK
1002837,M,44.59726027397261,BLACK
1002848,M,29.8,BLACK
1002853,M,25.238356164383564,BLACK
1002856,M,32.71506849315068,BLACK
1002871,M,43.61643835616438,BLACK
1002872,M,33.345205479452055,WHITE HISPANIC
1002873,F,25.794520547945204,BLACK
1002887,M,62.460273972602735,BLACK
1002890,M,46.794520547945204,BLACK
1002893,M,38.85479452054794,BLACK
1002903,M,28.715068493150685,BLACK
1002903,M,30.27123287671233,BLACK
1002918,M,44.23013698630137,WHITE HISPANIC
1002928,F,27.813698630136987,UNKNOWN
1002929,M,25.12054794520548,BLACK
1002929,F,22.87671232876712,BLACK
1002933,M,26.424657534246577,BLACK
1002951,M,25.430136986301367,BLACK
1002952,M,35.54520547945206,BLACK
1002967,M,31.19178082191781,BLACK
1002969,M,25.621917808219177,BLACK
1002976,F,27.60821917808219,BLACK
1002992,M,26.501369863013696,BLACK
1002993,F,23.528767123287672,BLACK
1003025,M,59.0,BLACK
1003032,M,41.673972602739724,BLACK
1003033,M,34.88493150684931,UNKNOWN
1003046,M,94.0,BLACK
1003054,M,35.819178082191776,BLACK HISPANIC
1003060,M,25.224657534246575,BLACK
1003066,M,43.29041095890411,BLACK
1003071,F,37.55890410958904,WHITE
1003077,F,103.26301369863013,WHITE
1003093,M,25.506849315068493,BLACK
1003102,M,39.75342465753425,WHITE HISPANIC
1003106,F,49.539726027397265,BLACK
1003107,M,38.32054794520548,BLACK
1003135,M,26.243835616438353,BLACK
1003136,F,31.86849315068493,BLACK
1003146,F,41.1945205479452,BLACK
1003160,M,25.53150684931507,BLACK
1003168,F,49.73424657534247,BLACK
1003169,M,47.47945205479452,WHITE
1003170,F,46.85753424657534,BLACK
1003171,M,40.94794520547945,BLACK
1003178,F,27.00821917808219,BLACK
1003185,M,30.605479452054798,BLACK
1003188,M,21.684931506849317,BLACK
1003207,M,22.772602739726025,BLACK
1003225,M,71.57808219178082,WHITE
1003227,M,25.52328767123288,BLACK
1003227,M,24.224657534246575,BLACK
1003230,F,25.841095890410962,WHITE HISPANIC
1003233,M,27.94794520547945,BLACK
1003235,F,28.375342465753423,BLACK
1003235,F,28.86027397260274,BLACK
1003242,M,42.35616438356165,UNKNOWN
1003251,M,61.57260273972602,BLACK
1003253,M,40.890410958904106,BLACK
1003278,F,77.51780821917808,WHITE
1003291,M,26.013698630136986,BLACK
1003301,F,24.956164383561646,BLACK
1003312,M,30.372602739726027,WHITE HISPANIC
1003312,M,35.43013698630137,WHITE HISPANIC
1003316,M,49.438356164383556,BLACK
1003317,M,50.0986301369863,BLACK
1003320,F,25.616438356164384,BLACK
1003323,M,24.967123287671235,BLACK
1003325,M,23.25205479452055,BLACK
1003325,M,24.046575342465754,BLACK
1003346,M,25.15068493150685,BLACK
1003370,M,36.12876712328767,WHITE
1003373,M,25.46849315068493,WHITE HISPANIC
1003374,M,31.367123287671234,BLACK
1003379,M,36.945205479452056,BLACK
1003391,M,49.11232876712329,BLACK
1003392,M,27.838356164383562,BLACK
1003406,F,49.8027397260274,WHITE
1003439,M,43.91780821917808,HISPANIC
1003445,M,41.24931506849315,BLACK
1003452,M,35.772602739726025,BLACK
1003470,M,26.126027397260273,BLACK
1003472,M,41.71232876712329,BLACK
1003478,M,51.09315068493151,BLACK
1003479,M,26.484931506849318,BLACK
1003488,F,24.438356164383563,BLACK
1003489,F,35.83013698630137,WHITE
1003490,F,26.457534246575342,BLACK
1003497,M,24.18904109589041,BLACK
1003507,F,24.715068493150685,BLACK
1003530,F,23.772602739726025,WHITE
1003531,F,22.47671232876712,BLACK
1003542,M,25.20821917808219,BLACK
1003542,M,25.235616438356164,BLACK
1003543,F,22.186301369863013,BLACK
1003544,M,37.27671232876712,BLACK
1003585,M,33.6027397260274,BLACK
1003595,M,23.841095890410962,BLACK
1003595,M,71.9945205479452,BLACK
1003595,M,23.841095890410962,BLACK
1003605,M,23.21369863013699,BLACK
1003618,M,59.057534246575344,WHITE
1003619,M,44.323287671232876,BLACK
1003627,M,25.75068493150685,WHITE HISPANIC
1003627,F,26.454794520547942,WHITE HISPANIC
1003631,F,26.580821917808223,BLACK
1003641,F,26.994520547945204,WHITE HISPANIC
1003642,M,43.726027397260275,BLACK
1003646,F,52.446575342465756,BLACK
1003647,M,25.454794520547942,BLACK
1003651,M,34.0986301369863,BLACK
1003652,M,35.794520547945204,WHITE HISPANIC
1003654,F,55.019178082191786,BLACK
1003655,M,38.15890410958904,BLACK
1003658,M,22.145205479452056,BLACK
1003659,M,50.38082191780822,BLACK
1003672,M,24.26027397260274,BLACK
1003675,F,20.912328767123284,BLACK
1003691,M,57.82465753424657,BLACK
1003701,M,38.9945205479452,BLACK
1003713,M,34.18630136986301,BLACK
1003730,M,27.46575342465753,BLACK
1003734,M,56.26301369863014,WHITE HISPANIC
1003735,M,26.326027397260273,BLACK
1003749,M,22.490410958904107,BLACK
1003760,M,48.43561643835616,BLACK
1003772,F,53.13698630136986,BLACK
1003776,M,28.994520547945204,WHITE HISPANIC
1003781,M,25.005479452054796,WHITE HISPANIC
1003782,M,25.175342465753424,BLACK
1003797,M,22.85753424657534,BLACK
1003799,M,38.1972602739726,BLACK
1003800,M,43.446575342465756,BLACK
1003814,M,33.536986301369865,BLACK
1003821,M,26.438356164383563,WHITE HISPANIC
1003822,F,37.172602739726024,BLACK
1003829,M,27.005479452054796,WHITE
1003833,M,34.676712328767124,WHITE
1003837,M,43.484931506849314,WHITE HISPANIC
1003842,M,23.4027397260274,BLACK
1003860,M,35.0986301369863,WHITE
1003876,M,35.75890410958904,BLACK
1003877,M,42.12054794520548,BLACK
1003880,M,35.630136986301366,BLACK
1003889,M,73.8,WHITE
1003898,M,59.101369863013694,BLACK
1003906,M,26.01095890410959,BLACK
1003916,M,26.389041095890413,BLACK
1003935,F,24.838356164383562,BLACK
1003948,F,26.358904109589037,BLACK
1003948,F,27.47671232876712,BLACK
1003950,M,42.57808219178082,BLACK
1003963,F,60.161643835616445,BLACK
1003963,M,18.9972602739726,BLACK
1003965,F,33.28493150684932,BLACK
1003968,M,46.43013698630137,BLACK
1003968,M,60.80821917808219,WHITE HISPANIC
1003968,F,53.19178082191781,BLACK
1003979,M,26.572602739726026,BLACK
1003980,M,25.94794520547945,BLACK
1003981,M,49.62465753424657,BLACK
1003987,M,28.358904109589037,BLACK
1003992,M,31.75890410958904,WHITE
1003992,F,28.328767123287673,WHITE
1004002,M,22.98082191780822,BLACK
1004013,M,47.07397260273972,BLACK
1004018,M,53.210958904109596,BLACK
1004019,M,27.682191780821917,BLACK
1004036,M,24.813698630136987,WHITE HISPANIC
1004053,F,38.00821917808219,WHITE
1004058,M,24.884931506849316,WHITE HISPANIC
1004059,M,16.07123287671233,WHITE HISPANIC
1004060,M,29.27397260273973,BLACK
1004060,F,72.63835616438355,BLACK
1004064,M,24.934246575342467,BLACK
1004065,M,23.238356164383564,BLACK
1004068,M,946.5890410958905,BLACK
1004082,M,26.589041095890412,BLACK
1004085,F,24.46027397260274,BLACK
1004100,M,28.654794520547945,BLACK
1004101,M,26.057534246575344,BLACK
1004103,M,43.97808219178082,BLACK
1004105,M,42.12054794520548,BLACK
1004106,M,47.59726027397261,BLACK
1004107,M,31.805479452054797,BLACK
1004108,M,36.79178082191781,BLACK
1004110,M,35.24931506849315,BLACK
1004114,M,21.32054794520548,BLACK
1004115,M,23.487671232876714,BLACK
1004115,M,25.18082191780822,BLACK
1004122,M,51.531506849315065,BLACK
1004126,M,47.6986301369863,WHITE
1004137,M,22.435616438356163,BLACK
1004143,M,32.12602739726027,BLACK
1004145,F,22.419178082191777,WHITE HISPANIC
1004152,F,26.580821917808223,BLACK
1004153,M,50.81917808219178,BLACK
1004165,M,46.61369863013699,BLACK
1004173,M,24.956164383561646,BLACK
1004176,M,35.38904109589041,BLACK
1004178,M,35.78356164383561,BLACK
1004181,M,38.942465753424656,WHITE HISPANIC
1004182,M,27.767123287671232,BLACK
1004192,M,36.273972602739725,BLACK
1004193,F,35.76164383561644,WHITE
1004194,M,72.1945205479452,WHITE
1004195,M,35.61095890410959,BLACK
1004195,M,41.93972602739726,BLACK
1004196,F,28.83013698630137,BLACK
1004196,F,36.14246575342466,BLACK
1004201,F,53.97260273972603,BLACK
1004208,F,24.824657534246576,BLACK
1004213,F,25.32328767123288,BLACK
1004216,F,24.369863013698634,BLACK
1004223,M,48.794520547945204,BLACK
1004234,M,26.315068493150683,BLACK
1004239,M,29.515068493150682,BLACK
1004246,F,24.78904109589041,BLACK
1004249,F,26.230136986301368,BLACK
1004249,F,27.654794520547945,BLACK
1004250,M,47.35068493150685,BLACK
1004251,M,37.057534246575344,BLACK
1004252,M,27.605479452054798,BLACK
1004253,M,39.85205479452055,BLACK
1004261,M,36.02739726027397,BLACK
1004261,F,57.465753424657535,BLACK
1004271,M,27.013698630136986,BLACK
1004294,F,32.86027397260274,WHITE HISPANIC
1004304,F,22.641095890410963,BLACK
1004308,M,32.83287671232877,BLACK
1004308,M,31.01095890410959,BLACK
1004315,M,26.013698630136986,BLACK
1004323,M,37.635616438356166,WHITE HISPANIC
1004330,F,22.153424657534245,WHITE HISPANIC
1004333,M,26.87671232876712,BLACK
1004333,M,33.29041095890411,BLACK
1004334,F,48.293150684931504,BLACK
1004349,F,33.12876712328767,BLACK
