Complaint_Number,Complainant_Gender,Complainant_Age,Complainant_Race_Desc
1064037,M,39.0082191780822,BLACK
1064039,M,29.7506849315068,WHITE HISPANIC
1064042,F,33.9342465753425,BLACK
1064043,M,32.4383561643836,WHITE HISPANIC
1064044,M,23.9698630136986,BLACK
1064045,M,29.4575342465753,BLACK
1064046,F,65.345205479452,BLACK
1064051,F,33.958904109589,BLACK
1064052,F,44.1123287671233,BLACK
1064054,F,23.8931506849315,BLACK
1064055,F,40.241095890411,BLACK HISPANIC
1064056,F,,UNKNOWN
1064057,M,30.8465753424658,BLACK
1064058,M,59.1479452054795,WHITE
1064060,M,40.4301369863014,BLACK
1064062,F,44.8684931506849,BLACK
1064064,F,25.0082191780822,BLACK
1064066,M,38.8438356164384,WHITE
1064067,M,29.5917808219178,BLACK
1064069,M,39.4821917808219,BLACK
1064070,M,25.3013698630137,BLACK
1064071,F,55.3479452054795,WHITE
1064073,M,37.6602739726027,BLACK HISPANIC
1064077,M,31.3835616438356,BLACK
1064078,M,31.5315068493151,WHITE
1064081,F,,WHITE
1064084,M,,WHITE
1064088,F,53.7205479452055,BLACK
1064089,F,58.7205479452055,BLACK
1064090,M,52.1150684931507,BLACK
1064091,M,33.9369863013699,BLACK
1064092,M,53.6849315068493,BLACK
1064095,M,55.3123287671233,WHITE
1064097,M,56.813698630137,WHITE
1064098,M,56.813698630137,WHITE
1064099,M,56.813698630137,WHITE
1064100,M,56.813698630137,WHITE
1064101,M,56.813698630137,WHITE
1064101,M,50.5232876712329,BLACK
1064102,F,53.6958904109589,WHITE HISPANIC
1064103,M,60.1561643835616,HISPANIC
1064110,M,68.3013698630137,BLACK
1064111,M,63.7397260273973,WHITE HISPANIC
1064112,M,53.7643835616438,BLACK
1064113,F,37.1342465753425,WHITE
1064114,M,38.9095890410959,BLACK
1064116,M,,UNKNOWN
1064117,F,,WHITE
1064119,F,33.1095890410959,BLACK
1064120,M,,BLACK
1064123,F,39.4356164383562,BLACK
1064124,M,44.7452054794521,WHITE HISPANIC
1064125,F,37.4739726027397,BLACK
1064128,M,63.6712328767123,BLACK
1064129,F,44.1561643835617,WHITE
1064130,F,54.027397260274,BLACK
1064134,M,46.5397260273973,BLACK
1064135,F,21.3013698630137,WHITE
1064136,F,57.7561643835617,BLACK
1064139,M,46.2958904109589,AMER IND/ALASKAN NATIVE
1064140,M,46.2958904109589,AMER IND/ALASKAN NATIVE
1064143,F,25.7698630136986,BLACK
1064144,F,28.1506849315068,BLACK
1064145,M,58.641095890411,BLACK
1064146,F,41.2767123287671,WHITE HISPANIC
1064147,M,46.3123287671233,WHITE
1064148,F,65.9095890410959,BLACK
1064149,M,29.8958904109589,BLACK
1064150,M,44.7671232876712,WHITE
1064153,M,24.6849315068493,BLACK
1064155,M,,UNKNOWN
1064156,M,32.1671232876712,WHITE
1064160,M,35.6109589041096,WHITE HISPANIC
1064163,F,47.1123287671233,BLACK
1064164,M,21.3315068493151,WHITE HISPANIC
1064165,F,35.0164383561644,BLACK
1064167,F,58.6493150684932,BLACK
1064170,F,22.8849315068493,BLACK
1064171,M,24.1452054794521,WHITE HISPANIC
1064175,M,40.013698630137,WHITE
1064178,F,39.0164383561644,WHITE
1064181,F,36.9479452054794,WHITE
1064182,F,37.0849315068493,BLACK
1064185,M,55.8630136986301,BLACK
1064186,F,33.0219178082192,BLACK
1064188,F,38.8082191780822,BLACK
1064189,F,44.1506849315068,BLACK
1064191,F,26.2438356164384,BLACK
1064192,M,59.1753424657534,BLACK
1064193,M,39.6109589041096,WHITE
1064195,F,57.0027397260274,WHITE
1064197,M,38.7479452054795,BLACK
1064199,F,42.7287671232877,BLACK
1064200,M,50.1917808219178,BLACK
1064201,F,60.3287671232877,BLACK
1064202,M,25.0109589041096,BLACK
1064203,M,,BLACK
1064204,F,32.8904109589041,BLACK
1064206,M,21.6054794520548,BLACK
1064208,F,37.7753424657534,BLACK
1064209,M,30.5068493150685,WHITE HISPANIC
1064211,M,52.2054794520548,WHITE
1064212,M,25.841095890411,BLACK
1064213,M,39.6575342465753,BLACK
1064214,M,50.8630136986301,WHITE HISPANIC
1064215,F,52.041095890411,BLACK
1064216,F,22.9260273972603,WHITE HISPANIC
1064217,M,49.2821917808219,BLACK
1064218,F,57.5424657534247,BLACK
1064220,F,43.3123287671233,ASIAN/PACIFIC ISLANDER
1064221,F,47.1561643835616,BLACK
1064222,M,54.2821917808219,WHITE
1064223,M,67.2630136986301,BLACK
1064225,F,24.4904109589041,BLACK HISPANIC
1064226,F,43.041095890411,BLACK
1064227,M,43.7808219178082,BLACK
1064228,F,60.3287671232877,BLACK
1064231,M,20.8657534246575,BLACK
1064232,M,37.4493150684931,BLACK
1064233,F,55.3479452054795,WHITE
1064234,F,34.2739726027397,BLACK
1064235,M,27.1643835616438,WHITE HISPANIC
1064236,F,37.5917808219178,BLACK
1064237,M,38.1260273972603,BLACK
1064241,M,54.1287671232877,WHITE
1064243,M,55.3479452054795,WHITE
1064244,F,33.9205479452055,BLACK
1064245,M,52.7150684931507,BLACK
1064246,F,28.2602739726027,BLACK
1064247,F,25.5890410958904,WHITE
1064248,M,28.4438356164384,WHITE HISPANIC
1064249,F,50.8767123287671,BLACK
1064253,M,56.8904109589041,WHITE
1064254,F,68.8191780821918,BLACK
1064255,M,46.2,WHITE HISPANIC
1064258,F,49.6712328767123,BLACK
1064259,F,44.6191780821918,BLACK
1064260,X,,UNKNOWN
1064261,F,44.7835616438356,BLACK
1064262,M,46.1890410958904,BLACK
1064263,F,31.4958904109589,BLACK
1064264,M,45.2027397260274,UNKNOWN
1064265,F,46.6931506849315,BLACK
1064268,M,55.6712328767123,WHITE
1064270,F,21.9671232876712,BLACK
1064271,M,64.2794520547945,WHITE HISPANIC
1064272,M,38.9698630136986,WHITE HISPANIC
1064273,F,57.7287671232877,UNKNOWN
1064274,F,56.5369863013699,BLACK
1064276,M,41.9315068493151,BLACK
1064277,M,59.3013698630137,WHITE
1064279,M,23.4684931506849,BLACK
1064280,M,25.8465753424658,BLACK
1064282,F,42.1643835616438,BLACK
1064283,F,46.8794520547945,BLACK
1064284,F,37.5698630136986,BLACK
1064287,F,36.4657534246575,BLACK
1064289,M,,BLACK
1064290,F,27.0931506849315,BLACK
1064291,M,47.2684931506849,HISPANIC
1064292,F,29.627397260274,BLACK
1064293,M,61.6904109589041,BLACK
1064294,F,53.6958904109589,BLACK
1064295,M,26.3917808219178,BLACK
1064296,M,43.4739726027397,BLACK
1064297,M,43.8849315068493,BLACK
1064299,M,52.7534246575342,BLACK
1064306,F,48.8986301369863,BLACK
1064310,M,33.6794520547945,BLACK
1064312,M,59.013698630137,WHITE
1064313,M,48.0301369863014,BLACK
1064314,M,30.1369863013699,BLACK
1064315,M,25.8109589041096,BLACK
1064316,M,36.3945205479452,WHITE
1064317,M,27.7178082191781,WHITE
1064318,M,42.2904109589041,BLACK
1064320,F,39.5232876712329,WHITE HISPANIC
1064322,F,58.6575342465754,WHITE
1064323,M,60.6520547945206,WHITE
1064324,M,38.2027397260274,BLACK
1064325,F,23.8575342465753,BLACK
1064329,F,47.4383561643836,BLACK
1064330,M,32.2931506849315,UNKNOWN
1064334,F,36.6054794520548,BLACK
1064337,F,56.6383561643836,HISPANIC
1064338,F,49.3616438356164,BLACK
1064339,F,41.8301369863014,BLACK
1064340,M,52.227397260274,BLACK
1064341,M,61.3945205479452,BLACK
1064342,M,55.4493150684931,BLACK
1064343,M,,WHITE HISPANIC
1064344,M,48.3287671232877,WHITE
1064345,M,34.8684931506849,BLACK
1064348,F,51.1150684931507,BLACK
1064350,F,36.8821917808219,WHITE HISPANIC
1064352,M,42.5616438356165,WHITE
1064353,M,61.6958904109589,WHITE HISPANIC
1064356,F,42.9178082191781,WHITE
1064357,F,,WHITE HISPANIC
1064358,M,37.3315068493151,WHITE
1064359,F,51.8657534246575,WHITE
1064361,M,46.7780821917808,BLACK
1064362,F,23.5808219178082,BLACK
1064365,M,31.8767123287671,BLACK
1064366,F,31.7369863013699,WHITE
1064367,F,41.5671232876712,WHITE HISPANIC
1064368,M,,WHITE
1064369,M,51.2520547945205,WHITE
1064370,M,48.1534246575342,WHITE
1064371,F,,WHITE
1064372,F,32.7753424657534,BLACK
1064376,F,39.7095890410959,BLACK
1064377,F,47.358904109589,BLACK
1064382,F,24.0931506849315,BLACK
1064383,M,42.5616438356165,WHITE
1064387,F,48.7835616438356,BLACK
1064388,F,53.0027397260274,BLACK
1064389,M,32.0876712328767,WHITE HISPANIC
1064390,F,44.2027397260274,BLACK
1064392,M,36.2876712328767,WHITE
1064393,M,52.0904109589041,BLACK
1064395,M,51.5178082191781,BLACK
1064396,M,21.8054794520548,BLACK
1064398,M,21.8054794520548,BLACK
1064399,M,29.9698630136986,BLACK
1064403,F,44.5041095890411,WHITE
1064404,F,57.3150684931507,BLACK
1064406,M,51.3123287671233,HISPANIC
1064407,F,,WHITE
1064408,F,62.5150684931507,BLACK
1064410,M,70.9342465753425,WHITE HISPANIC
1064412,F,44.2027397260274,BLACK
1064413,F,42.2821917808219,BLACK
1064414,M,43.5205479452055,WHITE HISPANIC
1064416,F,,BLACK
1064418,M,,WHITE HISPANIC
1064419,M,29.4520547945205,BLACK
1064419,M,47.2684931506849,HISPANIC
1064421,M,44.3917808219178,BLACK
1064422,X,,UNKNOWN
1064426,M,44.9698630136986,BLACK
1064428,F,,BLACK
1064429,F,55.5616438356164,BLACK
1064430,F,43.4465753424658,UNKNOWN
1064431,M,46.5753424657534,WHITE
1064433,F,,BLACK
1064437,F,40.3917808219178,WHITE HISPANIC
1064438,M,66.0465753424658,BLACK
1064441,F,41.1260273972603,BLACK
1064442,F,49.5150684931507,BLACK
1064444,M,48.1808219178082,WHITE
1064446,M,36.9643835616438,BLACK
1064449,M,53.1671232876712,WHITE
1064450,M,,ASIAN/PACIFIC ISLANDER
1064453,M,34.0767123287671,WHITE
1064454,F,40.8931506849315,BLACK
1064455,M,51.5479452054795,WHITE
1064456,M,54.0958904109589,BLACK
1064457,F,25.5534246575342,WHITE
1064460,F,49.841095890411,BLACK
1064462,M,46.986301369863,WHITE
1064462,F,44.172602739726,BLACK
1064463,M,,BLACK
1064464,F,,WHITE
1064465,M,39.4520547945205,BLACK
1064466,F,,WHITE
1064467,M,60.4602739726027,WHITE
1064469,M,35.0,WHITE HISPANIC
1064471,F,37.9780821917808,WHITE HISPANIC
1064472,M,55.7095890410959,WHITE
1064474,F,35.2191780821918,BLACK
1064475,M,62.2821917808219,WHITE
1064478,F,42.0054794520548,BLACK
1064481,M,23.4082191780822,BLACK
1064482,F,43.6712328767123,BLACK
1064484,M,33.8794520547945,BLACK
1064485,F,30.2301369863014,BLACK
1064486,F,51.3041095890411,BLACK
1064488,F,,BLACK
1064489,F,64.0,BLACK
1064492,M,,WHITE HISPANIC
1064493,X,,UNKNOWN
1064495,M,44.9698630136986,BLACK
1064498,F,52.1780821917808,BLACK
1064499,M,43.4684931506849,BLACK
1064500,F,41.4438356164384,BLACK
1064502,M,33.7205479452055,BLACK
1064506,F,53.8958904109589,BLACK
1064508,M,85.8630136986301,WHITE HISPANIC
1064509,M,20.9397260273973,BLACK
1064510,M,34.9041095890411,BLACK
1064512,F,,WHITE
1064514,M,23.8219178082192,WHITE
1064515,F,,WHITE
1064516,M,58.4109589041096,BLACK
1064517,M,33.9917808219178,BLACK
1064518,F,60.5013698630137,BLACK
1064519,M,,BLACK
1064520,M,37.7150684931507,BLACK
1064521,M,56.3068493150685,WHITE
1064522,M,56.3068493150685,WHITE
1064523,M,41.1534246575342,BLACK
1064524,M,55.4575342465753,BLACK
1064527,M,67.3287671232877,BLACK
1064528,F,44.4684931506849,BLACK
1064530,F,22.1643835616438,BLACK
1064531,F,43.358904109589,BLACK
1064533,F,56.7808219178082,BLACK
1064534,M,60.4191780821918,BLACK
1064535,F,24.0383561643836,BLACK
1064537,M,24.2164383561644,BLACK
1064541,F,37.6931506849315,WHITE
1064544,M,28.6602739726027,BLACK
1064545,M,27.1479452054794,WHITE
1064546,F,30.5342465753425,WHITE
1064548,F,50.7369863013699,BLACK
1064549,F,54.5287671232877,WHITE
1064551,F,26.2602739726027,BLACK
1064552,F,25.627397260274,BLACK
1064553,M,28.1068493150685,BLACK
1064555,M,24.758904109589,BLACK
1064561,F,59.2465753424658,WHITE
1064566,M,50.4246575342466,WHITE
1064567,M,21.7095890410959,BLACK
1064568,M,44.9917808219178,WHITE
1064569,M,25.1424657534247,BLACK
1064571,M,55.4958904109589,WHITE
1064572,M,47.8849315068493,BLACK
1064573,M,,WHITE
1064575,M,45.786301369863,BLACK
1064576,F,35.7616438356164,BLACK
1064577,F,32.9260273972603,BLACK
1064578,M,44.6356164383562,BLACK
1064579,F,42.2904109589041,BLACK
1064581,M,51.5041095890411,WHITE
1064583,M,52.4301369863014,WHITE
1064585,F,65.5424657534247,WHITE
1064588,M,22.2164383561644,BLACK
1064589,M,56.3041095890411,WHITE
1064592,M,40.1041095890411,BLACK
1064593,F,51.8958904109589,WHITE
1064594,F,40.4246575342466,UNKNOWN
1064596,F,26.9424657534247,WHITE HISPANIC
1064597,F,42.2164383561644,BLACK
1064599,M,33.0520547945205,UNKNOWN
1064602,M,49.5287671232877,BLACK
1064603,F,36.8767123287671,BLACK
1064605,F,48.6328767123288,WHITE
1064609,M,30.8520547945206,BLACK
1064610,M,55.3123287671233,WHITE
1064611,M,30.5506849315068,WHITE
1064613,M,39.8109589041096,WHITE HISPANIC
1064614,M,53.9123287671233,BLACK
1064617,M,47.4602739726027,BLACK
1064618,M,63.2986301369863,BLACK
1064621,F,43.6602739726027,BLACK
1064623,M,51.2794520547945,BLACK
1064624,F,55.1561643835616,UNKNOWN
1064627,F,21.5698630136986,BLACK
1064629,F,42.4849315068493,BLACK
1064632,M,,BLACK
1064633,F,31.8767123287671,BLACK
1064634,M,56.1205479452055,BLACK
1064635,M,50.7506849315068,BLACK
1064636,F,72.4876712328767,BLACK
1064637,F,30.9205479452055,WHITE
1064639,M,,WHITE
1064641,M,45.8712328767123,BLACK
1064643,M,38.0054794520548,BLACK
1064645,F,26.5068493150685,BLACK
1064646,F,31.7123287671233,WHITE HISPANIC
1064652,M,30.1205479452055,BLACK
1064654,M,51.2958904109589,WHITE HISPANIC
1064655,M,32.5287671232877,BLACK
1064657,M,,BLACK
1064659,M,28.9041095890411,BLACK
1064661,M,28.7150684931507,BLACK
1064662,F,52.0767123287671,WHITE
1064665,M,,UNKNOWN
1064670,M,31.6109589041096,BLACK
1064672,F,31.5479452054794,WHITE
1064675,M,37.5369863013699,BLACK
1064676,F,55.3479452054795,WHITE
1064680,M,36.4054794520548,BLACK
1064683,M,51.3534246575342,WHITE
1064686,F,60.0027397260274,BLACK
1064687,M,30.186301369863,BLACK
1064689,M,33.3095890410959,WHITE
1064690,M,51.6575342465753,BLACK
1064693,M,65.2986301369863,BLACK
1064694,M,55.0219178082192,WHITE
1064695,M,62.9972602739726,WHITE
1064697,M,26.7205479452055,BLACK
1064699,F,51.5671232876712,BLACK
1064705,M,35.9616438356164,BLACK
1064707,F,49.9013698630137,BLACK
1064710,M,64.758904109589,WHITE
1064711,M,55.1780821917808,BLACK
1064713,F,,BLACK HISPANIC
1064714,M,53.3890410958904,WHITE
1064714,F,45.386301369863,BLACK
1064715,M,48.8,BLACK
1064716,F,67.8575342465753,WHITE
1064718,F,33.2383561643836,BLACK
1064719,F,51.5698630136986,BLACK
1064723,F,23.5671232876712,BLACK
1064724,F,28.3013698630137,BLACK
1064725,F,58.0301369863014,WHITE
1064727,F,46.4301369863014,BLACK
1064728,M,51.7561643835616,BLACK
1064729,M,56.7205479452055,BLACK
1064731,F,31.2465753424658,BLACK
1064732,F,32.7534246575342,BLACK
1064734,F,,WHITE
1064739,F,59.4931506849315,BLACK
1064741,M,50.0328767123288,BLACK
1064743,F,39.227397260274,BLACK
1064745,F,50.7506849315068,BLACK
1064746,M,28.6328767123288,BLACK
1064750,M,43.1698630136986,WHITE
1064751,F,40.5287671232877,BLACK
1064752,F,42.2054794520548,HISPANIC
1064754,F,27.8438356164384,BLACK
1064755,M,49.0191780821918,WHITE
1064756,F,29.841095890411,BLACK
1064757,M,50.9397260273973,WHITE
1064758,M,45.027397260274,BLACK
1064760,M,31.772602739726,BLACK
1064761,F,42.7287671232877,BLACK
1064765,M,67.2493150684931,BLACK
1064767,M,51.0958904109589,WHITE
1064768,F,22.227397260274,BLACK
1064769,F,30.4876712328767,BLACK
1064770,M,56.3068493150685,WHITE
1064774,F,44.158904109589,BLACK
1064775,M,45.5424657534247,BLACK
1064776,M,,UNKNOWN
1064777,M,,UNKNOWN
1064778,M,,UNKNOWN
1064779,F,50.3506849315068,BLACK
1064781,M,44.4630136986301,WHITE HISPANIC
1064783,F,35.972602739726,WHITE HISPANIC
1064785,M,30.8082191780822,WHITE HISPANIC
1064787,M,50.0520547945205,HISPANIC
1064788,F,,BLACK
1064789,M,45.6821917808219,BLACK
1064790,F,34.5945205479452,UNKNOWN
1064793,M,31.4739726027397,BLACK
1064795,M,31.7917808219178,WHITE HISPANIC
1064796,M,37.8904109589041,BLACK
1064797,M,,UNKNOWN
1064798,F,25.4630136986301,BLACK
1064799,M,58.1342465753425,WHITE
1064800,F,19.2794520547945,UNKNOWN
1064800,M,,UNKNOWN
1064803,M,45.7698630136986,BLACK
1064804,F,25.2246575342466,BLACK
1064808,F,,WHITE HISPANIC
1064810,F,78.6904109589041,WHITE HISPANIC
1064812,M,41.0767123287671,BLACK
1064813,F,49.4602739726027,BLACK
1064814,F,68.0520547945205,WHITE
1064816,M,38.3041095890411,BLACK
1064819,F,,WHITE HISPANIC
1064828,M,,BLACK
1064830,M,,UNKNOWN
1064832,F,,BLACK
1064833,M,57.4109589041096,ASIAN/PACIFIC ISLANDER
1064835,M,66.4630136986301,WHITE
1064836,M,38.9205479452055,BLACK
1064837,M,29.0712328767123,WHITE HISPANIC
1064840,M,50.7917808219178,BLACK
1064842,M,37.6821917808219,BLACK
1064843,M,76.1534246575342,ASIAN/PACIFIC ISLANDER
1064849,M,24.4520547945205,BLACK
1064850,F,34.1808219178082,BLACK
1064854,M,52.186301369863,BLACK
1064856,M,45.2876712328767,WHITE
1064860,M,32.5917808219178,BLACK
1064861,M,28.586301369863,BLACK
1064864,F,,UNKNOWN
1064866,F,51.0520547945206,WHITE
1064867,F,,WHITE
1064868,M,62.9424657534247,BLACK HISPANIC
1064869,F,34.6438356164384,BLACK
1064870,M,35.0630136986301,BLACK
1064874,F,27.6547945205479,BLACK
1064876,M,52.2465753424658,BLACK
1064877,F,45.7698630136986,BLACK
1064880,M,47.2876712328767,BLACK
1064882,M,,BLACK
1064884,M,22.8575342465753,BLACK HISPANIC
1064885,F,23.0958904109589,BLACK
1064888,M,50.7369863013699,BLACK
1064889,F,38.7232876712329,BLACK
1064892,F,30.7452054794521,BLACK
1064895,M,45.5424657534247,WHITE
1064897,M,,WHITE
1064898,F,23.6301369863014,BLACK
1064904,F,52.8712328767123,BLACK
1064908,F,32.1041095890411,BLACK
1064909,F,41.5698630136986,BLACK
1064912,M,33.9397260273973,BLACK
1064913,M,59.4876712328767,ASIAN/PACIFIC ISLANDER
1064914,M,30.1095890410959,BLACK
1064915,F,38.8465753424658,WHITE HISPANIC
1064916,F,26.5205479452055,UNKNOWN
1064919,M,29.8958904109589,BLACK
1064920,M,,BLACK
1064924,M,52.2054794520548,WHITE
1064926,M,39.3150684931507,UNKNOWN
1064927,M,43.6904109589041,BLACK
1064928,M,27.7890410958904,BLACK
1064932,F,51.5890410958904,BLACK
1064934,M,28.827397260274,BLACK
1064937,F,38.2794520547945,WHITE
1064942,M,,BLACK HISPANIC
1064945,F,64.3369863013699,BLACK
1064948,M,30.0438356164384,WHITE
1064951,F,26.6328767123288,BLACK
1064952,M,33.7698630136986,WHITE
1064953,F,28.5561643835616,BLACK
1064954,M,34.6849315068493,BLACK
1064955,F,35.2082191780822,BLACK
1064956,M,28.586301369863,BLACK
1064958,M,49.0958904109589,WHITE
1064959,F,45.4767123287671,BLACK
1064963,F,26.4246575342466,BLACK
1064964,M,46.2794520547945,UNKNOWN
1064968,F,,BLACK
1064972,F,25.9041095890411,BLACK
1064973,M,35.2082191780822,BLACK
1064975,F,37.9068493150685,BLACK
1064977,M,24.8164383561644,UNKNOWN
1064978,M,,UNKNOWN
1064984,M,53.8602739726027,WHITE HISPANIC
1064985,M,29.6356164383562,ASIAN/PACIFIC ISLANDER
1064989,M,38.641095890411,BLACK
1064992,M,20.1287671232877,WHITE
1064993,M,47.5205479452055,WHITE HISPANIC
1064994,F,44.6931506849315,WHITE
1064996,M,,WHITE HISPANIC
1064997,F,33.5397260273973,BLACK
1064998,M,27.6301369863014,BLACK
1065000,F,56.9150684931507,BLACK
1065002,M,45.4739726027397,BLACK
1065003,F,53.8219178082192,BLACK
1065004,F,41.8684931506849,BLACK
1065005,M,52.1123287671233,WHITE
1065006,F,26.6328767123288,WHITE HISPANIC
1065008,F,55.4931506849315,BLACK
1065010,M,49.8301369863014,BLACK
1065011,M,24.4739726027397,WHITE
1065012,M,35.8657534246575,WHITE HISPANIC
1065013,M,21.7753424657534,BLACK
1065014,M,48.7369863013699,BLACK
1065015,F,41.786301369863,BLACK
1065020,F,39.1643835616438,BLACK
1065021,M,46.0383561643836,WHITE
1065022,M,,UNKNOWN
1065023,M,54.8383561643836,WHITE
1065025,M,38.7835616438356,WHITE
1065027,M,63.8794520547945,WHITE
1065028,M,37.4328767123288,BLACK
1065029,F,30.7232876712329,BLACK
1065030,M,45.5972602739726,HISPANIC
1065032,F,27.3890410958904,BLACK
1065034,M,22.6027397260274,BLACK
1065035,M,31.6054794520548,BLACK
1065036,M,21.5616438356164,BLACK
1065037,M,66.8767123287671,WHITE HISPANIC
1065038,M,,WHITE HISPANIC
1065040,F,43.6547945205479,WHITE HISPANIC
1065043,F,41.7972602739726,BLACK
1065044,M,41.9534246575342,BLACK
1065046,F,28.2164383561644,WHITE
1065048,F,31.7479452054794,WHITE
1065049,M,47.0328767123288,BLACK
1065051,F,43.9890410958904,BLACK
1065052,M,35.0986301369863,WHITE
1065053,M,35.0986301369863,WHITE
1065054,M,26.186301369863,BLACK HISPANIC
1065055,F,30.441095890411,BLACK
1065061,M,37.6849315068493,WHITE HISPANIC
1065062,M,33.1342465753425,WHITE
1065065,F,59.2849315068493,BLACK
1065066,M,30.958904109589,BLACK
1065067,M,35.2191780821918,WHITE HISPANIC
1065068,F,25.3068493150685,WHITE HISPANIC
1065070,F,,WHITE
1065071,M,23.2438356164384,BLACK
1065073,M,23.7041095890411,BLACK
1065075,F,51.4876712328767,WHITE HISPANIC
1065076,M,31.3123287671233,BLACK
1065077,F,46.8,BLACK
1065079,M,40.8904109589041,WHITE
1065080,F,53.3479452054795,BLACK
1065084,F,56.8739726027397,BLACK
1065089,M,32.0986301369863,BLACK
1065091,F,32.8109589041096,BLACK
1065092,M,34.1506849315068,WHITE HISPANIC
1065094,M,36.5315068493151,BLACK
1065098,M,,BLACK
1065099,F,,WHITE HISPANIC
1065100,M,34.4712328767123,BLACK
1065102,F,,BLACK
1065104,M,,BLACK
1065106,M,57.6520547945206,BLACK
1065108,M,,BLACK
1065109,F,44.7835616438356,BLACK
1065113,F,31.0849315068493,BLACK
1065114,M,52.4246575342466,BLACK
1065115,M,36.7315068493151,BLACK
1065117,M,37.9342465753425,BLACK
1065118,M,31.2657534246575,BLACK
1065119,M,35.3287671232877,BLACK
1065120,F,,UNKNOWN
1065121,F,38.9260273972603,UNKNOWN
1065122,F,23.7013698630137,BLACK
1065125,F,26.1150684931507,WHITE HISPANIC
1065127,M,47.1205479452055,WHITE
1065128,F,46.4,BLACK
1065129,F,52.1123287671233,BLACK
1065130,F,21.2164383561644,BLACK
1065131,M,24.0109589041096,WHITE
1065132,M,54.0082191780822,BLACK
1065138,M,40.9013698630137,BLACK
1065139,F,947.487671232877,BLACK
1065140,F,53.772602739726,WHITE
1065142,M,34.358904109589,BLACK
1065143,M,48.6876712328767,BLACK
1065145,M,,UNKNOWN
1065146,F,53.9835616438356,BLACK
1065147,M,61.9095890410959,WHITE HISPANIC
1065148,M,24.8630136986301,BLACK
1065151,F,50.5150684931507,BLACK
1065152,M,,WHITE
1065154,F,30.841095890411,WHITE HISPANIC
1065155,M,51.0958904109589,WHITE
1065158,M,27.2986301369863,BLACK
1065161,F,58.6191780821918,WHITE
1065166,F,36.1260273972603,WHITE
1065169,F,35.158904109589,WHITE
1065170,F,76.0602739726027,BLACK
1065174,M,41.1424657534247,BLACK
1065176,M,33.4712328767123,BLACK
1065178,F,28.1397260273973,BLACK
1065184,F,49.4794520547945,HISPANIC
1065185,M,49.0575342465754,BLACK
1065188,M,28.4849315068493,BLACK
1065189,M,82.0684931506849,BLACK
1065190,M,37.1315068493151,BLACK
1065194,M,29.4575342465753,BLACK
1065196,F,57.1479452054795,BLACK
1065198,M,45.7972602739726,WHITE
1065199,M,43.5506849315069,BLACK
1065200,F,58.8054794520548,BLACK
1065203,F,30.3369863013699,BLACK
1065206,M,43.9150684931507,WHITE
1065210,F,33.5260273972603,WHITE HISPANIC
1065211,M,,BLACK
1065213,F,53.1178082191781,UNKNOWN
1065214,M,46.8904109589041,WHITE
1065217,M,37.6904109589041,BLACK
1065219,M,23.6328767123288,WHITE HISPANIC
1065224,F,27.7397260273973,WHITE
1065225,M,,UNKNOWN
1065226,M,35.3369863013699,BLACK
1065230,M,,UNKNOWN
1065231,F,54.2438356164384,BLACK
1065233,F,31.5068493150685,WHITE HISPANIC
1065236,M,44.0876712328767,WHITE
1065236,M,53.8767123287671,BLACK
1065237,F,31.758904109589,BLACK
1065238,M,39.0712328767123,BLACK
1065241,M,42.8520547945205,WHITE HISPANIC
1065242,M,36.7013698630137,WHITE
1065244,F,40.0027397260274,BLACK
1065246,M,31.2876712328767,BLACK
1065248,F,67.6794520547945,BLACK
1065250,F,50.7643835616438,BLACK
1065252,F,50.7260273972603,BLACK
1065253,F,92.0849315068493,WHITE
1065254,M,24.9753424657534,BLACK
1065256,M,31.9205479452055,BLACK
1065262,F,44.8657534246575,WHITE
1065264,F,37.8301369863014,BLACK
1065270,F,46.8575342465753,HISPANIC
1065275,M,35.1095890410959,WHITE HISPANIC
1065278,M,43.5698630136986,BLACK
1065280,F,31.3178082191781,BLACK
1065283,M,,UNKNOWN
1065284,M,45.1780821917808,WHITE
1065285,M,,UNKNOWN
1065286,M,43.9643835616438,BLACK
1065287,F,34.6438356164384,BLACK
1065288,M,34.0054794520548,BLACK
1065290,M,47.8904109589041,WHITE
1065294,M,32.5369863013699,BLACK
1065296,M,33.9068493150685,BLACK
1065297,F,54.2,BLACK
1065300,F,34.9397260273973,BLACK
1065303,M,26.3315068493151,BLACK
1065307,F,22.7452054794521,BLACK
1065308,M,33.2438356164384,BLACK
1065309,F,34.7506849315068,BLACK
1065311,M,38.841095890411,BLACK
1065313,M,,UNKNOWN
1065314,F,31.4794520547945,BLACK
1065319,F,32.8931506849315,BLACK
1065320,M,28.5780821917808,BLACK
1065321,F,68.8575342465753,BLACK
1065324,F,31.8520547945206,BLACK
1065325,F,,UNKNOWN
1065328,M,43.813698630137,BLACK
1065329,M,41.4712328767123,BLACK
1065331,F,39.3890410958904,BLACK
1065333,M,,BLACK
1065334,M,59.1479452054795,WHITE
1065335,F,32.4082191780822,BLACK
1065337,M,61.2575342465753,BLACK
1065339,F,49.2493150684932,BLACK
1065342,F,43.9342465753425,BLACK
1065345,M,59.9890410958904,WHITE HISPANIC
1065349,F,41.3890410958904,BLACK
1065350,F,33.413698630137,BLACK
1065354,M,43.5424657534247,WHITE
1065356,F,46.5561643835616,BLACK
1065357,F,54.8164383561644,WHITE
1065359,M,39.5232876712329,BLACK
