Complaint_Number,Complainant_Gender,Complainant_Age,Complainant_Race_Desc
1057346,M,28.3561643835616,BLACK
1057349,F,43.2356164383562,BLACK
1057351,F,26.7013698630137,WHITE HISPANIC
1057352,M,25.7945205479452,BLACK
1057356,M,57.0794520547945,WHITE HISPANIC
1057362,F,,BLACK
1057363,F,40.6356164383562,WHITE
1057365,M,,BLACK
1057366,F,67.9041095890411,WHITE
1057367,M,,UNKNOWN
1057370,M,57.9671232876712,WHITE
1057374,M,27.3397260273973,BLACK
1057376,F,,WHITE HISPANIC
1057378,F,51.4794520547945,BLACK
1057379,F,33.7671232876712,BLACK
1057380,M,34.5698630136986,BLACK
1057381,F,,BLACK
1057382,M,30.1452054794521,BLACK
1057387,M,55.0438356164384,WHITE HISPANIC
1057388,M,24.3506849315068,BLACK
1057390,M,53.8,BLACK
1057391,F,57.3013698630137,WHITE
1057393,F,,BLACK
1057394,M,36.558904109589,BLACK
1057395,M,36.558904109589,BLACK
1057396,M,41.6109589041096,WHITE
1057397,M,,UNKNOWN
1057398,F,32.3972602739726,BLACK
1057400,M,44.0767123287671,BLACK
1057403,M,26.3616438356164,WHITE
1057404,F,37.1260273972603,BLACK
1057411,M,32.0849315068493,BLACK
1057412,F,42.0191780821918,BLACK
1057415,F,47.5041095890411,BLACK
1057417,F,27.3890410958904,BLACK
1057419,M,36.572602739726,WHITE
1057420,M,43.4027397260274,BLACK
1057421,F,41.3232876712329,BLACK
1057422,M,39.7452054794521,BLACK
1057423,M,49.2164383561644,BLACK
1057424,M,30.7835616438356,BLACK
1057425,M,29.041095890411,WHITE
1057426,M,63.9342465753425,BLACK
1057427,M,35.4493150684931,WHITE
1057428,F,78.9561643835616,BLACK
1057429,M,24.5287671232877,BLACK
1057430,M,23.2246575342466,BLACK
1057432,F,,BLACK
1057436,M,33.4054794520548,BLACK
1057437,M,58.1123287671233,HISPANIC
1057439,F,36.7972602739726,BLACK HISPANIC
1057440,M,38.1698630136986,BLACK
1057441,F,52.8657534246575,WHITE
1057444,M,65.1534246575343,WHITE
1057446,M,38.2849315068493,BLACK
1057449,F,51.6465753424658,BLACK
1057450,F,24.372602739726,BLACK
1057457,F,42.8904109589041,BLACK
1057458,M,24.4739726027397,ASIAN/PACIFIC ISLANDER
1057460,M,58.7945205479452,BLACK
1057461,F,36.0821917808219,BLACK
1057462,F,49.772602739726,BLACK
1057465,M,,WHITE HISPANIC
1057466,M,31.6657534246575,BLACK
1057469,F,,BLACK
1057470,M,22.4438356164384,BLACK
1057471,M,43.8438356164384,WHITE
1057472,M,,UNKNOWN
1057473,F,50.8383561643836,BLACK HISPANIC
1057475,F,49.7561643835616,BLACK
1057476,X,,UNKNOWN
1057476,M,,UNKNOWN
1057483,M,42.1945205479452,WHITE HISPANIC
1057486,M,44.2191780821918,BLACK
1057487,M,60.4,WHITE
1057488,F,82.8630136986301,BLACK
1057489,F,57.5315068493151,BLACK
1057490,M,42.4301369863014,BLACK
1057491,F,28.7671232876712,BLACK
1057494,M,28.8876712328767,BLACK
1057497,M,27.3150684931507,BLACK
1057499,M,,WHITE
1057500,M,50.8465753424658,UNKNOWN
1057502,F,44.7013698630137,WHITE
1057504,M,,BLACK
1057505,M,49.4767123287671,BLACK
1057514,F,33.027397260274,BLACK
1057516,F,65.0520547945205,BLACK
1057519,M,57.5643835616438,BLACK
1057520,M,44.9890410958904,BLACK
1057522,F,77.3808219178082,BLACK
1057523,M,54.7068493150685,BLACK
1057525,M,44.0958904109589,BLACK
1057527,F,,UNKNOWN
1057529,F,51.0931506849315,WHITE HISPANIC
1057531,M,,UNKNOWN
1057532,F,54.7205479452055,BLACK
1057533,M,,BLACK
1057535,F,26.0739726027397,WHITE
1057536,F,43.9835616438356,BLACK
1057538,F,,BLACK
1057540,M,81.6301369863014,WHITE
1057541,F,47.4575342465753,BLACK
1057543,F,35.5698630136986,BLACK
1057546,M,30.8602739726027,BLACK
1057549,F,51.5698630136986,BLACK
1057550,M,57.9835616438356,BLACK
1057552,F,84.8,BLACK
1057554,F,23.4986301369863,BLACK
1057556,F,36.9232876712329,WHITE
1057557,M,59.1178082191781,BLACK
1057558,M,31.0,BLACK
1057559,M,54.5698630136986,BLACK
1057560,F,,UNKNOWN
1057565,F,36.3780821917808,BLACK
1057566,M,50.0328767123288,BLACK
1057567,M,,UNKNOWN
1057571,M,45.6575342465754,WHITE
1057576,F,42.0849315068493,WHITE HISPANIC
1057577,M,52.227397260274,WHITE
1057578,M,,WHITE HISPANIC
1057579,M,,UNKNOWN
1057586,F,,WHITE
1057588,M,34.7972602739726,WHITE HISPANIC
1057589,M,44.4986301369863,WHITE
1057590,M,37.0931506849315,WHITE HISPANIC
1057600,M,67.2301369863014,WHITE
1057601,M,30.6356164383562,BLACK
1057602,F,31.9095890410959,BLACK
1057603,F,21.5232876712329,WHITE HISPANIC
1057607,M,,WHITE
1057608,M,60.1178082191781,BLACK
1057611,F,37.8602739726027,BLACK
1057612,F,62.5232876712329,WHITE
1057616,F,,UNKNOWN
1057619,M,49.6356164383562,HISPANIC
1057621,M,,WHITE
1057622,M,33.7150684931507,BLACK
1057625,M,37.027397260274,WHITE
1057628,F,30.9917808219178,WHITE
1057629,F,48.6547945205479,WHITE
1057630,F,45.1342465753425,BLACK
1057631,F,42.6821917808219,WHITE
1057639,F,29.6931506849315,BLACK
1057642,M,60.1095890410959,WHITE
1057643,F,47.8301369863014,WHITE HISPANIC
1057644,F,34.1041095890411,BLACK
1057650,F,,BLACK
1057652,F,34.1506849315068,WHITE
1057653,M,,WHITE
1057654,M,59.9315068493151,BLACK
1057655,M,31.158904109589,WHITE
1057657,M,42.5890410958904,UNKNOWN
1057658,M,39.9095890410959,BLACK
1057661,M,54.8383561643836,WHITE
1057662,F,39.413698630137,BLACK
1057665,F,32.8027397260274,BLACK
1057666,F,32.9068493150685,BLACK
1057671,F,60.2657534246575,WHITE
1057671,F,49.3397260273973,BLACK
1057672,M,64.7397260273973,BLACK
1057675,M,,WHITE
1057676,M,38.1452054794521,BLACK
1057677,M,55.5479452054795,BLACK
1057678,M,64.1369863013699,WHITE
1057680,F,27.9315068493151,BLACK
1057681,F,,BLACK
1057683,M,52.9561643835616,BLACK
1057685,M,47.0794520547945,BLACK
1057688,F,61.654794520548,BLACK
1057689,M,51.8767123287671,BLACK
1057691,F,29.2164383561644,BLACK
1057694,F,30.6931506849315,BLACK
1057696,F,55.2575342465753,BLACK
1057699,F,39.0767123287671,WHITE
1057700,F,42.5342465753425,BLACK
1057701,F,66.013698630137,WHITE
1057703,M,61.3315068493151,BLACK
1057704,M,53.186301369863,WHITE
1057705,F,48.3835616438356,BLACK
1057706,F,36.3780821917808,BLACK
1057709,F,69.6575342465753,BLACK
1057711,F,105.430136986301,WHITE HISPANIC
1057712,M,25.2465753424658,BLACK
1057714,F,38.6438356164384,BLACK
1057716,M,58.8657534246575,BLACK
1057719,M,43.3315068493151,HISPANIC
1057720,F,44.2,WHITE
1057721,M,35.9205479452055,WHITE
1057723,M,,WHITE
1057724,M,52.0191780821918,BLACK
1057727,M,58.2739726027397,BLACK
1057728,M,53.2328767123288,UNKNOWN
1057730,F,21.1369863013699,BLACK
1057733,M,44.0931506849315,BLACK
1057735,M,53.4849315068493,BLACK
1057736,F,46.613698630137,BLACK
1057739,F,56.9835616438356,BLACK
1057741,M,26.2657534246575,BLACK
1057746,F,43.9068493150685,BLACK
1057750,F,27.8465753424658,WHITE HISPANIC
1057754,F,39.5808219178082,WHITE
1057755,M,36.3315068493151,WHITE
1057756,M,25.9178082191781,WHITE HISPANIC
1057756,F,24.3205479452055,WHITE HISPANIC
1057757,M,37.9232876712329,WHITE HISPANIC
1057758,M,56.9205479452055,WHITE
1057759,M,27.8849315068493,BLACK
1057760,M,30.1041095890411,WHITE HISPANIC
1057762,F,47.5397260273973,BLACK
1057763,F,62.9506849315069,BLACK
1057765,M,,BLACK
1057766,M,45.6383561643836,WHITE
1057769,M,25.9260273972603,WHITE
1057771,M,41.0876712328767,BLACK
1057775,M,32.1041095890411,WHITE HISPANIC
1057776,F,40.5315068493151,BLACK
1057777,F,49.0520547945205,HISPANIC
1057778,M,34.2657534246575,WHITE
1057779,F,,UNKNOWN
1057780,M,27.5780821917808,WHITE
1057782,M,45.8356164383562,BLACK
1057783,F,27.158904109589,BLACK
1057789,M,30.5890410958904,BLACK
1057792,F,54.0054794520548,BLACK
1057793,F,45.9506849315069,WHITE HISPANIC
1057795,F,32.7643835616438,WHITE
1057801,X,,UNKNOWN
1057802,F,53.7041095890411,BLACK
1057803,F,27.158904109589,BLACK
1057804,F,40.1917808219178,BLACK
1057806,M,30.0191780821918,BLACK
1057808,F,38.6821917808219,BLACK
1057810,M,21.758904109589,BLACK
1057812,F,28.8986301369863,WHITE HISPANIC
1057813,M,86.027397260274,BLACK
1057814,F,33.2520547945205,WHITE HISPANIC
1057815,F,45.986301369863,WHITE
1057817,M,46.9945205479452,WHITE
1057818,M,38.3753424657534,BLACK
1057819,M,,BLACK
1057820,M,25.3260273972603,WHITE HISPANIC
1057821,M,28.9753424657534,BLACK
1057822,M,65.8027397260274,BLACK
1057823,F,35.5753424657534,BLACK
1057825,M,,BLACK
1057826,F,41.5643835616438,BLACK
1057829,M,35.3917808219178,WHITE
1057831,M,61.7780821917808,UNKNOWN
1057838,M,54.9041095890411,WHITE
1057839,M,29.6602739726027,WHITE
1057840,M,42.9041095890411,WHITE
1057841,M,32.841095890411,BLACK
1057844,F,39.5835616438356,BLACK
1057846,F,94.372602739726,BLACK
1057848,M,27.0493150684932,WHITE HISPANIC
1057849,F,,WHITE
1057850,F,29.2246575342466,BLACK
1057852,M,,BLACK
1057853,F,51.254794520548,BLACK
1057854,M,57.5698630136986,WHITE
1057856,F,,WHITE
1057858,F,46.9780821917808,BLACK
1057862,M,57.4904109589041,BLACK
1057864,M,40.7671232876712,BLACK
1057865,F,62.9506849315069,BLACK
1057866,F,41.5643835616438,BLACK
1057870,F,,UNKNOWN
1057875,M,62.3753424657534,BLACK
1057876,F,54.6054794520548,BLACK
1057879,F,32.3534246575342,BLACK
1057880,M,50.4520547945205,BLACK
1057881,F,39.158904109589,WHITE
1057882,F,53.7068493150685,HISPANIC
1057884,M,29.0657534246575,WHITE
1057885,F,39.7205479452055,WHITE HISPANIC
1057886,F,74.7150684931507,BLACK
1057887,M,42.7315068493151,ASIAN/PACIFIC ISLANDER
1057888,F,42.4493150684932,BLACK
1057891,F,33.5835616438356,BLACK
1057893,M,58.9780821917808,WHITE
1057894,M,51.6904109589041,BLACK
1057895,M,46.5698630136986,HISPANIC
1057896,M,25.3369863013699,WHITE
1057898,F,42.4794520547945,WHITE
1057900,M,44.8,BLACK
1057901,M,53.9342465753425,BLACK
1057902,F,50.6301369863014,BLACK
1057906,F,63.0712328767123,WHITE
1057907,F,45.6356164383562,BLACK
1057910,M,37.4164383561644,BLACK
1057911,M,51.772602739726,BLACK
1057920,F,,BLACK
1057922,F,51.3616438356164,BLACK
1057923,M,64.1369863013699,WHITE
1057924,M,51.3123287671233,HISPANIC
1057929,M,51.3123287671233,HISPANIC
1057930,M,34.6849315068493,HISPANIC
1057933,M,52.1506849315068,WHITE
1057934,F,88.3260273972603,BLACK
1057936,M,41.3397260273973,BLACK
1057940,F,69.4931506849315,BLACK
1057941,M,84.3479452054794,BLACK
1057942,F,28.4712328767123,BLACK
1057943,F,39.4931506849315,BLACK
1057944,M,30.8027397260274,BLACK
1057946,F,43.3643835616438,BLACK
1057947,F,28.1232876712329,WHITE HISPANIC
1057949,F,57.241095890411,WHITE HISPANIC
1057950,F,47.5972602739726,WHITE
1057953,M,24.9260273972603,BLACK
1057957,F,64.8767123287671,BLACK
1057958,F,51.4794520547945,BLACK
1057959,F,27.7835616438356,WHITE
1057960,F,40.0465753424658,BLACK
1057961,F,67.7068493150685,BLACK
1057962,F,54.8109589041096,WHITE
1057963,F,46.0602739726027,WHITE
1057966,M,47.8931506849315,WHITE HISPANIC
1057967,F,60.3095890410959,WHITE HISPANIC
1057969,M,46.0684931506849,WHITE HISPANIC
1057970,F,59.3780821917808,BLACK
1057971,M,56.3260273972603,BLACK
1057973,M,49.5260273972603,HISPANIC
1057974,M,64.1369863013699,WHITE
1057975,F,60.2657534246575,WHITE
1057978,F,49.8027397260274,BLACK
1057980,M,41.641095890411,BLACK
1057981,M,72.7095890410959,BLACK
1057981,F,59.972602739726,UNKNOWN
1057982,M,20.0904109589041,BLACK
1057984,M,53.1397260273973,BLACK
1057985,F,34.3616438356164,BLACK
1057987,M,50.0958904109589,WHITE
1057989,M,43.0904109589041,BLACK
1057995,M,55.6109589041096,BLACK
1058001,M,51.0438356164384,WHITE
1058004,M,40.4876712328767,BLACK
1058006,M,36.558904109589,BLACK
1058007,M,35.4,BLACK
1058011,M,48.8739726027397,WHITE
1058022,F,41.2767123287671,WHITE HISPANIC
1058024,F,52.2082191780822,WHITE
1058025,F,59.5287671232877,BLACK
1058026,M,47.4712328767123,BLACK
1058027,M,,BLACK
1058028,M,67.5506849315069,WHITE
1058030,M,58.7945205479452,BLACK
1058031,F,51.4794520547945,BLACK
1058037,M,,WHITE
1058038,F,39.4876712328767,BLACK
1058039,M,39.4739726027397,WHITE HISPANIC
1058042,F,45.3643835616438,HISPANIC
1058043,M,35.6602739726027,BLACK
1058046,M,68.7643835616438,BLACK
1058047,F,28.0328767123288,BLACK
1058049,F,62.9506849315069,BLACK
1058050,M,36.9041095890411,WHITE
1058051,M,36.4054794520548,WHITE HISPANIC
1058052,M,36.972602739726,BLACK
1058054,F,38.4164383561644,WHITE
1058060,M,48.7150684931507,WHITE
1058062,F,29.8246575342466,WHITE HISPANIC
1058063,M,72.4575342465753,WHITE
1058066,F,62.9506849315069,BLACK
1058070,M,25.6438356164384,WHITE
1058071,F,48.0712328767123,WHITE
1058072,F,42.5424657534247,WHITE
1058080,M,27.4438356164384,WHITE
1058081,M,56.1698630136986,WHITE
1058082,M,88.7808219178082,WHITE
1058083,M,26.5753424657534,BLACK
1058085,M,29.8739726027397,WHITE HISPANIC
1058087,M,32.7506849315068,BLACK
1058091,F,,BLACK
1058093,F,55.1397260273973,WHITE HISPANIC
1058095,M,27.5369863013699,BLACK
1058097,F,32.8794520547945,WHITE
1058098,F,50.4849315068493,BLACK
1058099,M,53.827397260274,BLACK
1058101,F,37.9808219178082,HISPANIC
1058101,M,47.8191780821918,WHITE
1058101,M,45.3397260273973,HISPANIC
1058102,F,31.4301369863014,WHITE
1058103,M,30.0191780821918,BLACK
1058106,F,51.0520547945206,WHITE
1058107,M,31.9369863013699,BLACK
1058111,F,26.2602739726027,BLACK
1058113,F,52.1424657534247,WHITE
1058114,M,26.0465753424658,BLACK
1058118,M,47.841095890411,BLACK
1058119,F,28.2164383561644,BLACK
1058121,M,43.1205479452055,WHITE
1058122,M,53.5890410958904,WHITE
1058123,F,39.2794520547945,WHITE
1058125,M,32.7041095890411,BLACK
1058126,M,31.2164383561644,UNKNOWN
1058127,F,27.1260273972603,BLACK
1058128,M,,BLACK
1058129,M,,UNKNOWN
1058130,X,,UNKNOWN
1058131,X,,UNKNOWN
1058133,M,24.5287671232877,BLACK
1058134,F,37.8657534246575,BLACK
1058135,F,27.8027397260274,BLACK
1058136,F,40.5753424657534,WHITE
1058137,F,34.2739726027397,BLACK
1058138,F,,WHITE
1058139,M,47.4383561643836,WHITE HISPANIC
1058140,M,65.2,BLACK
1058143,F,45.4027397260274,BLACK
1058147,M,45.6301369863014,WHITE
1058148,F,58.0,WHITE
1058155,M,28.7945205479452,WHITE
1058156,F,48.8547945205479,BLACK
1058157,M,,BLACK
1058158,M,38.1041095890411,BLACK
1058159,F,,UNKNOWN
1058160,M,53.6767123287671,BLACK
1058162,M,52.4027397260274,BLACK
1058163,F,,BLACK
1058165,F,33.0575342465753,WHITE
1058166,M,39.1095890410959,BLACK
1058168,M,31.7835616438356,BLACK
1058169,M,57.6520547945206,BLACK
1058170,F,49.3287671232877,BLACK
1058170,F,,BLACK
1058171,M,27.6383561643836,BLACK
1058172,M,45.5780821917808,BLACK
1058173,F,31.8027397260274,BLACK
1058174,M,52.2465753424658,BLACK
1058174,F,37.2191780821918,BLACK
1058175,F,51.0246575342466,BLACK
1058175,M,52.2465753424658,BLACK
1058177,M,43.1945205479452,BLACK
1058179,M,51.8630136986301,BLACK
1058181,M,48.372602739726,BLACK
1058183,F,35.1753424657534,BLACK
1058184,M,55.0191780821918,AMER IND/ALASKAN NATIVE
1058189,M,35.9945205479452,BLACK
1058194,F,39.3424657534247,BLACK
1058195,F,46.5041095890411,BLACK
1058196,F,41.5397260273973,BLACK
1058197,F,53.9205479452055,BLACK
1058202,F,31.3643835616438,BLACK
1058206,F,,WHITE
1058208,M,57.7369863013699,WHITE HISPANIC
1058209,M,,BLACK
1058210,M,31.4547945205479,WHITE
1058211,F,38.9945205479452,WHITE HISPANIC
1058212,F,55.8958904109589,BLACK
1058213,F,37.9917808219178,BLACK
1058215,F,51.8602739726027,BLACK
1058216,F,42.9369863013699,BLACK
1058218,F,40.7041095890411,BLACK
1058219,F,,UNKNOWN
1058219,M,,UNKNOWN
1058220,M,58.2465753424658,WHITE
1058221,M,47.2794520547945,WHITE
1058225,F,,WHITE HISPANIC
1058227,M,28.6684931506849,WHITE HISPANIC
1058228,F,37.5917808219178,WHITE HISPANIC
1058229,M,,WHITE
1058230,M,39.5424657534247,BLACK
1058232,M,39.5424657534247,BLACK
1058233,F,44.772602739726,WHITE HISPANIC
1058234,M,60.6876712328767,WHITE
1058239,F,55.3041095890411,WHITE
1058240,F,28.0356164383562,BLACK
1058241,M,32.2849315068493,BLACK
1058242,F,40.0657534246575,WHITE HISPANIC
1058247,M,25.5479452054794,BLACK
1058248,F,73.9753424657534,BLACK
1058249,F,22.4767123287671,BLACK
1058250,F,57.558904109589,WHITE HISPANIC
1058251,M,34.7068493150685,BLACK
1058253,M,60.9013698630137,WHITE
1058255,F,,BLACK
1058256,M,54.9260273972603,BLACK
1058257,M,40.8054794520548,BLACK
1058258,M,,BLACK
1058259,F,40.7835616438356,WHITE HISPANIC
1058261,M,41.2164383561644,BLACK
1058263,M,33.0904109589041,BLACK
1058268,M,27.0684931506849,BLACK
1058269,M,40.386301369863,BLACK
1058271,F,31.558904109589,BLACK
1058273,F,41.0904109589041,BLACK
1058276,M,,BLACK
1058277,F,27.5260273972603,BLACK
1058281,M,,BLACK
1058283,M,44.041095890411,WHITE
1058284,M,54.8849315068493,HISPANIC
1058284,F,,BLACK
1058285,M,25.6027397260274,BLACK
1058287,F,57.9260273972603,BLACK
1058288,M,42.6739726027397,WHITE HISPANIC
1058289,M,56.7178082191781,WHITE HISPANIC
1058293,F,45.7287671232877,BLACK
1058294,F,40.9205479452055,BLACK
1058297,F,21.8109589041096,BLACK
1058298,M,,UNKNOWN
1058301,M,,BLACK
1058302,M,26.5835616438356,UNKNOWN
1058308,F,38.5808219178082,BLACK
1058310,F,49.1068493150685,BLACK
1058311,F,35.9671232876712,BLACK
1058314,F,45.9917808219178,WHITE HISPANIC
1058315,F,39.2054794520548,WHITE HISPANIC
1058317,F,52.2493150684932,BLACK
1058323,F,33.027397260274,BLACK
1058324,F,49.3287671232877,BLACK
1058326,F,,BLACK
1058327,F,26.7506849315069,WHITE
1058329,F,54.8301369863014,BLACK
1058330,M,46.8904109589041,WHITE
1058332,F,42.2191780821918,WHITE
1058333,M,38.4246575342466,BLACK
1058336,M,40.2493150684932,WHITE
1058340,M,54.9671232876712,WHITE
1058342,M,36.1315068493151,BLACK
1058346,F,46.4054794520548,WHITE HISPANIC
1058347,M,48.7095890410959,WHITE
1058348,M,21.8547945205479,WHITE
1058349,F,47.7178082191781,BLACK
1058350,M,,UNKNOWN
1058351,M,48.7452054794521,WHITE
1058353,F,45.986301369863,BLACK
1058354,F,47.6493150684932,BLACK
1058355,M,31.3150684931507,BLACK
1058357,M,48.9041095890411,BLACK
1058358,F,46.5561643835616,BLACK
1058360,F,25.9287671232877,BLACK
1058362,M,92.158904109589,WHITE
1058366,M,25.3808219178082,BLACK
1058369,M,54.3095890410959,BLACK
1058371,M,55.441095890411,HISPANIC
1058372,F,,WHITE
1058374,M,49.1780821917808,WHITE
1058378,F,34.4794520547945,BLACK
1058383,M,45.4383561643836,WHITE
1058387,M,,AMER IND/ALASKAN NATIVE
1058389,M,46.572602739726,WHITE
1058390,M,40.6602739726027,BLACK
1058391,M,62.7287671232877,WHITE
1058392,M,26.1890410958904,BLACK
1058393,M,,WHITE
1058396,F,45.3835616438356,ASIAN/PACIFIC ISLANDER
1058397,M,,WHITE
1058398,M,52.2712328767123,WHITE
1058399,F,45.9068493150685,WHITE
1058400,M,37.9123287671233,WHITE
1058404,F,63.5835616438356,WHITE
1058406,M,22.8657534246575,BLACK
1058408,M,38.1260273972603,BLACK
1058410,F,,BLACK
1058417,M,27.3342465753425,WHITE HISPANIC
1058418,F,35.8657534246575,BLACK
1058419,F,,BLACK
1058423,M,34.558904109589,BLACK
1058424,M,45.5041095890411,WHITE
1058426,F,49.7972602739726,BLACK
1058428,M,37.5013698630137,BLACK
1058429,F,73.5780821917808,BLACK
1058433,F,52.3616438356164,BLACK
1058436,F,66.5068493150685,BLACK
1058437,F,34.9315068493151,BLACK
1058438,F,40.2493150684932,BLACK
1058439,M,23.8164383561644,BLACK
1058440,M,63.0904109589041,WHITE
1058441,M,48.8493150684932,BLACK
1058445,M,54.8383561643836,WHITE
1058446,M,,WHITE
1058448,F,44.3178082191781,BLACK
1058451,F,40.2383561643836,BLACK
1058452,F,37.9890410958904,WHITE
1058455,M,46.0712328767123,WHITE
1058456,F,22.186301369863,BLACK
1058457,M,66.5643835616438,WHITE
1058460,F,63.7835616438356,WHITE HISPANIC
1058464,M,30.8657534246575,UNKNOWN
1058465,F,27.1698630136986,WHITE HISPANIC
1058466,F,38.0547945205479,BLACK
1058468,M,46.9506849315069,WHITE HISPANIC
1058470,F,46.3205479452055,BLACK
1058472,M,47.8438356164384,HISPANIC
1058474,M,,UNKNOWN
1058476,M,44.1616438356165,WHITE HISPANIC
1058478,F,29.4547945205479,BLACK
1058480,M,38.4931506849315,ASIAN/PACIFIC ISLANDER
1058481,F,31.786301369863,BLACK
1058484,M,30.7534246575342,BLACK
1058486,F,26.7178082191781,BLACK
1058487,M,26.3945205479452,BLACK
1058488,M,33.9424657534247,WHITE
1058489,M,27.1041095890411,BLACK
1058498,M,,BLACK
1058499,F,41.2438356164384,BLACK
1058502,M,30.2520547945205,WHITE HISPANIC
1058504,F,46.4054794520548,WHITE HISPANIC
1058507,M,36.0301369863014,BLACK
1058508,F,47.3561643835617,BLACK
1058509,F,38.9890410958904,BLACK
1058511,M,30.4054794520548,BLACK
1058512,F,57.6082191780822,BLACK
1058513,M,29.9917808219178,BLACK
1058517,F,43.5698630136986,BLACK
1058518,M,56.8657534246575,WHITE
1058519,M,32.9972602739726,BLACK
1058521,M,57.6520547945206,BLACK
1058522,F,34.358904109589,BLACK
1058523,M,44.7972602739726,WHITE HISPANIC
1058525,F,,WHITE
1058526,M,58.5561643835616,BLACK
1058529,F,39.5369863013699,WHITE
1058532,F,43.9013698630137,BLACK
1058533,M,47.854794520548,UNKNOWN
1058536,M,48.7534246575342,HISPANIC
1058541,M,,WHITE
1058542,F,29.5780821917808,WHITE HISPANIC
1058543,F,60.6657534246575,WHITE HISPANIC
1058545,F,61.0301369863014,BLACK
1058546,F,37.5753424657534,BLACK
1058547,M,46.1178082191781,BLACK
1058549,M,35.4876712328767,WHITE
1058550,M,,BLACK
1058551,M,41.7698630136986,BLACK
1058552,F,,WHITE
1058555,M,34.9041095890411,BLACK
1058556,M,30.5041095890411,BLACK
1058559,M,28.0575342465753,WHITE
1058560,M,47.4684931506849,WHITE
1058561,M,,UNKNOWN
1058564,F,,BLACK
1058565,M,56.813698630137,WHITE
1058566,F,,BLACK
1058568,M,29.3123287671233,WHITE HISPANIC
1058569,M,47.586301369863,BLACK
1058572,M,33.9342465753425,BLACK
1058574,M,,BLACK
1058576,F,28.9068493150685,BLACK
1058580,M,55.4794520547945,WHITE
1058581,M,45.5972602739726,HISPANIC
1058583,M,27.4821917808219,BLACK
1058584,M,45.3534246575342,BLACK
1058585,M,52.1123287671233,WHITE
1058587,F,65.8684931506849,BLACK
1058588,F,59.6849315068493,BLACK
1058589,M,26.5534246575342,BLACK
1058590,F,53.9945205479452,BLACK
1058591,M,45.5972602739726,HISPANIC
1058593,F,38.8493150684932,WHITE
1058594,F,38.6027397260274,BLACK
1058596,F,61.0,WHITE
1058598,F,59.8328767123288,BLACK
1058601,M,50.7287671232877,WHITE HISPANIC
1058606,F,,BLACK
1058607,M,33.0904109589041,WHITE
1058608,M,34.4082191780822,BLACK
1058610,F,56.1479452054795,WHITE
1058613,F,44.3671232876712,BLACK
1058615,M,35.3506849315068,WHITE
1058616,M,46.4876712328767,BLACK
1058618,F,22.4904109589041,BLACK
1058621,F,36.2191780821918,BLACK
1058622,F,44.013698630137,BLACK
1058625,F,37.3780821917808,WHITE HISPANIC
1058628,F,,WHITE HISPANIC
1058632,F,62.9342465753425,BLACK
1058635,M,43.6575342465754,BLACK
1058636,M,46.454794520548,BLACK
1058637,M,38.1671232876712,BLACK
1058639,F,60.3260273972603,BLACK
1058642,F,61.4493150684932,WHITE
1058644,M,25.427397260274,BLACK
1058646,F,32.2547945205479,BLACK
1058647,F,,BLACK
1058649,F,37.4328767123288,BLACK
1058651,M,56.7479452054795,BLACK
1058652,M,,WHITE
1058653,F,44.8328767123288,WHITE
1058654,M,41.2164383561644,BLACK
1058655,M,57.3095890410959,BLACK
1058656,F,30.372602739726,BLACK
1058657,F,46.2684931506849,BLACK
1058659,F,,UNKNOWN
1058660,M,29.4931506849315,WHITE HISPANIC
1058661,F,38.1780821917808,WHITE
1058667,F,56.1424657534247,BLACK
1058668,M,30.3479452054794,BLACK
1058675,F,54.0164383561644,BLACK
1058676,M,,WHITE
1058679,F,30.6465753424658,BLACK
1058680,F,35.6383561643836,WHITE HISPANIC
1058683,M,25.1890410958904,BLACK
1058684,M,64.2027397260274,BLACK
1058685,F,,WHITE HISPANIC
1058687,M,,HISPANIC
1058688,M,37.7808219178082,BLACK
1058691,F,54.5616438356164,BLACK
1058692,F,38.358904109589,BLACK
1058693,M,44.8027397260274,BLACK
1058695,F,36.8465753424658,BLACK
1058696,F,,UNKNOWN
1058697,M,43.8356164383562,BLACK
1058698,M,51.7561643835616,BLACK
1058699,M,59.5260273972603,ASIAN/PACIFIC ISLANDER
1058700,M,46.2712328767123,WHITE
1058701,F,43.4356164383562,HISPANIC
1058705,F,31.0630136986301,BLACK
1058706,F,,UNKNOWN
1058709,M,43.3835616438356,BLACK
1058710,F,,BLACK
1058711,F,42.5561643835616,BLACK
1058712,M,54.1232876712329,BLACK
1058715,M,,BLACK
1058716,F,53.0821917808219,BLACK
1058720,F,42.2191780821918,WHITE
1058721,M,46.6164383561644,ASIAN/PACIFIC ISLANDER
1058723,M,23.413698630137,BLACK
1058724,M,42.8794520547945,WHITE
1058725,F,31.3041095890411,WHITE HISPANIC
1058727,M,,HISPANIC
1058728,F,55.186301369863,BLACK
1058730,F,64.8082191780822,BLACK
1058731,M,24.9671232876712,BLACK
1058732,F,57.0219178082192,WHITE
1058745,F,75.5671232876712,BLACK
1058746,M,30.8219178082192,BLACK
1058751,F,37.7232876712329,WHITE HISPANIC
1058753,M,36.7561643835616,BLACK
1058754,F,55.4575342465753,WHITE
1058755,M,27.1671232876712,BLACK
1058760,M,22.7780821917808,WHITE HISPANIC
1058762,F,53.6493150684932,BLACK
1058765,F,34.5945205479452,BLACK
1058768,F,30.786301369863,BLACK
1058769,M,53.0712328767123,WHITE
1058770,M,29.1315068493151,WHITE HISPANIC
