CRID,Witness_Gender,Witness_Race
1046076,F,ASIAN/PACIFIC ISLANDER
1046077,M,WHITE
1046078,F,WHITE HISPANIC
1046083,F,BLACK
1046085,F,WHITE HISPANIC
1046088,F,WHITE
1046089,F,BLACK
1046089,F,BLACK
1046092,M,WHITE
1046092,F,WHITE
1046093,F,WHITE
1046095,M,BLACK
1046098,F,WHITE
1046100,M,BLACK
1046105,F,BLACK
1046106,F,BLACK
1046107,F,BLACK
1046110,M,WHITE
1046114,M,WHITE
1046115,M,WHITE HISPANIC
1046118,F,WHITE HISPANIC
1046119,F,BLACK
1046120,F,WHITE
1046120,F,WHITE
1046121,F,BLACK
1046124,M,BLACK
1046126,M,BLACK
1046127,M,WHITE
1046128,F,BLACK
1046130,F,WHITE
1046133,M,BLACK
1046137,F,BLACK
1046138,F,UNKNOWN
1046139,F,BLACK
1046140,X,UNKNOWN
1046142,M,BLACK
1046144,M,BLACK
1046145,F,WHITE
1046149,M,BLACK
1046150,F,BLACK
1046152,M,BLACK
1046153,M,BLACK
1046155,F,WHITE
1046156,M,BLACK
1046157,M,BLACK
1046158,M,WHITE
1046160,F,BLACK
1046166,M,BLACK
1046167,F,BLACK
1046171,F,WHITE
1046172,F,BLACK
1046172,M,BLACK
1046173,F,BLACK
1046175,M,WHITE
1046176,M,BLACK
1046177,M,BLACK
1046178,F,BLACK
1046180,M,BLACK
1046181,F,BLACK
1046183,F,BLACK
1046184,F,BLACK
1046185,F,WHITE
1046189,F,WHITE HISPANIC
1046194,M,BLACK
1046195,F,BLACK
1046196,F,BLACK
1046197,F,WHITE
1046198,F,BLACK
1046201,F,BLACK
1046202,M,BLACK
1046204,M,WHITE HISPANIC
1046205,M,BLACK
1046206,F,WHITE
1046207,F,BLACK
1046208,M,WHITE HISPANIC
1046213,F,WHITE
1046215,M,WHITE
1046221,M,BLACK
1046223,M,BLACK
1046228,F,BLACK
1046230,F,WHITE
1046236,M,BLACK
1046239,F,BLACK
1046244,M,BLACK
1046246,F,WHITE
1046249,F,WHITE HISPANIC
1046254,F,BLACK
1046255,M,BLACK
1046256,M,BLACK
1046257,M,BLACK
1046259,F,BLACK
1046260,F,WHITE HISPANIC
1046261,M,BLACK
1046262,F,WHITE HISPANIC
1046267,F,BLACK
1046271,F,BLACK
1046271,F,BLACK
1046274,F,BLACK
1046277,F,UNKNOWN
1046279,F,BLACK
1046280,M,WHITE
1046285,M,WHITE
1046288,F,WHITE
1046291,F,BLACK
1046293,F,WHITE
1046294,M,BLACK
1046295,F,BLACK
1046296,F,BLACK
1046297,F,BLACK
1046298,M,WHITE
1046300,M,BLACK
1046301,M,BLACK
1046303,M,BLACK
1046305,M,WHITE
1046307,M,BLACK
1046308,F,WHITE HISPANIC
1046309,M,WHITE
1046311,F,WHITE
1046313,F,BLACK
1046314,M,WHITE HISPANIC
1046315,F,WHITE HISPANIC
1046316,F,BLACK
1046317,F,BLACK
1046320,M,WHITE HISPANIC
1046322,F,BLACK
1046324,F,WHITE HISPANIC
1046325,M,WHITE
1046326,M,WHITE
1046327,M,BLACK
1046328,M,BLACK
1046329,M,BLACK
1046335,M,BLACK
1046336,M,WHITE HISPANIC
1046337,F,BLACK
1046339,F,BLACK
1046340,F,BLACK
1046341,F,BLACK
1046341,M,BLACK
1046342,F,BLACK
1046343,M,SPANISH (DO NOT USE)
1046346,F,WHITE
1046351,F,BLACK
1046354,M,BLACK
1046355,M,BLACK
1046356,F,UNKNOWN
1046357,M,BLACK
1046358,F,WHITE HISPANIC
1046360,M,BLACK
1046361,M,WHITE
1046362,F,BLACK
1046363,X,UNKNOWN
1046364,F,BLACK
1046368,F,BLACK
1046372,F,WHITE
1046373,F,BLACK
1046374,F,BLACK
1046375,F,WHITE
1046376,M,BLACK
1046376,F,BLACK
1046377,M,WHITE
1046379,M,WHITE
1046379,M,BLACK
1046380,M,WHITE HISPANIC
1046381,M,WHITE
1046383,M,BLACK
1046384,F,BLACK
1046385,F,BLACK
1046386,F,UNKNOWN
1046388,F,BLACK
1046395,M,BLACK
1046397,F,BLACK
1046398,M,BLACK
1046400,F,WHITE HISPANIC
1046401,F,BLACK
1046407,F,BLACK
1046408,M,BLACK
1046409,M,BLACK
1046410,F,BLACK
1046411,F,BLACK
1046412,M,BLACK
1046413,F,BLACK HISPANIC
1046414,F,WHITE
1046416,M,WHITE
1046420,F,BLACK
1046421,F,BLACK
1046428,M,BLACK
1046429,M,BLACK
1046430,M,BLACK
1046433,F,BLACK
1046434,F,BLACK
1046436,F,BLACK
1046437,F,BLACK
1046438,M,BLACK
1046439,F,UNKNOWN
1046443,M,BLACK
1046444,M,WHITE
1046446,M,BLACK
1046449,M,WHITE
1046449,M,ASIAN/PACIFIC ISLANDER
1046449,M,BLACK
1046451,M,WHITE
1046455,F,WHITE
1046456,F,BLACK
1046458,M,WHITE HISPANIC
1046459,M,WHITE
1046460,F,BLACK
1046464,M,WHITE
1046467,F,SPANISH (DO NOT USE)
1046469,F,WHITE
1046471,M,BLACK
1046472,F,BLACK
1046474,F,BLACK
1046475,F,BLACK
1046477,F,BLACK
1046482,F,BLACK
1046484,M,BLACK
1046487,F,BLACK
1046489,F,WHITE
1046490,F,BLACK
1046491,M,WHITE
1046492,F,BLACK
1046495,M,WHITE HISPANIC
1046497,F,BLACK
1046499,F,UNKNOWN
1046504,F,BLACK
1046506,F,WHITE
1046507,F,BLACK
1046507,M,BLACK
1046508,M,BLACK
1046509,M,BLACK
1046512,F,BLACK
1046514,F,WHITE HISPANIC
1046515,F,BLACK
1046519,F,BLACK
1046521,F,BLACK
1046527,F,BLACK
1046528,F,BLACK
1046533,M,WHITE
1046534,F,BLACK
1046536,F,BLACK
1046537,F,BLACK
1046538,M,WHITE
1046539,M,WHITE
1046543,F,WHITE HISPANIC
1046544,M,WHITE
1046545,F,BLACK
1046547,M,WHITE HISPANIC
1046548,M,WHITE
1046549,M,BLACK
1046550,F,WHITE HISPANIC
1046551,F,BLACK
1046552,M,WHITE
1046553,M,WHITE
1046554,M,WHITE
1046556,M,WHITE
1046557,M,WHITE HISPANIC
1046558,M,BLACK
1046562,M,BLACK
1046563,F,BLACK
1046566,F,WHITE HISPANIC
1046567,F,WHITE
1046569,M,WHITE HISPANIC
1046570,M,WHITE HISPANIC
1046571,M,WHITE
1046574,M,BLACK
1046575,M,WHITE
1046576,F,WHITE HISPANIC
1046577,M,BLACK
1046578,F,BLACK
1046580,F,WHITE
1046581,M,ASIAN/PACIFIC ISLANDER
1046582,M,WHITE HISPANIC
1046583,M,BLACK
1046585,F,BLACK
1046586,M,BLACK
1046587,F,WHITE
1046588,F,BLACK
1046589,F,BLACK
1046591,F,BLACK
1046593,F,WHITE
1046594,M,BLACK
1046598,M,BLACK
1046601,F,BLACK
1046602,M,WHITE HISPANIC
1046604,M,BLACK
1046605,M,BLACK
1046606,M,BLACK
1046609,M,BLACK
1046611,F,BLACK
1046613,M,WHITE
1046614,F,WHITE
1046615,M,BLACK
1046617,F,BLACK
1046618,M,WHITE
1046619,F,WHITE
1046622,F,BLACK
1046624,F,WHITE HISPANIC
1046628,M,BLACK
1046629,F,BLACK
1046630,M,BLACK
1046634,M,WHITE HISPANIC
1046638,M,BLACK
1046639,M,BLACK
1046644,F,BLACK
1046651,M,WHITE HISPANIC
1046653,F,BLACK
1046655,M,BLACK
1046658,F,UNKNOWN
1046660,F,WHITE HISPANIC
1046661,M,WHITE HISPANIC
1046665,M,BLACK
1046666,M,BLACK
1046667,M,WHITE
1046669,M,BLACK
1046670,M,BLACK
1046672,F,BLACK
1046673,F,BLACK
1046677,M,BLACK
1046680,F,WHITE
1046684,X,UNKNOWN
1046688,M,BLACK
1046689,F,BLACK
1046692,M,WHITE HISPANIC
1046693,M,BLACK
1046694,F,BLACK
1046695,F,BLACK
1046696,F,BLACK
1046699,F,WHITE
1046700,M,BLACK
1046701,M,BLACK
1046702,F,WHITE
1046704,F,BLACK
1046705,F,WHITE HISPANIC
1046706,M,WHITE
1046707,M,BLACK
1046709,M,WHITE HISPANIC
1046710,M,BLACK
1046711,F,BLACK
1046712,M,BLACK HISPANIC
1046715,M,BLACK
1046716,F,UNKNOWN
1046718,M,BLACK
1046719,M,BLACK
1046721,X,UNKNOWN
1046722,F,BLACK
1046723,M,WHITE HISPANIC
1046724,F,BLACK
1046725,F,BLACK
1046726,F,BLACK
1046727,F,BLACK
1046728,F,WHITE HISPANIC
1046731,M,WHITE
1046733,F,SPANISH (DO NOT USE)
1046734,F,BLACK
1046735,F,WHITE
1046737,M,BLACK
1046740,F,BLACK
1046741,M,BLACK
1046742,M,BLACK
1046745,F,BLACK
1046746,F,BLACK
1046750,M,WHITE
1046751,X,UNKNOWN
1046755,F,WHITE
1046756,F,BLACK
1046757,F,BLACK
1046758,F,BLACK
1046760,M,BLACK
1046761,M,BLACK
1046762,F,BLACK
1046763,M,BLACK
1046764,F,WHITE
1046765,M,BLACK
1046766,F,BLACK
1046767,F,WHITE HISPANIC
1046768,M,WHITE HISPANIC
1046769,M,BLACK
1046770,F,WHITE HISPANIC
1046771,F,BLACK
1046772,M,BLACK
1046774,F,BLACK
1046776,M,WHITE HISPANIC
1046777,F,BLACK
1046778,F,WHITE HISPANIC
1046780,M,WHITE HISPANIC
1046784,M,WHITE
1046785,F,BLACK
1046786,M,BLACK
1046787,M,BLACK
1046788,F,BLACK
1046793,M,WHITE
1046794,M,WHITE
1046795,M,BLACK
1046796,F,BLACK
1046801,M,UNKNOWN
1046802,F,UNKNOWN
1046805,F,BLACK
1046809,M,BLACK
1046810,M,WHITE
1046811,M,BLACK
1046813,M,BLACK
1046814,M,WHITE
1046815,M,BLACK
1046816,F,BLACK
1046817,F,BLACK
1046819,F,ASIAN/PACIFIC ISLANDER
1046820,M,BLACK
1046821,M,WHITE
1046823,F,BLACK
1046825,M,WHITE
1046827,F,BLACK
1046828,M,BLACK
1046830,M,WHITE
1046835,M,BLACK
1046836,F,BLACK
1046838,M,BLACK
1046840,F,WHITE
1046842,M,BLACK
1046845,M,WHITE HISPANIC
1046846,M,WHITE HISPANIC
1046848,F,WHITE HISPANIC
1046851,M,BLACK
1046852,F,BLACK
1046854,M,BLACK
1046860,F,BLACK
1046862,M,UNKNOWN
1046863,M,BLACK
1046864,M,BLACK
1046865,F,BLACK
1046870,M,WHITE HISPANIC
1046872,F,WHITE
1046873,M,BLACK
1046875,M,WHITE
1046875,F,WHITE
1046877,M,WHITE
1046880,M,WHITE
1046883,M,BLACK
1046887,F,BLACK
1046895,M,WHITE
1046896,M,BLACK
1046897,M,WHITE
1046899,F,BLACK
1046900,M,BLACK
1046901,F,BLACK
1046903,F,BLACK
1046904,M,BLACK
1046905,F,WHITE
1046907,F,BLACK
1046910,F,BLACK
1046911,F,BLACK
1046913,M,BLACK
1046917,F,WHITE
1046922,F,BLACK
1046923,M,WHITE
1046925,M,WHITE
1046926,M,BLACK
1046928,M,BLACK
1046929,F,WHITE
1046930,M,WHITE
1046930,F,WHITE
1046931,M,UNKNOWN
1046935,F,BLACK
1046936,M,BLACK
1046937,M,BLACK
1046939,M,BLACK
1046940,F,BLACK
1046941,F,BLACK
1046942,M,BLACK
1046943,M,BLACK
1046945,F,WHITE
1046945,M,WHITE
1046946,M,BLACK
1046947,M,WHITE
1046948,M,BLACK
1046949,F,BLACK
1046951,F,BLACK
1046952,F,BLACK
1046953,F,WHITE
1046954,F,BLACK
1046957,M,WHITE
1046959,M,BLACK
1046960,M,WHITE HISPANIC
1046964,M,BLACK
1046968,F,BLACK
1046970,F,BLACK
1046972,F,UNKNOWN
1046977,M,WHITE
1046978,F,BLACK
1046980,F,BLACK
1046982,F,BLACK
1046983,F,BLACK
1046984,F,BLACK
1046986,F,BLACK
1046987,F,UNKNOWN
1046989,M,WHITE
1046990,F,WHITE
1046992,M,BLACK
1046994,M,BLACK
1046998,M,BLACK
1046999,F,BLACK
1047001,F,BLACK
1047003,F,BLACK
1047004,F,BLACK
1047005,M,BLACK
1047006,F,BLACK
1047007,F,BLACK
1047009,F,BLACK
1047010,F,BLACK
1047011,F,WHITE HISPANIC
1047014,M,WHITE
1047016,M,BLACK
1047017,M,WHITE
1047018,M,BLACK
1047022,F,BLACK
1047023,M,BLACK
1047024,M,BLACK
1047025,F,BLACK
1047026,F,BLACK
1047027,F,BLACK
1047028,M,WHITE
1047029,M,WHITE
1047030,M,BLACK
1047031,F,SPANISH (DO NOT USE)
1047033,M,WHITE HISPANIC
1047034,F,WHITE HISPANIC
1047035,M,BLACK
1047038,M,BLACK
1047039,M,BLACK
1047041,M,BLACK
1047042,F,UNKNOWN
1047044,M,BLACK
1047045,M,BLACK
1047046,M,WHITE HISPANIC
1047047,M,WHITE
1047048,F,BLACK
1047050,F,UNKNOWN
1047052,M,WHITE
1047053,M,WHITE
1047059,M,BLACK
1047062,M,WHITE HISPANIC
1047063,M,BLACK
1047064,F,BLACK
1047065,F,BLACK
1047066,F,WHITE HISPANIC
1047067,M,WHITE
1047069,M,BLACK
1047070,M,WHITE HISPANIC
1047071,F,BLACK
1047072,F,BLACK
1047073,M,BLACK
1047074,F,BLACK
1047075,F,UNKNOWN
1047077,M,BLACK
1047079,F,BLACK
1047083,M,BLACK
1047084,F,BLACK
1047086,F,BLACK
1047087,M,BLACK
1047088,F,BLACK
1047089,M,BLACK
1047092,F,BLACK
1047093,M,BLACK
1047095,M,WHITE
1047096,F,WHITE
1047097,M,WHITE
1047098,F,BLACK
1047099,M,BLACK
1047100,F,BLACK
1047101,F,BLACK
1047103,F,WHITE HISPANIC
1047104,M,WHITE HISPANIC
1047105,M,BLACK
1047106,M,WHITE
1047108,M,BLACK
1047109,F,WHITE
1047110,F,WHITE
1047112,M,BLACK
1047113,M,BLACK
1047114,F,BLACK
1047116,M,WHITE HISPANIC
1047117,M,BLACK
1047118,M,WHITE
1047120,F,BLACK
1047122,M,BLACK
1047123,M,BLACK
1047124,M,WHITE
1047125,M,BLACK
1047128,M,BLACK
1047129,F,WHITE HISPANIC
1047130,F,WHITE HISPANIC
1047131,F,ASIAN/PACIFIC ISLANDER
1047133,M,BLACK
1047134,M,BLACK
1047139,F,WHITE
1047141,F,WHITE
1047148,M,WHITE
1047151,F,WHITE HISPANIC
1047152,M,WHITE
1047153,M,WHITE
1047154,M,WHITE HISPANIC
1047156,M,BLACK
1047157,M,BLACK
1047158,M,BLACK
1047159,M,BLACK
1047160,F,WHITE HISPANIC
1047161,F,WHITE
1047162,M,WHITE
1047163,F,BLACK
1047164,M,BLACK
1047165,F,UNKNOWN
1047168,M,BLACK
1047169,F,BLACK
1047173,F,WHITE HISPANIC
1047174,M,WHITE
1047177,M,BLACK
1047179,F,BLACK
1047180,F,WHITE
1047181,F,BLACK
1047183,M,WHITE
1047188,F,BLACK
1047189,M,BLACK
1047190,M,BLACK
1047193,M,BLACK
1047194,M,BLACK
1047197,F,WHITE
1047199,M,WHITE
1047201,M,WHITE
1047205,M,WHITE
1047207,M,WHITE HISPANIC
1047208,M,BLACK
1047209,M,BLACK
1047211,M,WHITE HISPANIC
1047216,M,BLACK
1047217,M,BLACK
1047219,M,BLACK
1047220,F,BLACK
1047221,F,BLACK
1047222,M,WHITE
1047223,F,WHITE HISPANIC
1047227,M,WHITE HISPANIC
1047229,M,BLACK
1047232,M,BLACK
1047233,M,BLACK
1047235,M,WHITE
1047236,F,BLACK
1047237,M,BLACK
1047240,M,BLACK
1047241,M,BLACK
1047242,M,BLACK
1047244,F,BLACK
1047248,M,BLACK
1047249,F,WHITE HISPANIC
1047251,F,BLACK
1047253,F,BLACK
1047255,F,WHITE HISPANIC
1047256,F,BLACK
1047260,M,BLACK
1047262,M,BLACK
1047263,F,BLACK
1047264,F,BLACK
1047265,F,BLACK
1047266,F,BLACK
1047267,M,BLACK
1047268,F,BLACK
1047271,M,BLACK
1047273,F,WHITE
1047275,F,BLACK
1047276,M,BLACK
1047277,M,BLACK
1047279,F,BLACK
1047281,F,WHITE
1047283,M,BLACK
1047288,M,WHITE HISPANIC
1047289,M,BLACK
1047290,F,WHITE HISPANIC
1047291,F,BLACK
1047292,M,BLACK
1047293,M,BLACK
1047295,F,UNKNOWN
1047297,F,BLACK
1047298,F,WHITE
1047299,F,WHITE
1047300,M,WHITE HISPANIC
1047302,M,BLACK
1047303,F,BLACK
1047303,M,WHITE
1047304,F,BLACK
1047305,M,BLACK
1047306,M,BLACK
1047307,M,BLACK
1047308,M,BLACK
1047309,M,BLACK
1047313,M,WHITE HISPANIC
1047316,M,WHITE
1047317,M,WHITE HISPANIC
1047319,F,WHITE
1047320,M,BLACK
1047325,M,BLACK
1047327,F,BLACK
1047328,M,WHITE HISPANIC
1047331,M,BLACK
1047332,F,WHITE HISPANIC
1047334,M,BLACK
1047336,M,BLACK
1047338,M,BLACK
1047339,F,BLACK
1047340,M,WHITE HISPANIC
1047341,M,WHITE
1047343,M,WHITE
1047344,F,BLACK
1047352,F,BLACK
1047353,F,BLACK
1047354,F,BLACK
1047355,F,BLACK
1047356,F,BLACK
1047358,F,BLACK
1047359,M,BLACK
1047363,F,BLACK
1047369,F,BLACK
1047373,M,BLACK
1047374,M,BLACK
1047375,F,UNKNOWN
1047377,M,BLACK
1047380,F,BLACK
1047381,F,BLACK
1047387,F,WHITE
1047390,F,WHITE
1047391,F,BLACK
1047392,F,BLACK
1047395,F,WHITE
1047396,F,BLACK HISPANIC
1047399,M,BLACK
1047400,F,BLACK
1047402,M,BLACK
1047405,F,BLACK
1047407,M,WHITE HISPANIC
1047408,M,BLACK
1047411,F,WHITE HISPANIC
1047413,M,BLACK
1047417,F,BLACK
1047418,F,BLACK
1047420,F,BLACK
1047421,F,BLACK
1047424,M,WHITE HISPANIC
1047425,M,WHITE
1047426,M,WHITE
1047427,M,BLACK
1047428,M,WHITE
1047431,M,WHITE HISPANIC
1047432,M,WHITE HISPANIC
1047433,M,BLACK
1047435,M,WHITE HISPANIC
1047436,F,BLACK
1047437,M,WHITE
1047438,M,BLACK
1047440,M,WHITE
1047441,M,WHITE
1047442,M,BLACK
1047445,F,BLACK
1047446,F,BLACK
1047448,F,BLACK
1047449,M,BLACK
1047450,F,BLACK
1047451,M,BLACK
1047453,F,BLACK
1047454,M,BLACK
1047455,F,WHITE
1047456,M,BLACK
1047457,F,BLACK
1047458,F,BLACK
1047459,M,BLACK
1047460,M,BLACK
1047464,M,WHITE HISPANIC
1047467,M,BLACK
1047468,M,BLACK
1047470,M,WHITE
1047471,F,WHITE
1047472,F,WHITE
1047473,M,BLACK
1047474,M,BLACK
1047475,M,WHITE HISPANIC
1047476,M,BLACK
1047477,M,BLACK
1047480,M,WHITE HISPANIC
1047481,F,WHITE
1047482,M,WHITE
1047484,F,WHITE HISPANIC
1047485,F,BLACK
1047486,F,BLACK
1047488,F,WHITE HISPANIC
1047490,M,WHITE HISPANIC
1047490,F,WHITE HISPANIC
1047495,F,BLACK
1047496,M,WHITE
1047497,M,BLACK
1047502,F,BLACK
1047504,M,BLACK
1047505,M,BLACK
1047507,F,BLACK
1047508,F,BLACK
1047509,F,BLACK
1047511,F,BLACK
1047512,M,BLACK
1047513,F,BLACK
1047516,F,BLACK
1047518,F,SPANISH (DO NOT USE)
1047518,M,BLACK
1047520,M,WHITE
1047522,M,WHITE
1047524,X,UNKNOWN
1047525,F,BLACK
1047526,F,BLACK
1047528,F,BLACK
1047529,M,BLACK
1047530,M,WHITE HISPANIC
1047531,M,WHITE
1047532,F,BLACK
1047533,F,SPANISH (DO NOT USE)
1047534,M,BLACK
1047535,F,BLACK
1047536,F,BLACK
1047538,M,ASIAN/PACIFIC ISLANDER
1047540,M,WHITE
1047541,M,BLACK
1047542,M,BLACK
1047543,M,WHITE
1047544,M,BLACK
1047545,M,BLACK
1047546,F,WHITE
1047547,F,WHITE
1047548,F,BLACK
1047549,M,BLACK
1047549,F,BLACK
1047553,F,BLACK
1047554,M,UNKNOWN
1047555,F,UNKNOWN
1047556,F,BLACK
1047557,M,SPANISH (DO NOT USE)
1047558,M,BLACK
1047560,F,BLACK
1047561,M,WHITE
1047562,M,WHITE
1047562,M,BLACK
1047564,F,BLACK
1047565,M,BLACK
1047567,M,WHITE
1047568,M,BLACK
1047569,M,WHITE
1047570,M,BLACK
1047574,M,WHITE HISPANIC
1047576,M,BLACK
1047578,F,BLACK
1047579,M,BLACK
1047581,M,WHITE
1047583,F,BLACK
1047584,F,UNKNOWN
1047585,M,WHITE
1047586,F,BLACK
1047589,M,BLACK
1047591,F,BLACK
1047596,M,WHITE HISPANIC
1047597,M,BLACK
1047599,M,BLACK
1047600,M,BLACK
1047601,F,BLACK
1047602,M,BLACK
1047603,F,BLACK
1047604,M,WHITE
1047605,F,WHITE
1047606,F,BLACK
1047607,F,WHITE
1047608,M,WHITE
1047610,F,BLACK
1047612,F,BLACK
1047613,F,WHITE
1047614,M,BLACK
1047615,F,BLACK
1047616,M,BLACK
1047617,F,BLACK
1047618,F,BLACK
1047619,F,WHITE
1047621,M,WHITE
1047622,F,BLACK
1047623,M,ASIAN/PACIFIC ISLANDER
1047624,M,BLACK
1047625,F,BLACK
1047626,M,BLACK
1047628,F,BLACK
1047629,M,BLACK
1047630,M,WHITE
1047632,F,BLACK
1047634,F,UNKNOWN
1047635,F,BLACK
1047636,M,WHITE
1047637,M,BLACK
1047639,M,BLACK
1047641,M,BLACK
1047642,M,BLACK
1047643,M,BLACK
1047644,F,BLACK
1047647,M,BLACK
1047648,F,WHITE
1047650,M,BLACK
1047651,F,BLACK
1047653,M,BLACK
1047654,F,BLACK
1047655,F,BLACK
1047656,M,BLACK
1047659,F,BLACK
1047660,M,WHITE
1047662,F,BLACK
1047664,M,UNKNOWN
1047665,M,BLACK
1047669,M,WHITE
1047670,F,BLACK
1047671,F,BLACK
1047672,F,BLACK
1047673,F,WHITE
1047674,M,BLACK
1047676,F,BLACK
1047677,M,BLACK
1047678,M,WHITE HISPANIC
1047679,M,BLACK
1047680,M,BLACK
1047681,F,WHITE
1047682,F,BLACK
1047683,M,BLACK
1047685,M,BLACK
1047687,F,BLACK
1047689,F,BLACK
1047690,M,WHITE
1047691,M,BLACK
1047693,F,BLACK
1047698,F,BLACK
1047700,F,WHITE
1047701,M,WHITE
1047703,M,WHITE
1047705,F,BLACK
1047708,F,BLACK
1047711,M,WHITE
1047712,M,BLACK
1047713,F,BLACK
1047714,F,WHITE HISPANIC
1047715,F,BLACK
1047716,F,BLACK
1047718,F,BLACK
1047719,F,WHITE
1047721,M,BLACK
1047722,M,WHITE
1047723,F,BLACK
1047725,M,BLACK
1047726,M,BLACK
1047727,M,WHITE HISPANIC
1047728,M,BLACK
1047729,M,BLACK
1047730,M,BLACK
1047731,M,WHITE
1047732,F,BLACK
1047733,M,BLACK
1047735,M,BLACK
1047736,F,BLACK
1047737,F,BLACK
1047738,M,BLACK
1047739,M,WHITE
1047743,F,BLACK
1047744,M,BLACK
1047745,M,BLACK
1047746,F,WHITE
1047747,F,BLACK
1047748,M,UNKNOWN
1047749,F,BLACK
1047750,M,WHITE
1047751,F,BLACK
1047752,F,BLACK
1047753,F,WHITE HISPANIC
1047755,M,BLACK
1047757,M,UNKNOWN
1047758,M,BLACK
1047759,F,UNKNOWN
1047760,F,WHITE
1047761,F,BLACK
1047763,M,WHITE HISPANIC
1047764,M,BLACK
1047766,M,BLACK
1047767,F,WHITE
1047768,M,WHITE HISPANIC
1047769,F,WHITE
1047771,M,BLACK
1047772,M,BLACK
1047773,F,BLACK
1047774,M,WHITE HISPANIC
1047776,M,WHITE
1047777,M,BLACK
1047778,M,BLACK
1047779,M,BLACK
1047780,F,WHITE
1047781,F,WHITE HISPANIC
1047782,M,BLACK
1047783,M,BLACK
1047784,M,BLACK
1047787,M,BLACK
1047789,M,BLACK
1047790,M,BLACK
1047791,F,WHITE
1047793,F,BLACK
1047794,M,WHITE
1047795,M,WHITE
1047796,F,BLACK
1047797,M,BLACK
1047799,F,BLACK
1047800,M,WHITE
1047805,F,BLACK
1047806,M,WHITE
1047807,M,BLACK
1047808,F,BLACK
1047809,M,WHITE
1047813,X,UNKNOWN
1047815,F,BLACK
1047816,F,BLACK
1047819,F,WHITE
1047823,M,WHITE
1047824,F,BLACK
1047825,F,UNKNOWN
1047827,M,UNKNOWN
1047829,F,WHITE HISPANIC
1047830,M,BLACK
1047831,F,WHITE HISPANIC
1047832,F,BLACK
1047833,M,BLACK
1047834,M,BLACK
1047835,M,WHITE
1047835,F,WHITE
1047837,M,BLACK
1047838,F,BLACK
1047839,M,BLACK
1047840,F,BLACK
1047842,F,WHITE
1047846,M,ASIAN/PACIFIC ISLANDER
1047847,F,BLACK
1047848,M,WHITE
1047849,F,BLACK
1047851,F,WHITE
1047852,F,BLACK
1047853,M,WHITE HISPANIC
1047855,M,BLACK
1047858,M,WHITE HISPANIC
1047866,M,BLACK
1047867,M,WHITE
1047868,F,BLACK
1047871,M,WHITE
1047872,F,BLACK
1047873,F,WHITE
1047876,F,BLACK
1047877,F,BLACK
1047879,M,WHITE
1047883,M,BLACK
1047885,M,BLACK
1047887,F,BLACK
1047889,M,BLACK
1047890,M,WHITE HISPANIC
1047895,M,WHITE
1047896,M,BLACK
1047897,F,BLACK
1047898,M,ASIAN/PACIFIC ISLANDER
1047901,M,WHITE
1047902,M,BLACK
1047903,M,BLACK
1047904,F,WHITE
1047905,M,WHITE
1047907,M,WHITE
1047908,F,BLACK
1047911,M,BLACK
1047913,M,BLACK
1047918,F,WHITE HISPANIC
1047920,M,BLACK
1047920,F,WHITE
1047922,M,BLACK
1047924,F,BLACK
1047924,F,BLACK
1047925,M,WHITE
1047926,F,BLACK
1047927,M,BLACK
1047928,F,BLACK
1047929,F,BLACK
1047931,M,WHITE
1047933,F,BLACK
1047934,M,BLACK
1047935,F,WHITE
1047936,F,BLACK
1047938,F,WHITE
1047939,F,BLACK
1047940,F,BLACK
1047941,M,BLACK
1047942,M,BLACK
1047944,M,BLACK
1047945,M,BLACK
1047946,F,BLACK
1047949,M,BLACK
1047952,F,BLACK
1047953,M,BLACK
1047955,F,BLACK
1047958,M,WHITE
1047960,F,BLACK
1047961,M,BLACK
1047962,M,UNKNOWN
1047963,M,BLACK
1047964,F,BLACK
1047965,M,BLACK
1047967,M,BLACK
1047971,M,BLACK
1047973,F,BLACK
1047976,F,WHITE HISPANIC
1047983,M,WHITE
1047985,M,BLACK
1047986,F,BLACK
1047987,F,BLACK
1047988,F,BLACK
1047989,F,WHITE
1047990,M,BLACK
1047993,M,BLACK
1047995,F,WHITE
1047999,M,BLACK
1048000,M,BLACK
1048001,M,WHITE
1048002,F,BLACK
1048004,M,WHITE
1048007,F,BLACK
1048010,M,BLACK
1048016,M,WHITE HISPANIC
1048019,F,BLACK
1048020,F,BLACK
1048022,M,UNKNOWN
1048023,F,BLACK
1048024,M,WHITE
1048025,F,WHITE
1048026,F,BLACK
1048027,F,BLACK
1048028,F,BLACK
1048029,M,BLACK
1048030,M,BLACK HISPANIC
1048031,M,WHITE
1048033,F,BLACK
1048034,M,BLACK
1048036,M,WHITE
1048037,F,BLACK
1048038,M,BLACK
1048039,M,BLACK
1048041,F,BLACK
1048043,F,BLACK
1048044,F,BLACK
1048045,F,BLACK
1048046,M,WHITE
1048047,M,ASIAN/PACIFIC ISLANDER
1048050,M,BLACK
1048051,M,BLACK
1048053,F,BLACK
1048059,M,BLACK
1048060,M,BLACK
1048062,M,WHITE
1048064,M,BLACK
1048065,M,BLACK
1048066,F,BLACK
1048067,F,WHITE
1048069,M,BLACK
1048072,M,BLACK
1048073,F,BLACK
1048075,M,BLACK
1048075,F,BLACK
1048076,F,WHITE
1048077,M,BLACK
1048078,M,WHITE HISPANIC
1048079,M,BLACK
1048083,M,BLACK
1048085,M,BLACK
1048088,M,BLACK
